SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages
1.0,DD Uttarakhand,?-?MPEG-2/SD,522.0,DVB-S,2900.0,3/4,3750 V,,,,,,,False,,Hin
,DD Chhattisgarh,MPEG-2/SD,308.0,DVB-S,2900.0,3/4,3753 V,,,,,,,False,,Hin
,DD Jharkhand,MPEG-2/SD,308.0,DVB-S,2900.0,3/4,3757 V,,,,,,,False,,Hin
,(DD feeds),,,DVB-S,2900.0,3/4,3765 V,,,,,,,False,,
,(DD feeds),,,DVB-S,2900.0,3/4,3774 V,,,,,,,False,,
12.0,(DD feeds),,523.0,DVB-S2,30000.0,3/4,3885 V,,,,,,,False,,
13.0,(DD feeds),,524.0,DVB-S2,30000.0,3/4,3885 V,,,,,,,False,,
1.0,DD Haryana,65535-1MPEG-2/SD,308.0,DVB-S,2900.0,3/4,3769 V,,,,,,,False,,Hin
,Gyandarshan 1,,,DVB-S2,3000.0,3/4,3832 V,,,,https://www.lyngsat.com/providers/in/Gyandarshan-1.html,Gyandarshan 1,https://www.lyngsat.com/tvchannels/in/Gyandarshan-1.html,True,Gyandarshan 1,
,Gyandarshan 1,,,DVB-S2,3000.0,3/4,3832 V,,,,https://www.lyngsat.com/providers/in/Gyandarshan-1.html,Gyandarshan 1,https://www.lyngsat.com/tvchannels/in/Gyandarshan-1.html,True,Gyandarshan 1,
1.0,Gyandarshan 1,MPEG-4/HD,50.0,DVB-S2,3000.0,3/4,3832 V,,,,https://www.lyngsat.com/providers/in/Gyandarshan-1.html,Gyandarshan 1,https://www.lyngsat.com/tvchannels/in/Gyandarshan-1.html,True,Gyandarshan 1,Hin
1.0,Gyandarshan 1,MPEG-4/HD,50.0,DVB-S2,3000.0,3/4,3832 V,,,,https://www.lyngsat.com/providers/in/Gyandarshan-1.html,Gyandarshan 1,https://www.lyngsat.com/tvchannels/in/Gyandarshan-1.html,True,Gyandarshan 1,Hin
2.0,Gyandarshan 1,MPEG-4/SD,55.0,DVB-S2,3000.0,3/4,3832 V,,,,https://www.lyngsat.com/providers/in/Gyandarshan-1.html,Gyandarshan 1,https://www.lyngsat.com/tvchannels/in/Gyandarshan-1.html,True,Gyandarshan 1,Hin
2.0,Gyandarshan 1,MPEG-4/SD,55.0,DVB-S2,3000.0,3/4,3832 V,,,,https://www.lyngsat.com/providers/in/Gyandarshan-1.html,Gyandarshan 1,https://www.lyngsat.com/tvchannels/in/Gyandarshan-1.html,True,Gyandarshan 1,Hin
3.0,[test card],MPEG-4/SD,258.0,DVB-S2,3000.0,3/4,3832 V,,,,,,,False,Gyandarshan 1,
6.0,[test card],MPEG-4/SD,802.0,DVB-S2,9600.0,3/4,4073 V,,,,,,,False,Gyandarshan 1,
4.0,Gyanvani,,,DVB-S2,3000.0,3/4,3832 V,,,,,Gyanvani,https://www.lyngsat.com/radiochannels/in/Gyanvani.html,False,Gyandarshan 1,
,(feeds),,,DVB-S2,1100.0,3/4,3842 V,,,,,,,False,Gyandarshan 1,
,(feeds),,,DVB-S2,1100.0,3/4,3845 V,,,,,,,False,Gyandarshan 1,
,(feeds),,,DVB-S2,7200.0,3/4,4030 V,,,,,,,False,Gyandarshan 1,
,(feeds),,,DVB-S2,7200.0,3/4,4040 V,,,,,,,False,Gyandarshan 1,
,(feeds),,,DVB-S2,7200.0,3/4,4050 V,,,,,,,False,Gyandarshan 1,
,(feeds),,,DVB-S2,7200.0,3/5,4060 V,,,,,,,False,Gyandarshan 1,
,Kanak Teleport,0-1,,DVB-S2,3974.0,3/5,3861 V,,,,https://www.lyngsat.com/providers/in/Kanak-Teleport.html,,,True,Kanak Teleport,
1.0,Kanak News,MPEG-4/SD,37.0,DVB-S2,3974.0,3/5,3861 V,,,,,Kanak News,https://www.lyngsat.com/tvchannels/in/Kanak-News.html,False,Kanak Teleport,Ori
1.0,Kanak News,MPEG-4/SD,37.0,DVB-S2,3974.0,3/5,3861 V,,,,,Kanak News,https://www.lyngsat.com/tvchannels/in/Kanak-News.html,False,Kanak Teleport,Ori
2.0,Manjari TV,MPEG-4/SD,47.0,DVB-S2,3974.0,3/5,3861 V,,,,,Manjari TV,https://www.lyngsat.com/tvchannels/in/Manjari-TV.html,False,Kanak Teleport,Ori
3.0,Anaadi TV,MPEG-4/SD,57.0,DVB-S2,3974.0,3/5,3861 V,,,,,Anaadi TV,https://www.lyngsat.com/tvchannels/in/Anaadi-TV.html,False,Kanak Teleport,
4.0,Naxatra News Hindi,MPEG-4/SD,67.0,DVB-S2,3974.0,3/5,3861 V,,,,,Naxatra News Hindi,https://www.lyngsat.com/tvchannels/in/Naxatra-News-Hindi.html,False,Kanak Teleport,Hin
4.0,Naxatra News Hindi,MPEG-4/SD,67.0,DVB-S2,3974.0,3/5,3861 V,,,,,Naxatra News Hindi,https://www.lyngsat.com/tvchannels/in/Naxatra-News-Hindi.html,False,Kanak Teleport,Hin
,Doordarshan,65535-0,,DVB-S2,30000.0,3/4,3885 V,,,,https://www.lyngsat.com/providers/in/Doordarshan.html,,,True,Doordarshan,
1.0,DD National,MPEG-4/SD,512.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD National,https://www.lyngsat.com/tvchannels/in/DD-National.html,False,Doordarshan,Hin
1.0,DD National,MPEG-4/SD,512.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD National,https://www.lyngsat.com/tvchannels/in/DD-National.html,False,Doordarshan,Hin
9.0,DD National,MPEG-4/HD,520.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD National,https://www.lyngsat.com/tvchannels/in/DD-National.html,False,Doordarshan,Hin Hin
9.0,DD National,MPEG-4/HD,520.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD National,https://www.lyngsat.com/tvchannels/in/DD-National.html,False,Doordarshan,Hin Hin
2.0,DD News,MPEG-4/SD,513.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD News,https://www.lyngsat.com/tvchannels/in/DD-News.html,False,Doordarshan,Hin
2.0,DD News,MPEG-4/SD,513.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD News,https://www.lyngsat.com/tvchannels/in/DD-News.html,False,Doordarshan,Hin
2.0,DD News,MPEG-4/SD,513.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD News,https://www.lyngsat.com/tvchannels/in/DD-News.html,False,Doordarshan,Hin
2.0,DD News,MPEG-4/SD,513.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD News,https://www.lyngsat.com/tvchannels/in/DD-News.html,False,Doordarshan,Hin
10.0,DD News,MPEG-4/HD,521.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD News,https://www.lyngsat.com/tvchannels/in/DD-News.html,False,Doordarshan,Hin Hin
10.0,DD News,MPEG-4/HD,521.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD News,https://www.lyngsat.com/tvchannels/in/DD-News.html,False,Doordarshan,Hin Hin
10.0,DD News,MPEG-4/HD,521.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD News,https://www.lyngsat.com/tvchannels/in/DD-News.html,False,Doordarshan,Hin Hin
10.0,DD News,MPEG-4/HD,521.0,DVB-S2,30000.0,3/4,3885 V,,,,,DD News,https://www.lyngsat.com/tvchannels/in/DD-News.html,False,Doordarshan,Hin Hin
