SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
9211.0,Channel 4 London,MPEG-2/SD,2315.0,DVB-S,22000.0,5/6,10714 H,tp 41,0.0,,,Channel 4 London,https://www.lyngsat.com/tvchannels/uk/Channel-4-London.html,,,False,,Eng
9212.0,Channel 4 South & East,MPEG-2/SD,2327.0,DVB-S,22000.0,5/6,10714 H,tp 41,0.0,,,Channel 4 South & East,https://www.lyngsat.com/tvchannels/uk/Channel-4-South-and-East.html,,,False,,Eng
9212.0,Channel 4 South & East,MPEG-2/SD,2327.0,DVB-S,22000.0,5/6,10714 H,tp 41,0.0,,,Channel 4 South & East,https://www.lyngsat.com/tvchannels/uk/Channel-4-South-and-East.html,,,False,,Eng
5202.0,Channel 4 South & East,MPEG-4/HD,518.0,DVB-S2,27500.0,2/3,12363 V,tp 34,0.0,,,Channel 4 South & East,https://www.lyngsat.com/tvchannels/uk/Channel-4-South-and-East.html,,,False,,Eng
5202.0,Channel 4 South & East,MPEG-4/HD,518.0,DVB-S2,27500.0,2/3,12363 V,tp 34,0.0,,,Channel 4 South & East,https://www.lyngsat.com/tvchannels/uk/Channel-4-South-and-East.html,,,False,,Eng
9213.0,Channel 4 Midlands,MPEG-2/SD,2332.0,DVB-S,22000.0,5/6,10714 H,tp 41,0.0,,,Channel 4 Midlands,https://www.lyngsat.com/tvchannels/uk/Channel-4-Midlands.html,,,False,,Eng
9214.0,Channel 4 North,MPEG-2/SD,2337.0,DVB-S,22000.0,5/6,10714 H,tp 41,0.0,,,Channel 4 North,https://www.lyngsat.com/tvchannels/uk/Channel-4-North.html,,,False,,Eng
9216.0,Channel 4 Scotland,MPEG-2/SD,2347.0,DVB-S,22000.0,5/6,10714 H,tp 41,0.0,,,Channel 4 Scotland,https://www.lyngsat.com/tvchannels/uk/Channel-4-Scotland.html,,,False,,Eng
9216.0,Channel 4 Scotland,MPEG-2/SD,2347.0,DVB-S,22000.0,5/6,10714 H,tp 41,0.0,,,Channel 4 Scotland,https://www.lyngsat.com/tvchannels/uk/Channel-4-Scotland.html,,,False,,Eng
5248.0,Channel 4 Scotland,MPEG-4/HD,514.0,DVB-S2,27500.0,2/3,12363 V,tp 34,0.0,,,Channel 4 Scotland,https://www.lyngsat.com/tvchannels/uk/Channel-4-Scotland.html,,,False,,Eng
5248.0,Channel 4 Scotland,MPEG-4/HD,514.0,DVB-S2,27500.0,2/3,12363 V,tp 34,0.0,,,Channel 4 Scotland,https://www.lyngsat.com/tvchannels/uk/Channel-4-Scotland.html,,,False,,Eng
9220.0,Film 4 UK,MPEG-2/SD,2353.0,DVB-S,22000.0,5/6,10714 H,tp 41,0.0,,,Film 4 UK,https://www.lyngsat.com/tvchannels/uk/Film-4-UK.html,,,False,,Eng
9230.0,More 4 UK +1,MPEG-2/SD,2367.0,DVB-S,22000.0,5/6,10714 H,tp 41,0.0,,,More 4 UK +1,https://www.lyngsat.com/tvchannels/uk/More-4-UK--1.html,,,False,,Eng
9241.0,E4 UK,MPEG-2/SD,2372.0,DVB-S,22000.0,5/6,10714 H,tp 41,0.0,,,E4 UK,https://www.lyngsat.com/tvchannels/uk/E4-UK.html,,,False,,Eng
,Freesat,2-2045,,DVB-S2,23000.0,3/4,10773 H,tp 45,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,
,Freesat,2-2045,,DVB-S2,23000.0,3/4,10773 H,tp 45,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,
,Freesat,2-2045,,DVB-S2,23000.0,3/4,10773 H,tp 45,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,
,Freesat,2-2045,,DVB-S2,23000.0,3/4,10773 H,tp 45,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,
,Freesat,2-2045,,DVB-S2,23000.0,3/4,10773 H,tp 45,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,
,Freesat,2-2046,,DVB-S2,23000.0,3/4,10788 V,tp 46,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,
,Freesat,2-2046,,DVB-S2,23000.0,3/4,10788 V,tp 46,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,
,Freesat,2-2046,,DVB-S2,23000.0,3/4,10788 V,tp 46,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,
,Freesat,2-2046,,DVB-S2,23000.0,3/4,10788 V,tp 46,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,
,Freesat,2-2046,,DVB-S2,23000.0,3/4,10788 V,tp 46,0.0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,
