SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages
,(APTN feeds),,,DVB-S,7500.0,3/4,3927 V,tp 6B,,,,,,False,,
,CruiseSat,1-1,,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,https://www.lyngsat.com/providers/us/CruiseSat.html,,,True,CruiseSat,
10.0,TCM US,HEVC/HD,110.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,TCM US,https://www.lyngsat.com/tvchannels/us/TCM-US.html,False,CruiseSat,Eng
11.0,Cartoon Network Canada East,HEVC/HD,910.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,Cartoon Network Canada East,https://www.lyngsat.com/tvchannels/us/Cartoon-Network-Canada-East.html,False,CruiseSat,Eng
12.0,CBS News,HEVC/SD,481.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,CBS News,https://www.lyngsat.com/tvchannels/us/CBS-News.html,False,CruiseSat,Eng
12.0,CBS News,HEVC/SD,481.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,CBS News,https://www.lyngsat.com/tvchannels/us/CBS-News.html,False,CruiseSat,Eng
13.0,HGTV East,HEVC/HD,1001.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,HGTV East,https://www.lyngsat.com/tvchannels/us/HGTV-East.html,False,CruiseSat,Eng
14.0,Food Network East,HEVC/HD,38.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,Food Network East,https://www.lyngsat.com/tvchannels/us/Food-Network-East.html,False,CruiseSat,Eng
15.0,Travel Channel East,HEVC/HD,52.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,Travel Channel East,https://www.lyngsat.com/tvchannels/us/Travel-Channel-East.html,False,CruiseSat,Eng
16.0,Discovery Channel East,HEVC/HD,49.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,Discovery Channel East,https://www.lyngsat.com/tvchannels/us/Discovery-Channel-East.html,False,CruiseSat,Eng
17.0,Nickelodeon East,HEVC/HD,63.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,Nickelodeon East,https://www.lyngsat.com/tvchannels/us/Nickelodeon-East.html,False,CruiseSat,Eng
21.0,ESPNU,HEVC/HD,7680.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,ESPNU,https://www.lyngsat.com/tvchannels/us/ESPNU.html,False,CruiseSat,Eng
22.0,ESPN US,HEVC/HD,55.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,ESPN US,https://www.lyngsat.com/tvchannels/us/ESPN-US.html,False,CruiseSat,Eng
22.0,ESPN US,HEVC/HD,55.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,ESPN US,https://www.lyngsat.com/tvchannels/us/ESPN-US.html,False,CruiseSat,Eng
210.0,ESPN US,HEVC/HD,400.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,ESPN US,https://www.lyngsat.com/tvchannels/us/ESPN-US.html,False,CruiseSat,Eng
210.0,ESPN US,HEVC/HD,400.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,ESPN US,https://www.lyngsat.com/tvchannels/us/ESPN-US.html,False,CruiseSat,Eng
23.0,ESPN 2 US,HEVC/HD,48.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,ESPN 2 US,https://www.lyngsat.com/tvchannels/us/ESPN-2-US.html,False,CruiseSat,Eng
23.0,ESPN 2 US,HEVC/HD,48.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,ESPN 2 US,https://www.lyngsat.com/tvchannels/us/ESPN-2-US.html,False,CruiseSat,Eng
211.0,ESPN 2 US,HEVC/HD,72.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,ESPN 2 US,https://www.lyngsat.com/tvchannels/us/ESPN-2-US.html,False,CruiseSat,Eng
211.0,ESPN 2 US,HEVC/HD,72.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,ESPN 2 US,https://www.lyngsat.com/tvchannels/us/ESPN-2-US.html,False,CruiseSat,Eng
24.0,SEC Network,HEVC/HD,43.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,SEC Network,https://www.lyngsat.com/tvchannels/us/SEC-Network.html,False,CruiseSat,Eng
25.0,CNN USA,HEVC/HD,710.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,CNN USA,https://www.lyngsat.com/tvchannels/us/CNN-USA.html,False,CruiseSat,Eng
300.0,Rai Italia Nord America,HEVC/HD,811.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,Rai Italia Nord America,https://www.lyngsat.com/tvchannels/it/Rai-Italia-Nord-America.html,False,CruiseSat,Ita
301.0,RTL Deutschland,HEVC/HD,105.0,DVB-S2,22000.0,3/4,4120 H,tp 11A,,Xcrypt,,RTL Deutschland,https://www.lyngsat.com/tvchannels/de/RTL-Deutschland.html,False,CruiseSat,Ger
