SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
1.0,TV Tapajós,?-?MPEG-2/SD,256.0,DVB-S,4000.0,5/6,3890 V,tp 5BNC,0.0,,,,,,,False,,Por
2.0,94 FM (Santarém),,,DVB-S,4000.0,5/6,3890 V,tp 5BNC,0.0,,,94 FM (Santarém),https://www.lyngsat.com/radiochannels/br/94-FM.html,,,False,,Por
2.0,94 FM (Santarém),,,DVB-S,4000.0,5/6,3890 V,tp 5BNC,0.0,,,94 FM (Santarém),https://www.lyngsat.com/radiochannels/br/94-FM.html,,,False,,Por
,TV Mirante,,,DVB-S2,8333.0,3/4,3908 H,tp 6ANC,0.0,,https://www.lyngsat.com/providers/br/TV-Mirante.html,,,,,True,TV Mirante,
,TV Mirante Imperatriz,MPEG-4/1seg,101.0,DVB-S2,8333.0,3/4,3908 H,tp 6ANC,0.0,,,TV Mirante Imperatriz,https://www.lyngsat.com/tvchannels/br/TV-Mirante-Imperatriz.html,,,False,TV Mirante,Por
,TV Mirante Imperatriz,MPEG-4/1seg,101.0,DVB-S2,8333.0,3/4,3908 H,tp 6ANC,0.0,,,TV Mirante Imperatriz,https://www.lyngsat.com/tvchannels/br/TV-Mirante-Imperatriz.html,,,False,TV Mirante,Por
,TV Mirante Imperatriz,MPEG-4/HD,1001.0,DVB-S2,8333.0,3/4,3908 H,tp 6ANC,0.0,,,TV Mirante Imperatriz,https://www.lyngsat.com/tvchannels/br/TV-Mirante-Imperatriz.html,,,False,TV Mirante,Por
,TV Mirante Imperatriz,MPEG-4/HD,1001.0,DVB-S2,8333.0,3/4,3908 H,tp 6ANC,0.0,,,TV Mirante Imperatriz,https://www.lyngsat.com/tvchannels/br/TV-Mirante-Imperatriz.html,,,False,TV Mirante,Por
,TV Educação MA,MPEG-4/HD,265.0,DVB-S2,8333.0,3/4,3908 H,tp 6ANC,0.0,,,TV Educação MA,https://www.lyngsat.com/tvchannels/br/TV-Educacao-MA.html,,,False,TV Mirante,Por
,TV Mirante Cocais,MPEG-4/HD,273.0,DVB-S2,8333.0,3/4,3908 H,tp 6ANC,0.0,,,TV Mirante Cocais,https://www.lyngsat.com/tvchannels/br/TV-Mirante-Cocais.html,,,False,TV Mirante,Por
