SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages
,DD Meghalaya,,,DVB-S,6250.0,3/4,3711 H,tp 1,,,https://www.lyngsat.com/providers/in/DD-Meghalaya.html,DD Meghalaya,https://www.lyngsat.com/tvchannels/in/DD-Meghalaya.html,True,DD Meghalaya,
1.0,DD Meghalaya,MPEG-2/SD,257.0,DVB-S,6250.0,3/4,3711 H,tp 1,,,https://www.lyngsat.com/providers/in/DD-Meghalaya.html,DD Meghalaya,https://www.lyngsat.com/tvchannels/in/DD-Meghalaya.html,True,DD Meghalaya,
2.0,(DD Meghalaya feeds),,513.0,DVB-S,6250.0,3/4,3711 H,tp 1,,,,,,False,DD Meghalaya,
,DD Mizoram,,,DVB-S,6250.0,3/4,3721 H,tp 1,,,https://www.lyngsat.com/providers/in/DD-Mizoram.html,DD Mizoram,https://www.lyngsat.com/tvchannels/in/DD-Mizoram.html,True,DD Mizoram,
2.0,DD Mizoram,MPEG-2/SD,513.0,DVB-S,6250.0,3/4,3721 H,tp 1,,,https://www.lyngsat.com/providers/in/DD-Mizoram.html,DD Mizoram,https://www.lyngsat.com/tvchannels/in/DD-Mizoram.html,True,DD Mizoram,
1.0,(DD Mizoram feeds),,257.0,DVB-S,6250.0,3/4,3721 H,tp 1,,,,,,False,DD Mizoram,
1.0,DD Tripura,?-?MPEG-2/SD,308.0,DVB-S,4250.0,3/4,3728 H,tp 1,,,,,,False,DD Mizoram,
1.0,DD Arun Prabha,?-?MPEG-2/SD,308.0,DVB-S,4250.0,3/4,3734 H,tp 1,,,,,,False,DD Mizoram,
1.0,DD Nagaland,?-?MPEG-2/SD,308.0,DVB-S,4250.0,3/4,3740 H,tp 1,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S2,3800.0,3/4,3750 H,tp 2,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S2,3800.0,3/4,3756 H,tp 2,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S,3800.0,3/4,3762 H,tp 2,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S2,3000.0,3/4,3768 H,tp 2,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S,4250.0,3/4,3774 H,tp 2,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S2,3800.0,3/4,3780 H,tp 2,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S2,3800.0,3/4,3790 H,tp 3,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S,2900.0,3/4,3797 H,tp 3,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S2,4250.0,3/4,3808 H,tp 3,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S2,3800.0,3/4,3820 H,tp 3,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S2,2900.0,3/4,3834 H,tp 4,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S,3800.0,3/4,3854 H,tp 4,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S2,2900.0,3/4,4003 H,tp 8,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S2,2900.0,3/4,4043 H,tp 9,,,,,,False,DD Mizoram,
,(DD feeds),,,DVB-S,4250.0,3/4,4110 H,tp 11,,,,,,False,DD Mizoram,
,(feeds),,,DVB-S2,3800.0,3/4,3814 H,tp 3,,,,,,False,DD Mizoram,
