SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
8.0,RT Español,?-?MPEG-4/HD,536.0,DVB-S2,8333.0,3/4,3662 R,,,,,RT Español,https://www.lyngsat.com/tvchannels/ru/RT-Espanol.html,,,False,,Spa
100.0,RT Español,MPEG-4/HD,536.0,DVB-S2,7500.0,3/4,11866 V,,,,,RT Español,https://www.lyngsat.com/tvchannels/ru/RT-Espanol.html,,,False,,Spa
,Bolivia TV 7.1,MPEG-2/SD,308.0,DVB-S,3300.0,3/4,3680 R,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,,,False,,Spa
,Bolivia TV 7.1,MPEG-2/SD,33.0,DVB-S,3300.0,3/4,3684 R,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,,,False,,Spa
7.0,Bolivia TV 7.1,MPEG-4/SD,523.0,DVB-S2,30000.0,3/4,11560 V,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,,,False,,Spa
,(feeds),,,DVB-S,3300.0,3/4,11503 H,,,,,,,,,False,,
,(feeds),,,DVB-S2,7500.0,3/4,11884 V,,,,,,,,,False,,
4.0,RTP,MPEG-4/SD,76.0,DVB-S2,30000.0,3/4,11520 V,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,,,False,,Spa
4.0,RTP,MPEG-4/SD,76.0,DVB-S2,30000.0,3/4,11520 V,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,,,False,,Spa
450.0,RTP,MPEG-4/HD,1106.0,DVB-S2,30000.0,5/6,12544 R,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,,,False,,Spa
450.0,RTP,MPEG-4/HD,1106.0,DVB-S2,30000.0,5/6,12544 R,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,,,False,,Spa
17.0,TVU,MPEG-4/SD,417.0,DVB-S2,30000.0,3/4,11520 V,,,,,TVU,https://www.lyngsat.com/tvchannels/bo/TVU.html,,,False,,Spa
17.0,TVU,MPEG-4/SD,417.0,DVB-S2,30000.0,3/4,11520 V,,,,,TVU,https://www.lyngsat.com/tvchannels/bo/TVU.html,,,False,,Spa
33.0,Unitel Santa Cruz,MPEG-4/SD,993.0,DVB-S2,30000.0,3/4,11520 V,,,,,Unitel Santa Cruz,https://www.lyngsat.com/tvchannels/bo/Unitel-Santa-Cruz.html,,,False,,Spa
2.0,Unitel La Paz,MPEG-4/SD,353.0,DVB-S2,30000.0,3/4,11560 V,,,,,Unitel La Paz,https://www.lyngsat.com/tvchannels/bo/Unitel-La-Paz.html,,,False,,Spa
20.0,TV Culturas,MPEG-4/SD,385.0,DVB-S2,30000.0,3/4,11560 V,,,,,TV Culturas,https://www.lyngsat.com/tvchannels/bo/TV-Culturas.html,,,False,,Spa
508.0,Radio Illimani,,,DVB-S2,30000.0,3/4,11560 V,,,,,Radio Illimani,https://www.lyngsat.com/radiochannels/bo/Radio-Illimani.html,,,False,,Spa
511.0,Radio Disney Bolivia,,,DVB-S2,30000.0,3/4,11560 V,,,,,Radio Disney Bolivia,https://www.lyngsat.com/radiochannels/us/Radio-Disney-Bolivia.html,,,False,,Spa
511.0,Radio Disney Bolivia,,,DVB-S2,30000.0,3/4,11560 V,,,,,Radio Disney Bolivia,https://www.lyngsat.com/radiochannels/us/Radio-Disney-Bolivia.html,,,False,,Spa
512.0,RPO's,,,DVB-S2,30000.0,3/4,11560 V,,,,,RPO's,https://www.lyngsat.com/radiochannels/bo/RPOs.html,,,False,,Spa
1.0,Entel TV HD,/HD,4801.0,DVB-S2,30000.0,3/4,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,,,False,,Spa
1.0,Entel TV HD,/HD,4801.0,DVB-S2,30000.0,3/4,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,,,False,,Spa
59.0,Entel TV HD,/HD,256.0,DVB-S2,30000.0,3/4,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,,,False,,Spa
59.0,Entel TV HD,/HD,256.0,DVB-S2,30000.0,3/4,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,,,False,,Spa
,,,,DVB-S2,30000.0,3/4,11760 V,,,,,,,,,False,,
,,,,DVB-S2,30000.0,3/4,11807 V,,,,,,,,,False,,
,ABE,,,DVB-S2,7500.0,3/4,11866 V,,,,https://www.lyngsat.com/providers/bo/ABE.html,,,,,True,ABE,
,ABE,,,DVB-S2,7500.0,3/4,11866 V,,,,https://www.lyngsat.com/providers/bo/ABE.html,,,,,True,ABE,
,ABE,,,DVB-S2,30000.0,5/6,12544 R,,,,https://www.lyngsat.com/providers/bo/ABE.html,,,,,True,ABE,
,ABE,,,DVB-S2,30000.0,5/6,12544 R,,,,https://www.lyngsat.com/providers/bo/ABE.html,,,,,True,ABE,
,Red Uno,MPEG-4/HD,172.0,DVB-S2,7500.0,3/4,11866 V,,,,,Red Uno,https://www.lyngsat.com/tvchannels/bo/Red-Uno.html,,,False,ABE,Spa
,Red Uno,MPEG-4/HD,172.0,DVB-S2,7500.0,3/4,11866 V,,,,,Red Uno,https://www.lyngsat.com/tvchannels/bo/Red-Uno.html,,,False,ABE,Spa
140.0,Red Uno,MPEG-4/HD,322.0,DVB-S2,30000.0,5/6,12544 R,,,,,Red Uno,https://www.lyngsat.com/tvchannels/bo/Red-Uno.html,,,False,ABE,Spa
140.0,Red Uno,MPEG-4/HD,322.0,DVB-S2,30000.0,5/6,12544 R,,,,,Red Uno,https://www.lyngsat.com/tvchannels/bo/Red-Uno.html,,,False,ABE,Spa
70.0,TV Off Travel,MPEG-4/HD,72.0,DVB-S2,7500.0,3/4,11866 V,,,,,TV Off Travel,https://www.lyngsat.com/tvchannels/bo/TV-Off-Travel.html,,,False,ABE,Spa
90.0,ATB,HEVC/HD,92.0,DVB-S2,7500.0,3/4,11866 V,,,,,ATB,https://www.lyngsat.com/tvchannels/bo/ATB.html,,,False,ABE,Spa
145.0,Seo TV,HEVC/HD,266.0,DVB-S2,7500.0,3/4,11866 V,,,,,Seo TV,https://www.lyngsat.com/tvchannels/bo/Seo-TV.html,,,False,ABE,Spa
145.0,Seo TV,HEVC/HD,266.0,DVB-S2,7500.0,3/4,11866 V,,,,,Seo TV,https://www.lyngsat.com/tvchannels/bo/Seo-TV.html,,,False,ABE,Spa
150.0,Poder de Dios TV,MPEG-4/SD,4114.0,DVB-S2,7500.0,3/4,11866 V,,,,,Poder de Dios TV,https://www.lyngsat.com/tvchannels/bo/Poder-de-Dios-TV.html,,,False,ABE,Spa
160.0,ABE TV Internacional,MPEG-4/SD,4124.0,DVB-S2,7500.0,3/4,11866 V,,,,,ABE TV Internacional,https://www.lyngsat.com/tvchannels/bo/ABE-TV-Internacional.html,,,False,ABE,Spa
430.0,Red AD Venir,MPEG-4/HD,549.0,DVB-S2,7500.0,3/4,11866 V,,,,,Red AD Venir,https://www.lyngsat.com/tvchannels/bo/Red-AD-Venir.html,,,False,ABE,Spa
430.0,Red AD Venir,MPEG-4/HD,549.0,DVB-S2,7500.0,3/4,11866 V,,,,,Red AD Venir,https://www.lyngsat.com/tvchannels/bo/Red-AD-Venir.html,,,False,ABE,Spa
200.0,Radio Panamericana,,,DVB-S2,7500.0,3/4,11866 V,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,,,False,ABE,Spa
200.0,Radio Panamericana,,,DVB-S2,7500.0,3/4,11866 V,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,,,False,ABE,Spa
200.0,Radio Panamericana,,,DVB-S2,7500.0,3/4,11866 V,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,,,False,ABE,Spa
200.0,Radio Panamericana,,,DVB-S2,7500.0,3/4,11866 V,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,,,False,ABE,Spa
,Radio Panamericana,,,DVB-S2,30000.0,5/6,12544 R,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,,,False,ABE,Spa
,Radio Panamericana,,,DVB-S2,30000.0,5/6,12544 R,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,,,False,ABE,Spa
,Radio Panamericana,,,DVB-S2,30000.0,5/6,12544 R,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,,,False,ABE,Spa
,Radio Panamericana,,,DVB-S2,30000.0,5/6,12544 R,,,,,Radio Panamericana,https://www.lyngsat.com/radiochannels/bo/Radio-Panamericana.html,,,False,ABE,Spa
210.0,Jerusalem Radio,,,DVB-S2,7500.0,3/4,11866 V,,,,,Jerusalem Radio,https://www.lyngsat.com/radiochannels/--/Jerusalem-Radio.html,,,False,ABE,Spa
220.0,Radio Sol,,,DVB-S2,7500.0,3/4,11866 V,,,,,Radio Sol,https://www.lyngsat.com/radiochannels/bo/Radio-Sol.html,,,False,ABE,Spa
120.0,Bolivia TV 7.2,MPEG-4/HD,290.0,DVB-S2,30000.0,5/6,12544 R,,,,,Bolivia TV 7.2,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-72.html,,,False,ABE,Spa
130.0,Red Uno Santa Cruz,MPEG-4/HD,306.0,DVB-S2,30000.0,5/6,12544 R,,,,,Red Uno Santa Cruz,https://www.lyngsat.com/tvchannels/bo/Red-Uno-Santa-Cruz.html,,,False,ABE,Spa
130.0,Red Uno Santa Cruz,MPEG-4/HD,306.0,DVB-S2,30000.0,5/6,12544 R,,,,,Red Uno Santa Cruz,https://www.lyngsat.com/tvchannels/bo/Red-Uno-Santa-Cruz.html,,,False,ABE,Spa
150.0,TL Estrella,MPEG-4/SD,338.0,DVB-S2,30000.0,5/6,12544 R,,,,,TL Estrella,https://www.lyngsat.com/tvchannels/bo/TL-Estrella.html,,,False,ABE,Spa
