SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages
211.0,TV Lao,1-14,1511.0,DVB-S2,9671.0,1/2,11600 V,,,,,,,False,,Lao
1001.0,OBEC TV 1,1-10,301.0,DVB-S2,2712.0,1/2,11618 V,,,BISS,,,,False,,Tha
,Aora TV Satelit,,,DVB-S2,6666.0,3/4,11686 V,,,,https://www.lyngsat.com/providers/id/Aora-TV-Satelit.html,,,True,Aora TV Satelit,
8.0,Da Ai TV Indonesia,MPEG-4/SD,140.0,DVB-S2,6666.0,3/4,11686 V,,,,,Da Ai TV Indonesia,https://www.lyngsat.com/tvchannels/tw/Da-Ai-TV-Indonesia.html,False,Aora TV Satelit,Ind
8.0,Da Ai TV Indonesia,MPEG-4/SD,140.0,DVB-S2,6666.0,3/4,11686 V,,,,,Da Ai TV Indonesia,https://www.lyngsat.com/tvchannels/tw/Da-Ai-TV-Indonesia.html,False,Aora TV Satelit,Ind
1000.0,[test card],MPEG-4/SD,154.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1001.0,[test card],MPEG-4/SD,360.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1002.0,[test card],MPEG-4/SD,141.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1003.0,[test card],MPEG-4/SD,143.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1004.0,[test card],MPEG-4/SD,3009.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1005.0,[test card],MPEG-4/SD,168.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1006.0,[test card],MPEG-4/SD,3026.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1007.0,[test card],MPEG-4/SD,193.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1008.0,[test card],MPEG-4/SD,130.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1009.0,[test card],MPEG-4/SD,214.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1010.0,[test card],MPEG-4/SD,142.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1011.0,[test card],MPEG-4/SD,221.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1012.0,[test card],MPEG-4/SD,205.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
1205.0,[test card],MPEG-4/SD,305.0,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit,
,@ MangoeSky,,,DVB-S2,10000.0,1/2,12206 V,,,,,,,False,Aora TV Satelit,
,@ MangoeSky,,,DVB-S2,10000.0,1/2,12743 V,,,,,,,False,Aora TV Satelit,
3.0,Oras ng Himala,?-?MPEG-4/SD,770.0,DVB-S2,2000.0,3/4,12390 V,,,,,,,False,Aora TV Satelit,Tgl
101.0,DepEd TV,?-?MPEG-4/SD,33.0,DVB-S2,2083.0,3/4,12407 V,,,,,,,False,Aora TV Satelit,Tgl
101.0,DepEd TV,?-?MPEG-4/SD,33.0,DVB-S2,2083.0,3/4,12494 V,,,,,,,False,Aora TV Satelit,Tgl
101.0,DepEd TV,?-?MPEG-4/SD,33.0,DVB-S2,2083.0,3/4,12499 V,,,,,,,False,Aora TV Satelit,Tgl
,,,,,,,,,,,,DVB-S296711/2,,False,Aora TV Satelit,
,,,,,,,,,,,,DVB-S227121/2,BISS,False,Aora TV Satelit,
,,,,,,,,,,,,DVB-S28PSK20003/4,,False,Aora TV Satelit,
,,,,,,,,,,,,DVB-S28PSK20833/4,,False,Aora TV Satelit,
,,,,,,,,,,,,DVB-S28PSK20833/4,,False,Aora TV Satelit,
,,,,,,,,,,,,DVB-S28PSK20833/4,,False,Aora TV Satelit,
