SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
1.0,TNV Tatarstan,1-1MPEG-2/SD,320.0,DVB-S,4340.0,3/4,12174 L,tp ER25,0.0,,,,,,,False,,Rus
1.0,Bolgar Radiosi,,,DVB-S,4340.0,3/4,12174 L,tp ER25,0.0,,,Bolgar Radiosi,https://www.lyngsat.com/radiochannels/ru/Bolgar-Radiosi.html,,,False,,Rus
1.0,Bolgar Radiosi,,,DVB-S,4340.0,3/4,12174 L,tp ER25,0.0,,,Bolgar Radiosi,https://www.lyngsat.com/radiochannels/ru/Bolgar-Radiosi.html,,,False,,Rus
40.0,Radio 1 (Russia),,,DVB-S2,22500.0,3/4,12190 L,tp ER25,0.0,,,Radio 1 (Russia),https://www.lyngsat.com/radiochannels/ru/Radio-1.html,,,False,,Rus
40.0,Radio 1 (Russia),,,DVB-S2,22500.0,3/4,12190 L,tp ER25,0.0,,,Radio 1 (Russia),https://www.lyngsat.com/radiochannels/ru/Radio-1.html,,,False,,Rus
27000.0,Trikolor Infokanal,MPEG-4/SD,271.0,DVB-S,27500.0,3/4,12226 L,tp ER27,0.0,,,Trikolor Infokanal,https://www.lyngsat.com/tvchannels/ru/Trikolor-Infokanal.html,,,False,,Rus
27105.0,Promo TV,MPEG-4/SD,1051.0,DVB-S,27500.0,3/4,12226 L,tp ER27,0.0,,,Promo TV,https://www.lyngsat.com/tvchannels/ru/Promo-TV.html,,,False,,Rus
50000.0,[Trikolor info card],MPEG-4/SD,5892.0,DVB-S,27500.0,3/4,12226 L,tp ER27,0.0,,,,,,,False,,Rus
50001.0,[Trikolor info card],MPEG-4/SD,5899.0,DVB-S,27500.0,3/4,12226 L,tp ER27,0.0,,,,,,,False,,Rus
194.0,UBC TV,MPEG-4/SD,2194.0,DVB-S2,27500.0,3/4,12265 V,tp EA29,0.0,,,UBC TV,https://www.lyngsat.com/tvchannels/ug/UBC-TV.html,,,False,,
215.0,K24,MPEG-4/SD,2215.0,DVB-S2,27500.0,3/4,12265 V,tp EA29,0.0,,,K24,https://www.lyngsat.com/tvchannels/ke/K24.html,,,False,,Eng
215.0,K24,MPEG-4/SD,2215.0,DVB-S2,27500.0,3/4,12265 V,tp EA29,0.0,,,K24,https://www.lyngsat.com/tvchannels/ke/K24.html,,,False,,Eng
218.0,KBC Channel 1,MPEG-4/SD,2218.0,DVB-S2,27500.0,3/4,12265 V,tp EA29,0.0,,,KBC Channel 1,https://www.lyngsat.com/tvchannels/ke/KBC-Channel-1.html,,,False,,Eng
286.0,NTA International,MPEG-4/SD,2286.0,DVB-S2,27500.0,3/4,12265 V,tp EA29,0.0,,,NTA International,https://www.lyngsat.com/tvchannels/ng/NTA-International.html,,,False,,Eng
291.0,MBC (Malawi),MPEG-4/SD,2291.0,DVB-S2,27500.0,3/4,12265 V,tp EA29,0.0,,,MBC (Malawi),https://www.lyngsat.com/tvchannels/mw/MBC.html,,,False,,Eng
817.0,Leomax 24,MPEG-4/SD,217.0,DVB-S2,27500.0,3/4,12284 R,tp ER30,0.0,,,Leomax 24,https://www.lyngsat.com/tvchannels/ru/Leomax-24.html,,,False,,Rus
817.0,Leomax 24,MPEG-4/SD,217.0,DVB-S2,27500.0,3/4,12284 R,tp ER30,0.0,,,Leomax 24,https://www.lyngsat.com/tvchannels/ru/Leomax-24.html,,,False,,Rus
826.0,Shopping Live,MPEG-4/SD,226.0,DVB-S2,27500.0,3/4,12284 R,tp ER30,0.0,,,Shopping Live,https://www.lyngsat.com/tvchannels/ru/Shopping-Live.html,,,False,,Rus
826.0,Shopping Live,MPEG-4/SD,226.0,DVB-S2,27500.0,3/4,12284 R,tp ER30,0.0,,,Shopping Live,https://www.lyngsat.com/tvchannels/ru/Shopping-Live.html,,,False,,Rus
