SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages
,(feeds),,,DVB-S2,7030.0,1/2,3793 V,tp 4,,,,,,False,,
,(feeds),,,DVB-S,26470.0,5/6,3980 V,tp 14,,,,,,False,,
,(feeds),,,DVB-S,13235.0,3/4,4091 V,tp 20,,,,,,False,,
,(feeds),,,DVB-S2,7500.0,3/4,4194 V,tp 24,,,,,,False,,
1.0,CV Shopping,65535-1MPEG-4/SD,33.0,DVB-S2,1667.0,5/6,3855 V,tp 8,0.0,,,,,False,,Spa
,,,,DVB-S2,17140.0,5/6,3866 V,tp 8,0.0,PowerVu,,,,False,,
,,,,DVB-S2,34286.0,5/6,3940 V,tp 12,0.0,Director,,,,False,,
1.0,Las Estrellas México,HEVC/HD,2001.0,DVB-S2,17140.0,5/6,3866 V,tp 8,0.0,PowerVu,,Las Estrellas México,https://www.lyngsat.com/tvchannels/mx/Las-Estrellas-Mexico.html,False,,Spa
1.0,Las Estrellas México,HEVC/HD,2001.0,DVB-S2,17140.0,5/6,3866 V,tp 8,0.0,PowerVu,,Las Estrellas México,https://www.lyngsat.com/tvchannels/mx/Las-Estrellas-Mexico.html,False,,Spa
1.0,Las Estrellas México,HEVC/HD,2001.0,DVB-S2,34286.0,5/6,3940 V,tp 12,0.0,Director,,Las Estrellas México,https://www.lyngsat.com/tvchannels/mx/Las-Estrellas-Mexico.html,False,,Spa
1.0,Las Estrellas México,HEVC/HD,2001.0,DVB-S2,34286.0,5/6,3940 V,tp 12,0.0,Director,,Las Estrellas México,https://www.lyngsat.com/tvchannels/mx/Las-Estrellas-Mexico.html,False,,Spa
2.0,Canal 5 (Mexico City),HEVC/HD,2002.0,DVB-S2,17140.0,5/6,3866 V,tp 8,0.0,PowerVu,,Canal 5 (Mexico City),https://www.lyngsat.com/tvchannels/mx/Canal-5.html,False,,Spa
2.0,Canal 5 (Mexico City),HEVC/HD,2002.0,DVB-S2,17140.0,5/6,3866 V,tp 8,0.0,PowerVu,,Canal 5 (Mexico City),https://www.lyngsat.com/tvchannels/mx/Canal-5.html,False,,Spa
2.0,Canal 5 (Mexico City),HEVC/HD,2002.0,DVB-S2,34286.0,5/6,3940 V,tp 12,0.0,Director,,Canal 5 (Mexico City),https://www.lyngsat.com/tvchannels/mx/Canal-5.html,False,,Spa
2.0,Canal 5 (Mexico City),HEVC/HD,2002.0,DVB-S2,34286.0,5/6,3940 V,tp 12,0.0,Director,,Canal 5 (Mexico City),https://www.lyngsat.com/tvchannels/mx/Canal-5.html,False,,Spa
3.0,Nu9ve,HEVC/HD,2003.0,DVB-S2,17140.0,5/6,3866 V,tp 8,0.0,PowerVu,,Nu9ve,https://www.lyngsat.com/tvchannels/mx/Nu9ve.html,False,,Spa
3.0,Nu9ve,HEVC/HD,2003.0,DVB-S2,17140.0,5/6,3866 V,tp 8,0.0,PowerVu,,Nu9ve,https://www.lyngsat.com/tvchannels/mx/Nu9ve.html,False,,Spa
3.0,Nu9ve,HEVC/HD,2003.0,DVB-S2,34286.0,5/6,3940 V,tp 12,0.0,Director,,Nu9ve,https://www.lyngsat.com/tvchannels/mx/Nu9ve.html,False,,Spa
3.0,Nu9ve,HEVC/HD,2003.0,DVB-S2,34286.0,5/6,3940 V,tp 12,0.0,Director,,Nu9ve,https://www.lyngsat.com/tvchannels/mx/Nu9ve.html,False,,Spa
4.0,Foro TV (Mexico),HEVC/HD,2004.0,DVB-S2,17140.0,5/6,3866 V,tp 8,0.0,PowerVu,,Foro TV (Mexico),https://www.lyngsat.com/tvchannels/mx/Foro-TV.html,False,,Spa
4.0,Foro TV (Mexico),HEVC/HD,2004.0,DVB-S2,17140.0,5/6,3866 V,tp 8,0.0,PowerVu,,Foro TV (Mexico),https://www.lyngsat.com/tvchannels/mx/Foro-TV.html,False,,Spa
4.0,Foro TV (Mexico),HEVC/HD,2004.0,DVB-S2,17140.0,5/6,3866 V,tp 8,0.0,PowerVu,,Foro TV (Mexico),https://www.lyngsat.com/tvchannels/mx/Foro-TV.html,False,,Spa
4.0,Foro TV (Mexico),HEVC/HD,2004.0,DVB-S2,17140.0,5/6,3866 V,tp 8,0.0,PowerVu,,Foro TV (Mexico),https://www.lyngsat.com/tvchannels/mx/Foro-TV.html,False,,Spa
10.0,Foro TV (Mexico),HEVC/HD,2010.0,DVB-S2,34286.0,5/6,3940 V,tp 12,0.0,Director,,Foro TV (Mexico),https://www.lyngsat.com/tvchannels/mx/Foro-TV.html,False,,Spa
10.0,Foro TV (Mexico),HEVC/HD,2010.0,DVB-S2,34286.0,5/6,3940 V,tp 12,0.0,Director,,Foro TV (Mexico),https://www.lyngsat.com/tvchannels/mx/Foro-TV.html,False,,Spa
10.0,Foro TV (Mexico),HEVC/HD,2010.0,DVB-S2,34286.0,5/6,3940 V,tp 12,0.0,Director,,Foro TV (Mexico),https://www.lyngsat.com/tvchannels/mx/Foro-TV.html,False,,Spa
10.0,Foro TV (Mexico),HEVC/HD,2010.0,DVB-S2,34286.0,5/6,3940 V,tp 12,0.0,Director,,Foro TV (Mexico),https://www.lyngsat.com/tvchannels/mx/Foro-TV.html,False,,Spa
,(Televisa feeds),,,DVB-S,3125.0,7/8,3928 H,tp 11,,,,,,False,,
