SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
,,126-2578,,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,,,,,False,,
14001.0,Iranefarda TV,MPEG-2/SD,1410.0,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,Iranefarda TV,https://www.lyngsat.com/tvchannels/us/Iranefarda-TV.html,,,False,,Per
14001.0,Iranefarda TV,MPEG-2/SD,1410.0,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,Iranefarda TV,https://www.lyngsat.com/tvchannels/us/Iranefarda-TV.html,,,False,,Per
14002.0,News of the World,MPEG-4/HD,1421.0,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,News of the World,https://www.lyngsat.com/tvchannels/us/News-of-the-World.html,,,False,,Eng
13907.0,BBC World Service English Europe,,,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,BBC World Service English Europe,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-English-Europe.html,,,False,,Eng
13907.0,BBC World Service English Europe,,,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,BBC World Service English Europe,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-English-Europe.html,,,False,,Eng
13909.0,BBC World Service English Australasia,,,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,BBC World Service English Australasia,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-English-Australasia.html,,,False,,Eng
13910.0,BBC World Service English News,,,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,BBC World Service English News,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-English-News.html,,,False,,Eng
13916.0,BBC World Service Arabic,,,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,BBC World Service Arabic,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-Arabic.html,,,False,,Ara
13916.0,BBC World Service Arabic,,,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,BBC World Service Arabic,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-Arabic.html,,,False,,Ara
13943.0,BBC World Service Afghanistan,,,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,BBC World Service Afghanistan,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-Afghanistan.html,,,False,,
14000.0,La Radio Plus,,,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,La Radio Plus,https://www.lyngsat.com/radiochannels/fr/La-Radio-Plus.html,,,False,,
14000.0,La Radio Plus,,,DVB-S,27500.0,3/4,10721 V,tp AWW2,49-50,,,La Radio Plus,https://www.lyngsat.com/radiochannels/fr/La-Radio-Plus.html,,,False,,
,(Telstra feeds),,,DVB-S,28800.0,5/6,10762 V,tp AWW4,,,,,,,,False,,
