SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
,(feeds),,,DVB-S2,4400.0,3/4,3726 R,tp EHR2,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,10977 H,tp EUH1,,,,,,,,False,,
,(feeds),,,DVB-S2,7200.0,5/6,11001 H,tp 1,,,,,,,,False,,
,(feeds),,,DVB-S2,14368.0,5/6,11162 H,tp EUH4,,BISS,,,,,,False,,
,(feeds),,,DVB-S2,7200.0,3/4,11536 H,tp EUH6,,,,,,,,False,,
,(feeds),,,DVB-S2,4875.0,3/4,11547 H,tp EUH6,,,,,,,,False,,
,(feeds),,,DVB-S2,7200.0,3/4,11555 H,tp EUH6,,,,,,,,False,,
,(feeds),,,DVB-S2,7000.0,3/4,11573 H,tp EUH6,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,11654 H,tp EUH8,,,,,,,,False,,
,(feeds),,,DVB-S2,7500.0,9/10,11667 H,tp EUH8,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,11675 H,tp EUH8,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,11682 H,tp EUH8,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,11688 H,tp EUH8,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,11694 H,tp EUH8,,,,,,,,False,,
,(feeds),,,DVB-S2,7200.0,3/4,12512 H,tp EUH9,,,,,,,,False,,
,(feeds),,,DVB-S2,7200.0,3/4,12534 H,tp EUH9,,,,,,,,False,,
,(feeds),,,DVB-S2,7000.0,3/4,12545 H,tp EUH9,,,,,,,,False,,
,(feeds),,,DVB-S2,4800.0,3/4,12553 H,tp EUH9,,,,,,,,False,,
,(feeds),,,DVB-S2,4800.0,3/4,12559 H,tp EUH9,,,,,,,,False,,
,(feeds),,,DVB-S2,7200.0,3/4,12577 H,tp EUH10,,,,,,,,False,,
,(feeds),,,DVB-S2,7200.0,3/4,12587 H,tp EUH10,,,,,,,,False,,
,(feeds),,,DVB-S2,4800.0,3/4,12595 H,tp EUH10,,,,,,,,False,,
,(feeds),,,DVB-S2,7200.0,3/4,12605 H,tp EUH10,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,12612 H,tp EUH10,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,12618 H,tp EUH10,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,12625 H,tp EUH10,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,12635 H,tp EUH11,,,,,,,,False,,
,(feeds),,,DVB-S2,2400.0,3/4,12642 H,tp EUH11,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,12650 H,tp EUH11,,,,,,,,False,,
,(feeds),,,DVB-S2,4610.0,3/4,12656 H,tp EUH11,,,,,,,,False,,
101,RTI 1,MPEG-4/HD,1012.0,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,RTI 1,https://www.lyngsat.com/tvchannels/ci/RTI-1.html,,,False,,Fre
101,RTI 1,MPEG-4/HD,1012.0,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,RTI 1,https://www.lyngsat.com/tvchannels/ci/RTI-1.html,,,False,,Fre
102,RTI 2,MPEG-4/HD,1022.0,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,RTI 2,https://www.lyngsat.com/tvchannels/ci/RTI-2.html,,,False,,Fre
102,RTI 2,MPEG-4/HD,1022.0,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,RTI 2,https://www.lyngsat.com/tvchannels/ci/RTI-2.html,,,False,,Fre
103,RTI La 3,MPEG-4/HD,1032.0,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,RTI La 3,https://www.lyngsat.com/tvchannels/ci/RTI-La-3.html,,,False,,Fre
104,La Nouvelle Chaîne Ivorienne,MPEG-4/HD,1042.0,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,La Nouvelle Chaîne Ivorienne,https://www.lyngsat.com/tvchannels/ci/La-Nouvelle-Chaine-Ivorienne.html,,,False,,Fre
104,La Nouvelle Chaîne Ivorienne,MPEG-4/HD,1042.0,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,La Nouvelle Chaîne Ivorienne,https://www.lyngsat.com/tvchannels/ci/La-Nouvelle-Chaine-Ivorienne.html,,,False,,Fre
105,A+ Ivoire,MPEG-4/HD,1052.0,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,A+ Ivoire,https://www.lyngsat.com/tvchannels/fr/A--Ivoire.html,,,False,,Fre
106,Life TV (Ivory Coast),MPEG-4/HD,1062.0,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,Life TV (Ivory Coast),https://www.lyngsat.com/tvchannels/ci/Life-TV.html,,,False,,Fre
107,7 Info,MPEG-4/HD,1072.0,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,7 Info,https://www.lyngsat.com/tvchannels/ci/7-Info.html,,,False,,Fre
8114,Easy TV promo,HEVC/SD,1410.0,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,,,,,False,,Fre
200,Radio Côte d'Ivoire,,,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,Radio Côte d'Ivoire,https://www.lyngsat.com/radiochannels/ci/Radio-Cote-dIvoire.html,,,False,,Fre
200,Radio Côte d'Ivoire,,,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,Radio Côte d'Ivoire,https://www.lyngsat.com/radiochannels/ci/Radio-Cote-dIvoire.html,,,False,,Fre
200,Radio Côte d'Ivoire,,,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,Radio Côte d'Ivoire,https://www.lyngsat.com/radiochannels/ci/Radio-Cote-dIvoire.html,,,False,,Fre
200,Radio Côte d'Ivoire,,,DVB-S2,4400.0,3/4,3749 L,tp EHL2,,,,Radio Côte d'Ivoire,https://www.lyngsat.com/radiochannels/ci/Radio-Cote-dIvoire.html,,,False,,Fre
8453,Radio Côte d'Ivoire,,,DVB-S2,30000.0,3/4,12610 V,tp WAV15,0,,,Radio Côte d'Ivoire,https://www.lyngsat.com/radiochannels/ci/Radio-Cote-dIvoire.html,,,False,,Fre
8453,Radio Côte d'Ivoire,,,DVB-S2,30000.0,3/4,12610 V,tp WAV15,0,,,Radio Côte d'Ivoire,https://www.lyngsat.com/radiochannels/ci/Radio-Cote-dIvoire.html,,,False,,Fre
