SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
,E-Vidya,,,DVB-S2,29500,3/4,10970 V,tp 13,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,10970 V,tp 13,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,10970 V,tp 13,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,10970 V,tp 13,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,10970 V,tp 13,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11010 V,tp 13,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11010 V,tp 13,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11010 V,tp 13,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11010 V,tp 13,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11010 V,tp 13,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11130 V,tp 17,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11130 V,tp 17,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11130 V,tp 17,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11130 V,tp 17,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11130 V,tp 17,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11590 V,tp 22,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
,E-Vidya,,,DVB-S2,29500,3/4,11590 V,tp 22,,,https://www.lyngsat.com/providers/in/E-Vidya.html,,,,,True,E-Vidya,
