SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
,,318-11100,,DVB-S2,30000,3/4,10727 H,tp 111,44-46,"Irdeto,Nagravision,Viaccess",,,,,,False,,
,,,,DVB-S2,29900,5/6,12245 H,tp 77,44-46,,,,,,,False,,
4602,NASA TV UHD,HEVC/UHD,357.0,DVB-S2,30000,3/4,10727 H,tp 111,44-46,,,NASA TV UHD,https://www.lyngsat.com/tvchannels/us/NASA-TV-UHD.html,,,False,,Eng Eng
4603,Travelxp 4K Europe,HEVC/UHD,457.0,DVB-S2,30000,3/4,10727 H,tp 111,44-46,"Irdeto,Nagravision,Viaccess",,Travelxp 4K Europe,https://www.lyngsat.com/tvchannels/in/Travelxp-4K-Europe.html,,,False,,Eng Cze Ger Hun Fre Rus Pol
4604,Museum TV International,HEVC/UHD,6041.0,DVB-S2,30000,3/4,10727 H,tp 111,44-46,"Irdeto,Nagravision,Viaccess",,Museum TV International,https://www.lyngsat.com/tvchannels/fr/Museum-TV-International.html,,,False,,Eng Fre Pol Rus
4605,MyZen TV 4K,HEVC/UHD,6501.0,DVB-S2,30000,3/4,10727 H,tp 111,44-46,"Irdeto,Nagravision,Viaccess",,MyZen TV 4K,https://www.lyngsat.com/tvchannels/fr/MyZen-TV-4K.html,,,False,,Spa Eng Fre Rus Tur Pol
,SNRT,176-11800,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,https://www.lyngsat.com/providers/ma/SNRT.html,,,,,True,SNRT,
1,Al Maghribia,MPEG-4/HD,308.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Al Maghribia,https://www.lyngsat.com/tvchannels/ma/Al-Maghribia.html,,,False,SNRT,Ara
1,Al Maghribia,MPEG-4/HD,308.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Al Maghribia,https://www.lyngsat.com/tvchannels/ma/Al-Maghribia.html,,,False,SNRT,Ara
2,Laayoune TV,MPEG-4/HD,35.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Laayoune TV,https://www.lyngsat.com/tvchannels/ma/Laayoune-TV.html,,,False,SNRT,Ara
2,Laayoune TV,MPEG-4/HD,35.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Laayoune TV,https://www.lyngsat.com/tvchannels/ma/Laayoune-TV.html,,,False,SNRT,Ara
3,Al Aoula Inter,MPEG-4/HD,1001.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Al Aoula Inter,https://www.lyngsat.com/tvchannels/ma/Al-Aoula-Inter.html,,,False,SNRT,Ara
3,Al Aoula Inter,MPEG-4/HD,1001.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Al Aoula Inter,https://www.lyngsat.com/tvchannels/ma/Al-Aoula-Inter.html,,,False,SNRT,Ara
5,Al Aoula Inter,MPEG-2/SD,1026.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Al Aoula Inter,https://www.lyngsat.com/tvchannels/ma/Al-Aoula-Inter.html,,,False,SNRT,Ara
5,Al Aoula Inter,MPEG-2/SD,1026.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Al Aoula Inter,https://www.lyngsat.com/tvchannels/ma/Al-Aoula-Inter.html,,,False,SNRT,Ara
4,Athaqafia,MPEG-4/HD,46.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Athaqafia,https://www.lyngsat.com/tvchannels/ma/Athaqafia.html,,,False,SNRT,Ara
4,Athaqafia,MPEG-4/HD,46.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Athaqafia,https://www.lyngsat.com/tvchannels/ma/Athaqafia.html,,,False,SNRT,Ara
6,Assadissa,MPEG-4/HD,1537.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Assadissa,https://www.lyngsat.com/tvchannels/ma/Assadissa.html,,,False,SNRT,Ara
6,Assadissa,MPEG-4/HD,1537.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Assadissa,https://www.lyngsat.com/tvchannels/ma/Assadissa.html,,,False,SNRT,Ara
10,Arryadia,MPEG-4/HD,2562.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Arryadia,https://www.lyngsat.com/tvchannels/ma/Arryadia.html,,,False,SNRT,Ara
10,Arryadia,MPEG-4/HD,2562.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Arryadia,https://www.lyngsat.com/tvchannels/ma/Arryadia.html,,,False,SNRT,Ara
241,Tamazight,MPEG-4/HD,3841.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Tamazight,https://www.lyngsat.com/tvchannels/ma/Tamazight.html,,,False,SNRT,Ber
241,Tamazight,MPEG-4/HD,3841.0,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Tamazight,https://www.lyngsat.com/tvchannels/ma/Tamazight.html,,,False,SNRT,Ber
11,Idaa al Watania,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Idaa al Watania,https://www.lyngsat.com/radiochannels/ma/Idaa-al-Watania.html,,,False,SNRT,Ara
11,Idaa al Watania,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Idaa al Watania,https://www.lyngsat.com/radiochannels/ma/Idaa-al-Watania.html,,,False,SNRT,Ara
12,Sud Radio,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Sud Radio,https://www.lyngsat.com/radiochannels/eh/Sud-Radio.html,,,False,SNRT,
14,Chaîne Inter,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Chaîne Inter,https://www.lyngsat.com/radiochannels/ma/Chaine-Inter.html,,,False,SNRT,
14,Chaîne Inter,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Chaîne Inter,https://www.lyngsat.com/radiochannels/ma/Chaine-Inter.html,,,False,SNRT,
15,Idaa al Amazighia,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Idaa al Amazighia,https://www.lyngsat.com/radiochannels/ma/Idaa-al-Amazighia.html,,,False,SNRT,Ara
15,Idaa al Amazighia,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Idaa al Amazighia,https://www.lyngsat.com/radiochannels/ma/Idaa-al-Amazighia.html,,,False,SNRT,Ara
16,Idaa Mohammed Assadiss,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Idaa Mohammed Assadiss,https://www.lyngsat.com/radiochannels/ma/Idaa-Mohammed-Assadiss.html,,,False,SNRT,Ara
16,Idaa Mohammed Assadiss,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Idaa Mohammed Assadiss,https://www.lyngsat.com/radiochannels/ma/Idaa-Mohammed-Assadiss.html,,,False,SNRT,Ara
50,Radio Agadir,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Agadir,https://www.lyngsat.com/radiochannels/ma/Radio-Agadir.html,,,False,SNRT,
50,Radio Agadir,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Agadir,https://www.lyngsat.com/radiochannels/ma/Radio-Agadir.html,,,False,SNRT,
53,Radio Oujda,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Oujda,https://www.lyngsat.com/radiochannels/ma/Radio-Oujda.html,,,False,SNRT,
53,Radio Oujda,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Oujda,https://www.lyngsat.com/radiochannels/ma/Radio-Oujda.html,,,False,SNRT,
54,Radio Casablanca,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Casablanca,https://www.lyngsat.com/radiochannels/ma/Radio-Casablanca.html,,,False,SNRT,
54,Radio Casablanca,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Casablanca,https://www.lyngsat.com/radiochannels/ma/Radio-Casablanca.html,,,False,SNRT,
60,Radio Houceima,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Houceima,https://www.lyngsat.com/radiochannels/ma/Radio-Houceima.html,,,False,SNRT,
60,Radio Houceima,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Houceima,https://www.lyngsat.com/radiochannels/ma/Radio-Houceima.html,,,False,SNRT,
70,Radio Tétouan,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Tétouan,https://www.lyngsat.com/radiochannels/ma/Radio-Tetouan.html,,,False,SNRT,
70,Radio Tétouan,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Tétouan,https://www.lyngsat.com/radiochannels/ma/Radio-Tetouan.html,,,False,SNRT,
80,Radio Meknes,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Meknes,https://www.lyngsat.com/radiochannels/ma/Radio-Meknes.html,,,False,SNRT,
80,Radio Meknes,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Meknes,https://www.lyngsat.com/radiochannels/ma/Radio-Meknes.html,,,False,SNRT,
90,Radio Laayoune,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Laayoune,https://www.lyngsat.com/radiochannels/ma/Radio-Laayoune.html,,,False,SNRT,
90,Radio Laayoune,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Laayoune,https://www.lyngsat.com/radiochannels/ma/Radio-Laayoune.html,,,False,SNRT,
91,Radio Dakhla,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Dakhla,https://www.lyngsat.com/radiochannels/ma/Radio-Dakhla.html,,,False,SNRT,
91,Radio Dakhla,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Dakhla,https://www.lyngsat.com/radiochannels/ma/Radio-Dakhla.html,,,False,SNRT,
177,Radio Tanger,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Tanger,https://www.lyngsat.com/radiochannels/ma/Radio-Tanger.html,,,False,SNRT,
177,Radio Tanger,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Tanger,https://www.lyngsat.com/radiochannels/ma/Radio-Tanger.html,,,False,SNRT,
178,Radio Fes,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Fes,https://www.lyngsat.com/radiochannels/ma/Radio-Fes.html,,,False,SNRT,
178,Radio Fes,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Fes,https://www.lyngsat.com/radiochannels/ma/Radio-Fes.html,,,False,SNRT,
179,Radio Marrakech,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Marrakech,https://www.lyngsat.com/radiochannels/ma/Radio-Marrakech.html,,,False,SNRT,
179,Radio Marrakech,,,DVB-S2,27500,3/4,10873 V,tp 118,44-46,,,Radio Marrakech,https://www.lyngsat.com/radiochannels/ma/Radio-Marrakech.html,,,False,SNRT,
136,Kabelio Infokanal,MPEG-4/HD,1361.0,DVB-S2,30000,3/4,11096 H,tp 129,44-46,,,Kabelio Infokanal,https://www.lyngsat.com/tvchannels/ch/Kabelio-Infokanal.html,,,False,SNRT,Ger
,Warner Bros. Discovery,318-300,,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-300,,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-300,,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-300,,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-700,,DVB-S2,27500,3/4,11334 H,tp 7,44-46,"Irdeto,Viaccess,Videoguard,Verimatrix",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-700,,DVB-S2,27500,3/4,11334 H,tp 7,44-46,"Irdeto,Viaccess,Videoguard,Verimatrix",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-700,,DVB-S2,27500,3/4,11334 H,tp 7,44-46,"Irdeto,Viaccess,Videoguard,Verimatrix",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-700,,DVB-S2,27500,3/4,11334 H,tp 7,44-46,"Irdeto,Viaccess,Videoguard,Verimatrix",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-1000,,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-1000,,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-1000,,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-1000,,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-1600,,DVB-S2,27500,3/4,11508 V,tp 16,44-46,"Conax,Irdeto,Nagravision,Viaccess",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-1600,,DVB-S2,27500,3/4,11508 V,tp 16,44-46,"Conax,Irdeto,Nagravision,Viaccess",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-1600,,DVB-S2,27500,3/4,11508 V,tp 16,44-46,"Conax,Irdeto,Nagravision,Viaccess",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
,Warner Bros. Discovery,318-1600,,DVB-S2,27500,3/4,11508 V,tp 16,44-46,"Conax,Irdeto,Nagravision,Viaccess",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,
15201,Real Time Italia,MPEG-4/HD,501.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Nagravision,Videoguard",,Real Time Italia,https://www.lyngsat.com/tvchannels/us/Real-Time-Italia.html,,,False,Warner Bros. Discovery,Ita Eng
15202,DMAX Italia,MPEG-4/HD,502.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Nagravision,Videoguard",,DMAX Italia,https://www.lyngsat.com/tvchannels/us/DMAX-Italia.html,,,False,Warner Bros. Discovery,Ita Eng
15203,Food Network Italia,MPEG-4/HD,503.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Nagravision,Videoguard",,Food Network Italia,https://www.lyngsat.com/tvchannels/us/Food-Network-Italia.html,,,False,Warner Bros. Discovery,Ita Eng
15204,K2,MPEG-4/SD,504.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Nagravision,Videoguard",,K2,https://www.lyngsat.com/tvchannels/it/K2.html,,,False,Warner Bros. Discovery,Ita Eng
15205,Frisbee,MPEG-4/SD,505.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Nagravision,Videoguard",,Frisbee,https://www.lyngsat.com/tvchannels/it/Frisbee.html,,,False,Warner Bros. Discovery,Ita Eng
15206,Animal Planet Polska,MPEG-4/HD,506.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess",,Animal Planet Polska,https://www.lyngsat.com/tvchannels/us/Animal-Planet-Polska.html,,,False,Warner Bros. Discovery,Pol Eng
15207,Eurosport 1 Polska,MPEG-4/HD,507.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess",,Eurosport 1 Polska,https://www.lyngsat.com/tvchannels/fr/Eurosport-1-Polska.html,,,False,Warner Bros. Discovery,Pol Qaa
15208,Eurosport 2 Polska,MPEG-4/HD,508.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess",,Eurosport 2 Polska,https://www.lyngsat.com/tvchannels/fr/Eurosport-2-Polska.html,,,False,Warner Bros. Discovery,Pol Qaa
15209,Investigation Discovery Polska,MPEG-4/HD,509.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess",,Investigation Discovery Polska,https://www.lyngsat.com/tvchannels/us/Investigation-Discovery-Polska.html,,,False,Warner Bros. Discovery,Pol Pol Eng
15210,Discovery Science Polska,MPEG-4/HD,510.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess",,Discovery Science Polska,https://www.lyngsat.com/tvchannels/us/Discovery-Science-Polska.html,,,False,Warner Bros. Discovery,Pol Eng
15211,DTX Polska,MPEG-4/HD,511.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess",,DTX Polska,https://www.lyngsat.com/tvchannels/us/DTX-Polska.html,,,False,Warner Bros. Discovery,Pol Eng
15212,Warner TV Italia,MPEG-4/HD,512.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Nagravision",,Warner TV Italia,https://www.lyngsat.com/tvchannels/us/Warner-TV-Italia.html,,,False,Warner Bros. Discovery,Ita Qaa
15213,CNN International Europe,MPEG-4/HD,513.0,DVB-S2,27500,3/4,11258 H,tp 3,44-46,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",,CNN International Europe,https://www.lyngsat.com/tvchannels/us/CNN-International-Europe.html,,,False,Warner Bros. Discovery,Eng Eng
,STN,318-500,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,https://www.lyngsat.com/providers/si/STN.html,,,,,True,STN,
,STN,318-500,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,https://www.lyngsat.com/providers/si/STN.html,,,,,True,STN,
,STN,318-9000,,DVB-S2,27500,3/5,12520 V,tp 90,44-46,,https://www.lyngsat.com/providers/si/STN.html,,,,,True,STN,
,STN,318-9000,,DVB-S2,27500,3/5,12520 V,tp 90,44-46,,https://www.lyngsat.com/providers/si/STN.html,,,,,True,STN,
2201,Aryen TV,MPEG-4/HD,2001.0,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Aryen TV,https://www.lyngsat.com/tvchannels/se/Aryen-TV.html,,,False,STN,Kur
2202,CBC (Azerbaijan),MPEG-4/SD,2002.0,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,CBC (Azerbaijan),https://www.lyngsat.com/tvchannels/az/CBC.html,,,False,STN,Aze
2202,CBC (Azerbaijan),MPEG-4/SD,2002.0,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,CBC (Azerbaijan),https://www.lyngsat.com/tvchannels/az/CBC.html,,,False,STN,Aze
2204,Yemen TV,MPEG-2/SD,2004.0,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Yemen TV,https://www.lyngsat.com/tvchannels/ye/Yemen-TV.html,,,False,STN,Ara
2204,Yemen TV,MPEG-2/SD,2004.0,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Yemen TV,https://www.lyngsat.com/tvchannels/ye/Yemen-TV.html,,,False,STN,Ara
2214,Medya Haber,MPEG-4/HD,2014.0,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Medya Haber,https://www.lyngsat.com/tvchannels/tr/Medya-Haber.html,,,False,STN,Tur
2214,Medya Haber,MPEG-4/HD,2014.0,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Medya Haber,https://www.lyngsat.com/tvchannels/tr/Medya-Haber.html,,,False,STN,Tur
2216,Kentron TV International,MPEG-2/SD,2016.0,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Kentron TV International,https://www.lyngsat.com/tvchannels/am/Kentron-TV-International.html,,,False,STN,Arm
1540,Rûdaw Radio,,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Rûdaw Radio,https://www.lyngsat.com/radiochannels/iq/Rudaw-Radio.html,,,False,STN,Kur
1540,Rûdaw Radio,,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Rûdaw Radio,https://www.lyngsat.com/radiochannels/iq/Rudaw-Radio.html,,,False,STN,Kur
1550,Radio Sana'a,,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Radio Sana'a,https://www.lyngsat.com/radiochannels/ye/Radio-Sanaa.html,,,False,STN,Ara
1550,Radio Sana'a,,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Radio Sana'a,https://www.lyngsat.com/radiochannels/ye/Radio-Sanaa.html,,,False,STN,Ara
2226,Radio Novaya Zhizn,,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Radio Novaya Zhizn,https://www.lyngsat.com/radiochannels/ru/Radio-Novaya-Zhizn.html,,,False,STN,Rus
2226,Radio Novaya Zhizn,,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Radio Novaya Zhizn,https://www.lyngsat.com/radiochannels/ru/Radio-Novaya-Zhizn.html,,,False,STN,Rus
2227,Dengê Gel,,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Dengê Gel,https://www.lyngsat.com/radiochannels/be/Denge-Gel.html,,,False,STN,Kur
2227,Dengê Gel,,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Dengê Gel,https://www.lyngsat.com/radiochannels/be/Denge-Gel.html,,,False,STN,Kur
2228,Radio 2000 (Israel),,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Radio 2000 (Israel),https://www.lyngsat.com/radiochannels/il/Radio-2000.html,,,False,STN,Heb
2228,Radio 2000 (Israel),,,DVB-S,27500,5/6,11296 H,tp 5,44-46,,,Radio 2000 (Israel),https://www.lyngsat.com/radiochannels/il/Radio-2000.html,,,False,STN,Heb
701*,Eurosport 1,MPEG-4/HD,501.0,DVB-S2,27500,3/4,11334 H,tp 7,44-46,"Irdeto,Viaccess,Videoguard,Verimatrix",,Eurosport 1,https://www.lyngsat.com/tvchannels/fr/Eurosport-1.html,,,False,STN,Qaa Eng Ger Fre Ita Tur Spa Por Dut Pol Rus Rum Gre Hun Cze Srp Bul
702*,Eurosport 2,MPEG-4/HD,502.0,DVB-S2,27500,3/4,11334 H,tp 7,44-46,"Irdeto,Viaccess,Videoguard",,Eurosport 2,https://www.lyngsat.com/tvchannels/fr/Eurosport-2.html,,,False,STN,Qaa Eng Ger Fre Ita Tur Spa Por Dut Pol Rus Rum Gre Hun Cze Srp Bul
4317,Discovery Channel Polska,MPEG-4/HD,518.0,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Irdeto,Nagravision,Viaccess",,Discovery Channel Polska,https://www.lyngsat.com/tvchannels/us/Discovery-Channel-Polska.html,,,False,STN,Pol Eng
4318,TLC Polska,MPEG-4/HD,519.0,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Irdeto,Nagravision,Viaccess",,TLC Polska,https://www.lyngsat.com/tvchannels/us/TLC-Polska.html,,,False,STN,Pol Eng
4319,Discovery Historia,MPEG-4/SD,520.0,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Irdeto,Nagravision,Viaccess",,Discovery Historia,https://www.lyngsat.com/tvchannels/us/Discovery-Historia.html,,,False,STN,Pol
4320,Discovery Life Polska,MPEG-4/HD,521.0,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Irdeto,Nagravision,Viaccess",,Discovery Life Polska,https://www.lyngsat.com/tvchannels/us/Discovery-Life-Polska.html,,,False,STN,Pol Eng
4321,Motor Trend,MPEG-4/HD,522.0,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Nagravision,Videoguard",,Motor Trend,https://www.lyngsat.com/tvchannels/it/Motor-Trend.html,,,False,STN,Ita Eng
4322,Giallo,MPEG-4/HD,523.0,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Nagravision,Videoguard",,Giallo,https://www.lyngsat.com/tvchannels/it/Giallo.html,,,False,STN,Ita Eng
4323,Nove,MPEG-4/HD,524.0,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Nagravision,Videoguard",,Nove,https://www.lyngsat.com/tvchannels/it/Nove.html,,,False,STN,Ita Eng
4324,Cartoonito Polska,MPEG-4/HD,525.0,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Irdeto,Nagravision,Viaccess",,Cartoonito Polska,https://www.lyngsat.com/tvchannels/us/Cartoonito-Polska.html,,,False,STN,Pol Eng
4330,TVN 24 BiS,MPEG-4/HD,531.0,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Irdeto,Nagravision,Viaccess",,TVN 24 BiS,https://www.lyngsat.com/tvchannels/pl/TVN-24-BiS.html,,,False,STN,Pol Qaa
4331,HGTV Polska,MPEG-4/HD,532.0,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Irdeto,Nagravision,Viaccess",,HGTV Polska,https://www.lyngsat.com/tvchannels/us/HGTV-Polska.html,,,False,STN,Pol Qaa
4334,HGTV Italia,MPEG-4/HD,535.0,DVB-S2,27500,3/4,11393 V,tp 10,44-46,"Conax,Nagravision,Videoguard",,HGTV Italia,https://www.lyngsat.com/tvchannels/us/HGTV-Italia.html,,,False,STN,Ita Eng
