SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages
,Doordarshan,1-1,,DVB-S2,4400.0,5/6,3777 H,,,,https://www.lyngsat.com/providers/in/Doordarshan.html,,,True,Doordarshan,
,Doordarshan,1-1,,DVB-S2,4400.0,5/6,3777 H,,,,https://www.lyngsat.com/providers/in/Doordarshan.html,,,True,Doordarshan,
,Doordarshan,,,DVB-S2,2000.0,3/4,3782 H,,,BISS,https://www.lyngsat.com/providers/in/Doordarshan.html,,,True,Doordarshan,
,Doordarshan,,,DVB-S2,2000.0,3/4,3782 H,,,BISS,https://www.lyngsat.com/providers/in/Doordarshan.html,,,True,Doordarshan,
5.0,DD Sports,MPEG-4/SD,501.0,DVB-S2,4400.0,5/6,3777 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan,Hin
5.0,DD Sports,MPEG-4/SD,501.0,DVB-S2,4400.0,5/6,3777 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan,Hin
5.0,DD Sports,MPEG-4/SD,501.0,DVB-S2,4400.0,5/6,3777 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan,Hin
6.0,DD Sports,MPEG-4/HD,601.0,DVB-S2,4400.0,5/6,3777 H,,,,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan,Hin
6.0,DD Sports,MPEG-4/HD,601.0,DVB-S2,4400.0,5/6,3777 H,,,,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan,Hin
6.0,DD Sports,MPEG-4/HD,601.0,DVB-S2,4400.0,5/6,3777 H,,,,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan,Hin
4.0,DD Sports,MPEG-4/SD,104.0,DVB-S2,2000.0,3/4,3782 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan,Hin
4.0,DD Sports,MPEG-4/SD,104.0,DVB-S2,2000.0,3/4,3782 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan,Hin
4.0,DD Sports,MPEG-4/SD,104.0,DVB-S2,2000.0,3/4,3782 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html,False,Doordarshan,Hin
7.0,DD Kisan,MPEG-4/SD,701.0,DVB-S2,4400.0,5/6,3777 H,,,,,DD Kisan,https://www.lyngsat.com/tvchannels/in/DD-Kisan.html,False,Doordarshan,
7.0,DD Kisan,MPEG-4/SD,701.0,DVB-S2,4400.0,5/6,3777 H,,,,,DD Kisan,https://www.lyngsat.com/tvchannels/in/DD-Kisan.html,False,Doordarshan,
3.0,[DD Bharati test card],MPEG-4/SD,103.0,DVB-S2,2000.0,3/4,3782 H,,,,,,,False,Doordarshan,Hin
,AIR,,,DVB-S2,1000.0,3/4,3875 H,,,,https://www.lyngsat.com/providers/in/AIR.html,,,True,AIR,
