SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
,EClutch,366-7,,DVB-S2,30000.0,3/5,10721 H,tp A1,44-46,Conax,https://www.lyngsat.com/providers/--/EClutch.html,,,,,True,EClutch,
1001,Ginx TV International,MPEG-4/HD,1011.0,DVB-S2,30000.0,3/5,10721 H,tp A1,44-46,Conax,,Ginx TV International,https://www.lyngsat.com/tvchannels/uk/Ginx-TV-International.html,,,False,EClutch,Eng
1002,Bigg TV,MPEG-4/HD,1021.0,DVB-S2,30000.0,3/5,10721 H,tp A1,44-46,Conax,,Bigg TV,https://www.lyngsat.com/tvchannels/fr/Bigg-TV.html,,,False,EClutch,Eng
1004,ESR 24x7 Esports Network,MPEG-4/HD,1041.0,DVB-S2,30000.0,3/5,10721 H,tp A1,44-46,Conax,,ESR 24x7 Esports Network,https://www.lyngsat.com/tvchannels/us/ESR-24x7-Esports-Network.html,,,False,EClutch,Eng
1000,RTK 1 Sat,MPEG-4/SD,1001.0,DVB-S2,30000.0,3/5,10762 H,tp A3,44-46,,,RTK 1 Sat,https://www.lyngsat.com/tvchannels/rs/RTK-1-Sat.html,,,False,EClutch,Alb
1520,Top News,MPEG-4/HD,1521.0,DVB-S2,30000.0,3/5,10762 H,tp A3,44-46,,,Top News,https://www.lyngsat.com/tvchannels/al/Top-News.html,,,False,EClutch,Alb
1520,Top News,MPEG-4/HD,1521.0,DVB-S2,30000.0,3/5,10762 H,tp A3,44-46,,,Top News,https://www.lyngsat.com/tvchannels/al/Top-News.html,,,False,EClutch,Alb
1800,Top Albania Radio,,,DVB-S2,30000.0,3/5,10762 H,tp A3,44-46,,,Top Albania Radio,https://www.lyngsat.com/radiochannels/al/Top-Albania-Radio.html,,,False,EClutch,Alb
1800,Top Albania Radio,,,DVB-S2,30000.0,3/5,10762 H,tp A3,44-46,,,Top Albania Radio,https://www.lyngsat.com/radiochannels/al/Top-Albania-Radio.html,,,False,EClutch,Alb
1820,Top Gold Radio,,,DVB-S2,30000.0,3/5,10762 H,tp A3,44-46,,,Top Gold Radio,https://www.lyngsat.com/radiochannels/al/Top-Gold-Radio.html,,,False,EClutch,Alb
