SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
,(feeds),,,DVB-S2,7457.0,2/3,12276 V,,,,,,,,,False,,
,(feeds),,,DVB-S2,7457.0,2/3,12306 V,tp 13,,,,,,,,False,,
,(feeds),,,DVB-S,14910.0,3/4,12319 V,tp 13,,,,,,,,False,,
,(feeds),,,DVB-S2,7457.0,2/3,12336 V,tp 13,,,,,,,,False,,
,(feeds),,,DVB-S2,7457.0,2/3,12394 V,tp 14,,,,,,,,False,,
,(feeds),,,DVB-S2,7457.0,2/3,12403 V,tp 14,,,,,,,,False,,
,(feeds),,,DVB-S2,9365.0,3/5,12546 H,tp 5,,,,,,,,False,,
1.0,NHK Educational TV,?-?MPEG-4/HD,133.0,DVB-S2,7458.0,2/3,12363 V,tp 14,0.0,BISS,,,,,,False,,Jpn
1.0,NHK General TV,?-?MPEG-4/HD,133.0,DVB-S2,7458.0,1/2,12385 V,tp 14,0.0,,,,,,,False,,Jpn
1.0,Medekiku TV (Tue/Thu/Sat 12.00-22.30),1-1MPEG-2/SD,164.0,DVB-S,3515.0,3/4,12558 V,tp 19,0.0,,,,,,,False,,Jpn
,,,,,,,,,,,,DVB-S216APSK74582/3,BISS,,,False,,
,,,,,,,,,,,,DVB-S2QPSK74581/2,,,,False,,
,,,,,,,,,,,,DVB-S35153/4,,,,False,,
