Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3760 HGlobal,DVB-S28PSK297005/6,,Encompass,,0-1,,9.4,ConaxIrdeto,C Sutton240309,DVB-S2,29700,5/6,3760 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
3760 HGlobal,DVB-S28PSK297005/6,,Encompass,,0-1,,9.4,ConaxIrdeto,C Sutton240309,DVB-S2,29700,5/6,3760 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
3760 HGlobal,DVB-S28PSK297005/6,,Encompass,,0-1,,9.4,ConaxIrdeto,C Sutton240309,DVB-S2,29700,5/6,3760 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
3760 HGlobal,DVB-S28PSK297005/6,,Encompass,,0-1,,9.4,ConaxIrdeto,C Sutton240309,DVB-S2,29700,5/6,3760 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
3960 HGlobal,DVB-S28PSK297003/5,,Encompass,,11-1,,5.5,IrdetoPowerVu,Albert I240402,DVB-S2,29700,3/5,3960 H,,,"Irdeto,PowerVu",https://www.lyngsat.com/providers/us/Encompass.html,,
3960 HGlobal,DVB-S28PSK297003/5,,Encompass,,11-1,,5.5,IrdetoPowerVu,Albert I240402,DVB-S2,29700,3/5,3960 H,,,"Irdeto,PowerVu",https://www.lyngsat.com/providers/us/Encompass.html,,
3960 HGlobal,DVB-S28PSK297003/5,,Encompass,,11-1,,5.5,IrdetoPowerVu,Albert I240402,DVB-S2,29700,3/5,3960 H,,,"Irdeto,PowerVu",https://www.lyngsat.com/providers/us/Encompass.html,,
3960 HGlobal,DVB-S28PSK297003/5,,Encompass,,11-1,,5.5,IrdetoPowerVu,Albert I240402,DVB-S2,29700,3/5,3960 H,,,"Irdeto,PowerVu",https://www.lyngsat.com/providers/us/Encompass.html,,
4000 HGlobal,DVB-S28PSK297003/5,,Encompass,,2-8,,5.5,ConaxIrdeto,Albert I240402,DVB-S2,29700,3/5,4000 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
4000 HGlobal,DVB-S28PSK297003/5,,Encompass,,2-8,,5.5,ConaxIrdeto,Albert I240402,DVB-S2,29700,3/5,4000 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
4000 HGlobal,DVB-S28PSK297003/5,,Encompass,,2-8,,5.5,ConaxIrdeto,Albert I240402,DVB-S2,29700,3/5,4000 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
4000 HGlobal,DVB-S28PSK297003/5,,Encompass,,2-8,,5.5,ConaxIrdeto,Albert I240402,DVB-S2,29700,3/5,4000 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
4040 HGlobal,DVB-S28PSK297003/5,,Encompass,,,,5.5,ConaxIrdeto,C Sutton240309,DVB-S2,29700,3/5,4040 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
4040 HGlobal,DVB-S28PSK297003/5,,Encompass,,,,5.5,ConaxIrdeto,C Sutton240309,DVB-S2,29700,3/5,4040 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
4040 HGlobal,DVB-S28PSK297003/5,,Encompass,,,,5.5,ConaxIrdeto,C Sutton240309,DVB-S2,29700,3/5,4040 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
4040 HGlobal,DVB-S28PSK297003/5,,Encompass,,,,5.5,ConaxIrdeto,C Sutton240309,DVB-S2,29700,3/5,4040 H,,,"Conax,Irdeto",https://www.lyngsat.com/providers/us/Encompass.html,,
3760 HGlobal,DVB-S28PSK297005/6,1,(feeds),,,3080,2560,Irdeto,,DVB-S2,29700,5/6,3760 H,,,Irdeto,,,
