Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3712 Vtp 1CAmericas & Europe,DVB-S250002/3,,(feeds),,,,,,Stanley_cassidy200309,DVB-S2,5000,2/3,3712 V,tp 1C,,,,,
3721 Vtp 1CAmericas & Europe,DVB-S271203/4,,(feeds),,,,,,Stanley_cassidy200723,DVB-S2,7120,3/4,3721 V,tp 1C,,,,,
3730 Vtp 1CAmericas & Europe,DVB-S244203/4,,(feeds),,,,,,Stanley_cassidy200723,DVB-S2,4420,3/4,3730 V,tp 1C,,,,,
3739 Htp 2CAmericas & Europe0,DVB-S28PSK300003/4,10,(feeds),,,1001,1002,,,DVB-S2,30000,3/4,3739 H,tp 2C,0,,,,
3739 Htp 2CAmericas & Europe0,DVB-S28PSK300003/4,500,(feeds),,,5001,5002,,,DVB-S2,30000,3/4,3739 H,tp 2C,0,,,,
3758 Htp 2CAmericas & Europe,DVB-S275002/3,,(feeds),,,,,,Jonali220328,DVB-S2,7500,2/3,3758 H,tp 2C,,,,,
3768 Htp 2CAmericas & Europe,DVB-S275002/3,,(feeds),,,,,,Jonali220328,DVB-S2,7500,2/3,3768 H,tp 2C,,,,,
3777 Vtp 1CAmericas & Europe,DVB-S275003/4,,(feeds),,,,,,Stanley_cassidy200301,DVB-S2,7500,3/4,3777 V,tp 1C,,,,,
3810 Vtp 3CAmericas & Europe,DVB-S22001/2,,(feeds),,,,,,Jonali230330,DVB-S,2200,1/2,3810 V,tp 3C,,,,,
3822 Vtp 3CAmericas & Europe,DVB-S28002/3,,(feeds),,,,,,Jonali230331,DVB-S,2800,2/3,3822 V,tp 3C,,,,,
3959 Htp 12CAmericas & Europe,DVB-S28PSK37503/4,,(feeds),,,,,,DX Bozóth200611,DVB-S2,3750,3/4,3959 H,tp 12C,,,,,
3969 Htp 12CAmericas & Europe0,DVB-S28PSK75003/4,104,(feeds),,,145,146,,,DVB-S2,7500,3/4,3969 H,tp 12C,0,,,,
3979 Htp 12CAmericas & Europe,DVB-S275003/4,,(feeds),,,,,,Stanley_cassidy200723,DVB-S2,7500,3/4,3979 H,tp 12C,,,,,
3988 Htp 12CAmericas & Europe,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy200216,DVB-S2,7200,3/4,3988 H,tp 12C,,,,,
4041 Vtp 15CAmericas & Europe,DVB-S28PSK72003/4,,(feeds),,,,,,Jonali230827,DVB-S2,7200,3/4,4041 V,tp 15C,,,,,
4050 Vtp 15CAmericas & Europe,DVB-S28PSK72003/4,,(feeds),,,,,,Jonali230827,DVB-S2,7200,3/4,4050 V,tp 15C,,,,,
4060 Vtp 15CAmericas & Europe,DVB-S28PSK72003/4,,(feeds),,,,,,Jonali230917,DVB-S2,7200,3/4,4060 V,tp 15C,,,,,
4069 Vtp 15CAmericas & Europe,DVB-S28PSK75002/3,,(feeds),,,,,,DX Bozóth240202,DVB-S2,7500,2/3,4069 V,tp 15C,,,,,
4132 Vtp 19CAmericas & Europe,DVB-S29612/3,,(feeds),,,,,,Jonali201212,DVB-S,2961,2/3,4132 V,tp 19C,,,,,
4139 Vtp 19CAmericas & Europe0,DVB-S28PSK100003/4,300,(feeds),,,300,301,,,DVB-S2,10000,3/4,4139 V,tp 19C,0,,,,
4149 Htp 20CAmericas & Europe,DVB-S2QPSK72302/5,,(feeds),,,,,,DX Bozóth240202,DVB-S2,7230,2/5,4149 H,tp 20C,,,,,
4151 Vtp 19CAmericas & Europe,DVB-S28PSK72003/4,,(feeds),,,,,,Jonali210508,DVB-S2,7200,3/4,4151 V,tp 19C,,,,,
3739 Htp 2CAmericas & Europe0,DVB-S28PSK300003/4,,,,,,7.9,,DX Bozóth240308,DVB-S2,30000,3/4,3739 H,tp 2C,0,,,,
3797 Htp 4CAmericas & Europe0,DVB-S28PSK33305/6,,,,3-?,,9.4,PowerVu,Mike 4230428,DVB-S2,3330,5/6,3797 H,tp 4C,0,PowerVu,,,
3810 Htp 4CAmericas & Europe0,DVB-S28PSK175005/6,,,,,,9.4,Digicipher,N Stanislav231119,DVB-S2,17500,5/6,3810 H,tp 4C,0,Digicipher,,,
