Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,,TRBNA,,,,1.0,BISS,N Stanislav231005,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,BISS,https://www.lyngsat.com/providers/am/TRBNA.html,,
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,1,Armenia 1 TV,,MPEG-4/SD,1100,1101 Arm,BISS,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,BISS,,Armenia 1 TV,https://www.lyngsat.com/tvchannels/am/Armenia-1-TV.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,2,Shoghakat TV,,MPEG-4/SD,1200,1201 Arm,BISS,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,BISS,,Shoghakat TV,https://www.lyngsat.com/tvchannels/am/Shoghakat-TV.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,3,Armenia TV Satellite,,MPEG-4/SD,1300,1301 Arm,BISS,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,BISS,,Armenia TV Satellite,https://www.lyngsat.com/tvchannels/am/Armenia-TV-Satellite.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,4,Shant TV,,MPEG-4/SD,1400,1401 Arm,BISS,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,BISS,,Shant TV,https://www.lyngsat.com/tvchannels/am/Shant-TV.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,5,H2,,MPEG-4/SD,1500,1501 Arm,BISS,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,BISS,,H2,https://www.lyngsat.com/tvchannels/am/H2.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,6,Kentron TV,,MPEG-4/SD,1600,1601 Arm,BISS,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,BISS,,Kentron TV,https://www.lyngsat.com/tvchannels/am/Kentron-TV.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,7,Fast Sports (Armenia),,MPEG-4/SD,1700,1701 Arm,BISS,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,BISS,,Fast Sports (Armenia),https://www.lyngsat.com/tvchannels/am/Fast-Sports.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,14,RTR Planeta,,MPEG-4/SD,1800,1801 Rus,BISS,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,BISS,,RTR Planeta,https://www.lyngsat.com/tvchannels/ru/RTR-Planeta.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,14,RTR Planeta,,MPEG-4/SD,1800,1801 Rus,BISS,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,BISS,,RTR Planeta,https://www.lyngsat.com/tvchannels/ru/RTR-Planeta.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,9,Public Radio of Armenia,,,,4001 Arm,,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,,,Public Radio of Armenia,https://www.lyngsat.com/radiochannels/am/Public-Radio-of-Armenia.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,9,Public Radio of Armenia,,,,4001 Arm,,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,,,Public Radio of Armenia,https://www.lyngsat.com/radiochannels/am/Public-Radio-of-Armenia.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,10,Yerevan FM,,,,4301 Arm,,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,,,Yerevan FM,https://www.lyngsat.com/radiochannels/am/Yerevan-FM.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,10,Yerevan FM,,,,4301 Arm,,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,,,Yerevan FM,https://www.lyngsat.com/radiochannels/am/Yerevan-FM.html
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,11,Radio Arevik,,,,4601 Arm,,,DVB-S2,19210,1/2,11050 H,tp BCC3,44-46,,,Radio Arevik,https://www.lyngsat.com/radiochannels/am/Radio-Arevik.html
