Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3818 Rtp 3EMEA,DVB-S28PSK16003/4,1,SSBC TV,,65535-1MPEG-2/SD,308,7.9 256 Ara,,DX Bozóth240306,DVB-S2,1600,3/4,3818 R,tp 3,,,,SSBC TV,https://www.lyngsat.com/tvchannels/ss/SSBC-TV.html
3934 Ltp 8EMEA,DVB-S275007/8,3002,SSBC TV,,MPEG-2/SD,3022,3032 Ara,,,DVB-S,27500,7/8,3934 L,tp 8,,,,SSBC TV,https://www.lyngsat.com/tvchannels/ss/SSBC-TV.html
3851 Ltp 4EMEA,DVB-S28PSK12612/3,1,Vision 4,,0-1MPEG-4/HD,258,6.6 257 Fre,,F Dibba230922,DVB-S2,1261,2/3,3851 L,tp 4,,,,,
3857 Ltp 4EMEA,DVB-S42703/4,,DalSat Global,,103-103,,5.5,,F Dibba240208,DVB-S,4270,3/4,3857 L,tp 4,,,https://www.lyngsat.com/providers/so/DalSat-Global.html,,
3857 Ltp 4EMEA,DVB-S42703/4,102,Ebru TV,,MPEG-4/SD,211,221 Eng,,,DVB-S,4270,3/4,3857 L,tp 4,,,,Ebru TV,https://www.lyngsat.com/tvchannels/ke/Ebru-TV.html
3857 Ltp 4EMEA,DVB-S42703/4,104,Shabelle TV,,MPEG-4/SD,1042,1043 Som,,,DVB-S,4270,3/4,3857 L,tp 4,,,,Shabelle TV,https://www.lyngsat.com/tvchannels/so/Shabelle-TV.html
3857 Ltp 4EMEA,DVB-S42703/4,107,Rejo Sports,,MPEG-4/SD,44,43 Som,,,DVB-S,4270,3/4,3857 L,tp 4,,,,Rejo Sports,https://www.lyngsat.com/tvchannels/so/Rejo-Sports.html
3857 Ltp 4EMEA,DVB-S42703/4,106,Ebru Radio,,,,41 Som,,,DVB-S,4270,3/4,3857 L,tp 4,,,,Ebru Radio,https://www.lyngsat.com/radiochannels/ke/Ebru-Radio.html
3860 Ltp 4EMEA,DVB-S4003/4,1000,Eye Radio,,?-?,,5.5 101 Eng,,Onacila201216,DVB-S,400,3/4,3860 L,tp 4,,,,,
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,,Hit Radio,,1-1,,4.0,,N Stanislav240102,DVB-S2,1150,3/4,3866 L,tp 4,,,https://www.lyngsat.com/providers/ma/Hit-Radio.html,,
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,1000,Hit Radio Côte d'Ivoire,,,,101 Fre,,,DVB-S2,1150,3/4,3866 L,tp 4,,,,Hit Radio Côte d'Ivoire,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Cote-dIvoire.html
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,3000,Hit Radio Congo,,,,301 Fre,,,DVB-S2,1150,3/4,3866 L,tp 4,,,,Hit Radio Congo,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Congo.html
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,4000,Hit Radio Gabon,,,,401 Fre,,,DVB-S2,1150,3/4,3866 L,tp 4,,,,Hit Radio Gabon,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Gabon.html
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,5000,Hit Radio Togo,,,,501 Fre,,,DVB-S2,1150,3/4,3866 L,tp 4,,,,Hit Radio Togo,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Togo.html
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,8000,Radio Azawan,,,,801 Ara,,,DVB-S2,1150,3/4,3866 L,tp 4,,,,Radio Azawan,https://www.lyngsat.com/radiochannels/ma/Radio-Azawan.html
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,8000,Radio Azawan,,,,801 Ara,,,DVB-S2,1150,3/4,3866 L,tp 4,,,,Radio Azawan,https://www.lyngsat.com/radiochannels/ma/Radio-Azawan.html
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,9000,Hit Radio Burkina Faso,,,,901 Fre,,,DVB-S2,1150,3/4,3866 L,tp 4,,,,Hit Radio Burkina Faso,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Burkina-Faso.html
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,10000,Hit Radio (Morocco),,,,1001 Fre,,,DVB-S2,1150,3/4,3866 L,tp 4,,,,Hit Radio (Morocco),https://www.lyngsat.com/radiochannels/ma/Hit-Radio.html
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,10000,Hit Radio (Morocco),,,,1001 Fre,,,DVB-S2,1150,3/4,3866 L,tp 4,,,,Hit Radio (Morocco),https://www.lyngsat.com/radiochannels/ma/Hit-Radio.html
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,12000,Hit Radio Niger,,,,1201 Fre,,,DVB-S2,1150,3/4,3866 L,tp 4,,,,Hit Radio Niger,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Niger.html
