Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3777 HIndia,DVB-S28PSK44005/6,,Doordarshan,,1-1,,9.4,,N Stanislav240124,DVB-S2,4400,5/6,3777 H,,,,https://www.lyngsat.com/providers/in/Doordarshan.html,,
3777 HIndia,DVB-S28PSK44005/6,,Doordarshan,,1-1,,9.4,,N Stanislav240124,DVB-S2,4400,5/6,3777 H,,,,https://www.lyngsat.com/providers/in/Doordarshan.html,,
3782 HIndia,DVB-S28PSK20003/4,,Doordarshan,,,,7.9,BISS,Robiul231114,DVB-S2,2000,3/4,3782 H,,,BISS,https://www.lyngsat.com/providers/in/Doordarshan.html,,
3782 HIndia,DVB-S28PSK20003/4,,Doordarshan,,,,7.9,BISS,Robiul231114,DVB-S2,2000,3/4,3782 H,,,BISS,https://www.lyngsat.com/providers/in/Doordarshan.html,,
3777 HIndia,DVB-S28PSK44005/6,5,DD Sports,,MPEG-4/SD,501,502 Hin,BISS,,DVB-S2,4400,5/6,3777 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html
3777 HIndia,DVB-S28PSK44005/6,5,DD Sports,,MPEG-4/SD,501,502 Hin,BISS,,DVB-S2,4400,5/6,3777 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html
3777 HIndia,DVB-S28PSK44005/6,5,DD Sports,,MPEG-4/SD,501,502 Hin,BISS,,DVB-S2,4400,5/6,3777 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html
3777 HIndia,DVB-S28PSK44005/6,6,DD Sports,,MPEG-4/HD,601,602 Hin,,,DVB-S2,4400,5/6,3777 H,,,,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html
3777 HIndia,DVB-S28PSK44005/6,6,DD Sports,,MPEG-4/HD,601,602 Hin,,,DVB-S2,4400,5/6,3777 H,,,,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html
3777 HIndia,DVB-S28PSK44005/6,6,DD Sports,,MPEG-4/HD,601,602 Hin,,,DVB-S2,4400,5/6,3777 H,,,,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html
3782 HIndia,DVB-S28PSK20003/4,4,DD Sports,,MPEG-4/SD,104,204 Hin,BISS,,DVB-S2,2000,3/4,3782 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html
3782 HIndia,DVB-S28PSK20003/4,4,DD Sports,,MPEG-4/SD,104,204 Hin,BISS,,DVB-S2,2000,3/4,3782 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html
3782 HIndia,DVB-S28PSK20003/4,4,DD Sports,,MPEG-4/SD,104,204 Hin,BISS,,DVB-S2,2000,3/4,3782 H,,,BISS,,DD Sports,https://www.lyngsat.com/tvchannels/in/DD-Sports.html
3777 HIndia,DVB-S28PSK44005/6,7,DD Kisan,,MPEG-4/SD,701,702,,,DVB-S2,4400,5/6,3777 H,,,,,DD Kisan,https://www.lyngsat.com/tvchannels/in/DD-Kisan.html
3777 HIndia,DVB-S28PSK44005/6,7,DD Kisan,,MPEG-4/SD,701,702,,,DVB-S2,4400,5/6,3777 H,,,,,DD Kisan,https://www.lyngsat.com/tvchannels/in/DD-Kisan.html
3782 HIndia,DVB-S28PSK20003/4,3,[DD Bharati test card],,MPEG-4/SD,103,203 Hin,,,DVB-S2,2000,3/4,3782 H,,,,,,
3875 HIndia,DVB-S2QPSK10003/4,,AIR,,,,4.0,,N Stanislav230416,DVB-S2,1000,3/4,3875 H,,,,https://www.lyngsat.com/providers/in/AIR.html,,
3875 HIndia,DVB-S2QPSK10003/4,2000,AIR FM Rainbow Mumbai,,,,201,,,DVB-S2,1000,3/4,3875 H,,,,,AIR FM Rainbow Mumbai,https://www.lyngsat.com/radiochannels/in/AIR-FM-Rainbow-Mumbai.html
