Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10758 Vtp 52Europe0,DVB-S28PSK220002/3,,Movistar+,,1-1052,,6.6,Nagravision,M Al-Taie231212,DVB-S2,22000,2/3,10758 V,tp 52,0,Nagravision,,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10788 Vtp 54Europe0,DVB-S220005/6,,Movistar+,,1-1054,,6.5,MediaguardNagravision,DXAndy231025,DVB-S,22000,5/6,10788 V,tp 54,0,"Mediaguard,Nagravision",,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10788 Vtp 54Europe0,DVB-S220005/6,,Movistar+,,1-1054,,6.5,MediaguardNagravision,DXAndy231025,DVB-S,22000,5/6,10788 V,tp 54,0,"Mediaguard,Nagravision",,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10788 Vtp 54Europe0,DVB-S220005/6,,Movistar+,,1-1054,,6.5,MediaguardNagravision,DXAndy231025,DVB-S,22000,5/6,10788 V,tp 54,0,"Mediaguard,Nagravision",,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10788 Vtp 54Europe0,DVB-S220005/6,,Movistar+,,1-1054,,6.5,MediaguardNagravision,DXAndy231025,DVB-S,22000,5/6,10788 V,tp 54,0,"Mediaguard,Nagravision",,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10788 Vtp 54Europe0,DVB-S220005/6,,Movistar+,,1-1054,,6.5,MediaguardNagravision,DXAndy231025,DVB-S,22000,5/6,10788 V,tp 54,0,"Mediaguard,Nagravision",,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10788 Vtp 54Europe0,DVB-S220005/6,,Movistar+,,1-1054,,6.5,MediaguardNagravision,DXAndy231025,DVB-S,22000,5/6,10788 V,tp 54,0,"Mediaguard,Nagravision",,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
10788 Vtp 54Europe0,DVB-S220005/6,,Movistar+,,1-1054,,6.5,MediaguardNagravision,DXAndy231025,DVB-S,22000,5/6,10788 V,tp 54,0,"Mediaguard,Nagravision",,,,Movistar+,https://www.lyngsat.com/packages/Movistar-.html
