Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL
10721 Vtp AWW2West49-50,DVB-S275003/4,,,,126-2578,,5.5,,M Al-Taie240118,DVB-S,27500,3/4,10721 V,tp AWW2,49-50,,,,,,
10721 Vtp AWW2West49-50,DVB-S275003/4,14001,Iranefarda TV,,MPEG-2/SD,1410,1411 Per,,,DVB-S,27500,3/4,10721 V,tp AWW2,49-50,,,Iranefarda TV,https://www.lyngsat.com/tvchannels/us/Iranefarda-TV.html,,
10721 Vtp AWW2West49-50,DVB-S275003/4,14001,Iranefarda TV,,MPEG-2/SD,1410,1411 Per,,,DVB-S,27500,3/4,10721 V,tp AWW2,49-50,,,Iranefarda TV,https://www.lyngsat.com/tvchannels/us/Iranefarda-TV.html,,
10721 Vtp AWW2West49-50,DVB-S275003/4,14002,News of the World,,MPEG-4/HD,1421,1422 Eng,,,DVB-S,27500,3/4,10721 V,tp AWW2,49-50,,,News of the World,https://www.lyngsat.com/tvchannels/us/News-of-the-World.html,,
10721 Vtp AWW2West49-50,DVB-S275003/4,13907,BBC World Service English Europe,,,,6662 Eng,,,DVB-S,27500,3/4,10721 V,tp AWW2,49-50,,,BBC World Service English Europe,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-English-Europe.html,,
10721 Vtp AWW2West49-50,DVB-S275003/4,13907,BBC World Service English Europe,,,,6662 Eng,,,DVB-S,27500,3/4,10721 V,tp AWW2,49-50,,,BBC World Service English Europe,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-English-Europe.html,,
10721 Vtp AWW2West49-50,DVB-S275003/4,13909,BBC World Service English Australasia,,,,6682 Eng,,,DVB-S,27500,3/4,10721 V,tp AWW2,49-50,,,BBC World Service English Australasia,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-English-Australasia.html,,
10721 Vtp AWW2West49-50,DVB-S275003/4,13910,BBC World Service English News,,,,6692 Eng,,,DVB-S,27500,3/4,10721 V,tp AWW2,49-50,,,BBC World Service English News,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-English-News.html,,
10721 Vtp AWW2West49-50,DVB-S275003/4,13916,BBC World Service Arabic,,,,6752 Ara,,,DVB-S,27500,3/4,10721 V,tp AWW2,49-50,,,BBC World Service Arabic,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-Arabic.html,,
10721 Vtp AWW2West49-50,DVB-S275003/4,13916,BBC World Service Arabic,,,,6752 Ara,,,DVB-S,27500,3/4,10721 V,tp AWW2,49-50,,,BBC World Service Arabic,https://www.lyngsat.com/radiochannels/uk/BBC-World-Service-Arabic.html,,
