Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL
3826 Rtp 3CC40,DVB-S2QPSK138304/5,,,,1918-8031,,4.7,,Edinho fta220522,DVB-S2,13830,4/5,3826 R,tp 3C,40,,,,,,
11137 Htp BEM9MENA51-52,DVB-S28PSK275005/6,,,,42-1,,9.4,Verimatrix (B),R Cervi231114,DVB-S2,27500,5/6,11137 H,tp BEM9,51-52,Verimatrix (B),,,,,
11137 Vtp BEM10MENA51-52,DVB-S28PSK275003/4,,,,2048-73,,7.9,,Lexzie240209,DVB-S2,27500,3/4,11137 V,tp BEM10,51-52,,,,,,
11179 Vtp BEM12MENA51-52,DVB-S275005/6,,,,2048-74,,6.5,,M Al-Taie231204,DVB-S,27500,5/6,11179 V,tp BEM12,51-52,,,,,,
11512 Vtp DAE4East52,,,,,,,,,Hadowooalsatan240317,DVB-S,27500,5/6,11512 V,tp DAE4,52,,,,,,
3826 Rtp 3CC40,DVB-S2QPSK138304/5,361,Tele Congo,,MPEG-4/SD,138,139 Fre,,,DVB-S2,13830,4/5,3826 R,tp 3C,40,,,Tele Congo,https://www.lyngsat.com/tvchannels/cg/Tele-Congo.html,,
3977 Rtp 7CC40,DVB-S28PSK34102/3,108,Tele Congo,,65535-1MPEG-4/SD,138,6.6 13. Fre,,N Stanislav240128,DVB-S2,3410,2/3,3977 R,tp 7C,40,,,Tele Congo,https://www.lyngsat.com/tvchannels/cg/Tele-Congo.html,,
3826 Rtp 3CC40,DVB-S2QPSK138304/5,364,Equidia Pro 1,,MPEG-4/SD,1511,1521 Fre1531 Eng1541 Ger,Viaccess,,DVB-S2,13830,4/5,3826 R,tp 3C,40,Viaccess,,Equidia Pro 1,https://www.lyngsat.com/tvchannels/fr/Equidia-Pro-1.html,,
3826 Rtp 3CC40,DVB-S2QPSK138304/5,362,Radio Congo,,,,1139 Fre,,,DVB-S2,13830,4/5,3826 R,tp 3C,40,,,Radio Congo,https://www.lyngsat.com/radiochannels/cg/Radio-Congo.html,,
3826 Rtp 3CC40,DVB-S2QPSK138304/5,362,Radio Congo,,,,1139 Fre,,,DVB-S2,13830,4/5,3826 R,tp 3C,40,,,Radio Congo,https://www.lyngsat.com/radiochannels/cg/Radio-Congo.html,,
3977 Rtp 7CC40,DVB-S28PSK34102/3,108,Radio Congo,,,,1139 Fre,,,DVB-S2,3410,2/3,3977 R,tp 7C,40,,,Radio Congo,https://www.lyngsat.com/radiochannels/cg/Radio-Congo.html,,
3977 Rtp 7CC40,DVB-S28PSK34102/3,108,Radio Congo,,,,1139 Fre,,,DVB-S2,3410,2/3,3977 R,tp 7C,40,,,Radio Congo,https://www.lyngsat.com/radiochannels/cg/Radio-Congo.html,,
