Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL
3410 VC0,DVB-S2QPSK32003/4,1,LNTV 1,,4660-1MPEG-4/SD,257,4.0 310 Lao,,Albert I231101,DVB-S2,3200,3/4,3410 V,,0,,,,,,
3410 VC0,DVB-S2QPSK32003/4,2,Lao National Radio 567 AM,,,,400 Lao,,,DVB-S2,3200,3/4,3410 V,,0,,,Lao National Radio 567 AM,https://www.lyngsat.com/radiochannels/la/Lao-National-Radio-567-AM.html,,
3410 VC0,DVB-S2QPSK32003/4,2,Lao National Radio FM 1,,,,400 Lao,,,DVB-S2,3200,3/4,3410 V,,0,,,Lao National Radio FM 1,https://www.lyngsat.com/radiochannels/la/Lao-National-Radio-FM-1.html,,
3414 VC0,DVB-S2QPSK32003/4,1,LNTV 3,,65535-1MPEG-4/HD,33,4.0  34 Lao,,Albert I200706,DVB-S2,3200,3/4,3414 V,,0,,,,,,
3419 VC0,DVB-S28PSK12002/3,257,BTV Business,,?-?MPEG-4/SD,256,6.6 512 Nep,,Albert I230903,DVB-S2,1200,2/3,3419 V,,0,,,,,,
3424 VC0,DVB-S2QPSK15003/4,1,Sagarmatha TV,,65535-1MPEG-4/SD,101,4.0 256 Nep,,A Zapara200229,DVB-S2,1500,3/4,3424 V,,0,,,,,,
3427 VC0,DVB-S28PSK48002/3,1003,ABC News (Nepal),,0-0MPEG-4/HD,36,6.6  37 Nep,,Albert I230127,DVB-S2,4800,2/3,3427 V,,0,,,,,,
3432 VC0,DVB-S2QPSK24003/4,1,Prime TV (Nepal),,?-?MPEG-4/HD,33,4.0  34 Nep,,Albert I210514,DVB-S2,2400,3/4,3432 V,,0,,,,,,
3437 VC0,DVB-S28PSK56003/4,,Nepalese mux,,,,7.9,,Albert I220213,DVB-S2,5600,3/4,3437 V,,0,,,,,,
3437 VC0,DVB-S28PSK56003/4,1000,Mountain TV (Nepal),,MPEG-4/HD,1001,1002 Nep,,,DVB-S2,5600,3/4,3437 V,,0,,,Mountain TV (Nepal),https://www.lyngsat.com/tvchannels/np/Mountain-TV.html,,
3437 VC0,DVB-S28PSK56003/4,2000,Business Plus (Nepal),,MPEG-4/HD,2001,2002 Nep,,,DVB-S2,5600,3/4,3437 V,,0,,,Business Plus (Nepal),https://www.lyngsat.com/tvchannels/np/Business-Plus.html,,
3437 VC0,DVB-S28PSK56003/4,3000,Bhakti Darshan TV,,MPEG-4/HD,3001,3002 Nep,,,DVB-S2,5600,3/4,3437 V,,0,,,Bhakti Darshan TV,https://www.lyngsat.com/tvchannels/np/Bhakti-Darshan-TV.html,,
3446 VC0,DVB-S2QPSK36003/4,1,Lao Star,,?-?MPEG-4/HD,300,4.0 400 Lao,,C Sutton210916,DVB-S2,3600,3/4,3446 V,,0,,,,,,
3478 VC0,DVB-S2QPSK32002/3,1,Lao Public Security TV,,?-?MPEG-4/SD,513,3.14113 Lao,,Albert I220817,DVB-S2,3200,2/3,3478 V,,0,,,,,,
3478 VC0,DVB-S2QPSK32002/3,3,Lao Security Radio,,,,4112 Lao,,,DVB-S2,3200,2/3,3478 V,,0,,,Lao Security Radio,https://www.lyngsat.com/radiochannels/la/Lao-Security-Radio.html,,
3576 Vtp 5BC0,DVB-S28PSK216002/3,,MWD Digital TV,,1-1,,6.6,,Albert I230829,DVB-S2,21600,2/3,3576 V,tp 5B,0,,https://www.lyngsat.com/providers/mm/MWD-Digital-TV.html,,,,
3576 Vtp 5BC0,DVB-S28PSK216002/3,1,MWD Variety,,MPEG-4/HD,49,51 Bur,,,DVB-S2,21600,2/3,3576 V,tp 5B,0,,,MWD Variety,https://www.lyngsat.com/tvchannels/mm/MWD-Variety.html,,
3576 Vtp 5BC0,DVB-S28PSK216002/3,2,TVM (Myanmar),,MPEG-4/HD,65,67 Bur,,,DVB-S2,21600,2/3,3576 V,tp 5B,0,,,TVM (Myanmar),https://www.lyngsat.com/tvchannels/mm/TVM.html,,
