Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3635 Htp C1HC,DVB-S28PSK5000,,(feeds),,,,,,Christakis210525,DVB-S2,5000,,3635 H,tp C1H,,,,,
3645 Htp C1HC,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps180525,DVB-S2,7200,3/4,3645 H,tp C1H,,,,,
3654 Htp C1HC,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps180415,DVB-S2,7200,3/4,3654 H,tp C1H,,,,,
3666 Htp C2HC,DVB-S28PSK72003/4,,(feeds),,,,,,N Stanislav210523,DVB-S2,7200,3/4,3666 H,tp C2H,,,,,
3690 Vtp C2VC,DVB-S28PSK98743/4,,(feeds),,,,,,Anonymous200204,DVB-S2,9874,3/4,3690 V,tp C2V,,,,,
3693 Htp C2HC,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps180805,DVB-S2,7200,3/4,3693 H,tp C2H,,,,,
3702 Vtp C2VC,DVB-S32553/4,,(feeds),,,,,,N Stanislav220515,DVB-S,3255,3/4,3702 V,tp C2V,,,,,
3707 Htp C3HC,DVB-S28PSK72003/4,,(feeds),,,,,,C Sutton191130,DVB-S2,7200,3/4,3707 H,tp C3H,,,,,
3712 Vtp C2VC,DVB-S28PSK98743/4,,(feeds),,,,,,Anonymous200305,DVB-S2,9874,3/4,3712 V,tp C2V,,,,,
3735 Vtp C3VC,DVB-S28PSK72003/4,,(feeds),,,,,,Anonymous170911,DVB-S2,7200,3/4,3735 V,tp C3V,,,,,
3747 Vtp C3VC,DVB-S28PSK72003/4,,(feeds),,,,,,Anonymous170423,DVB-S2,7200,3/4,3747 V,tp C3V,,,,,
3765 Htp C4HC,DVB-S28PSK72003/4,,(feeds),,,,,,C Sutton191130,DVB-S2,7200,3/4,3765 H,tp C4H,,,,,
3795 Htp C5HC,DVB-S28PSK71203/4,,(feeds),,,,,,Bulek Sps180421,DVB-S2,7120,3/4,3795 H,tp C5H,,,,,
3805 Htp C5HC,DVB-S28PSK70003/4,,(feeds),,,,,,Bulek Sps180509,DVB-S2,7000,3/4,3805 H,tp C5H,,,,,
3814 Htp C5HC,DVB-S28PSK72003/4,,(feeds),,,,,,Anonymous200204,DVB-S2,7200,3/4,3814 H,tp C5H,,,,,
3840 Htp C6HC,DVB-S28PSK297205/6,,(feeds),,,,,,N Stanislav240323,DVB-S2,29720,5/6,3840 H,tp C6H,,,,,
3867 Htp C7HC,DVB-S28PSK4443,,(feeds),,,,,,Christakis210607,DVB-S2,4443,3/4,3867 H,tp C7H,,,,,
3876 Htp C7HC,DVB-S28PSK71203/4,,(feeds),,,,,,Christakis210611,DVB-S2,7120,3/4,3876 H,tp C7H,,,,,
3909 Htp C8HC,DVB-S28PSK71203/4,,(feeds),,,,,,Bulek Sps180805,DVB-S2,7120,3/4,3909 H,tp C8H,,,,,
3914 Vtp C7VC,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps180415,DVB-S2,7200,3/4,3914 V,tp C7V,,,,,
3918 Htp C8HC,DVB-S28PSK71202/3,,(feeds),,,,,,Bulek Sps181109,DVB-S2,7120,2/3,3918 H,tp C8H,,,,,
3925 Htp C8HC,DVB-S28PSK71202/3,,(feeds),,,,,,Bulek Sps181109,DVB-S2,7120,2/3,3925 H,tp C8H,,,,,
3927 Vtp C8VC,DVB-S28PSK98753/4,,(feeds),,,,,,N Stanislav210918,DVB-S2,9875,3/4,3927 V,tp C8V,,,,,
3939 Vtp C8VC,DVB-S28PSK98753/4,,(feeds),,,,,,N Stanislav210918,DVB-S2,9875,3/4,3939 V,tp C8V,,,,,
3953 Vtp C8VC,DVB-S27200,,(feeds),,,,,,R Wikan150330,DVB-S2,9875,3/4,3953 V,tp C8V,,,,,
3975 Vtp C9VC,DVB-S28PSK72003/4,,(feeds),,,,,,Joffa210415,DVB-S2,7200,3/4,3975 V,tp C9V,,,,,
3984 Vtp C9VC,DVB-S28PSK72003/4,,(feeds),,,,,,Joffa210416,DVB-S2,7200,3/4,3984 V,tp C9V,,,,,
3992 Vtp C9VC,DVB-S28PSK72003/4,,(feeds),,,,,,Joffa210415,DVB-S2,7200,3/4,3992 V,tp C9V,,,,,
4013 Htp C10HC,DVB-S28PSK72003/4,,(feeds),,,,,,Joffa210425,DVB-S2,7200,3/4,4013 H,tp C10H,,,,,
4147 Htp C14HC,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps180411,DVB-S2,7200,3/4,4147 H,tp C14H,,,,,
4148 Vtp C12VC,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps180801,DVB-S2,7200,3/4,4148 V,tp C12V,,,,,
4156 Vtp C12VC,DVB-S28PSK71203/4,,(feeds),,,,,,Bulek Sps180924,DVB-S2,7120,3/4,4156 V,tp C12V,,,,,
4173 Htp C14HC,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps181109,DVB-S2,7200,3/4,4173 H,tp C14H,,,,,
4180 Vtp C12VC,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps180924,DVB-S2,7200,3/4,4180 V,tp C12V,,,,,
4185 Vtp C12VC,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps181109,DVB-S2,7200,3/4,4185 V,tp C12V,,,,,
4192 Vtp C12VC,DVB-S28PSK49363/4,,(feeds),,,,,,Anonymous200204,DVB-S2,4936,3/4,4192 V,tp C12V,,,,,
12377 Vtp 6South Asia,DVB-S20003/4,,(feeds),,,,,,I Perera110705,DVB-S,2000,3/4,12377 V,tp 6,,,,,
12381 Vtp 6South Asia,DVB-S20003/4,,(feeds),,,,,,I Perera110705,DVB-S,2000,3/4,12381 V,tp 6,,,,,
12386 Vtp 6South Asia,DVB-S20003/4,,(feeds),,,,,,I Perera110705,DVB-S,2000,3/4,12386 V,tp 6,,,,,
12403 Htp 7East Asia,DVB-S23005/6,,(feeds),,,,,,T Kameda161015,DVB-S,2300,5/6,12403 H,tp 7,,,,,
12494 Htp 9East Asia,DVB-S133003/4,,(feeds),,,,,,T Kameda161026,DVB-S,13300,3/4,12494 H,tp 9,,,,,
12542 Htp 11East Asia,DVB-S61113/4,,(feeds),,,,,,T Kameda121020,DVB-S,6111,3/4,12542 H,tp 11,,,,,
12579 Htp 13East Asia,DVB-S2QPSK14603/4,,(feeds),,,,,,N Stanislav230507,DVB-S2,1460,3/4,12579 H,tp 13,,,,,
12591 Htp 13East Asia,DVB-S56323/4,,(feeds),,,,,,T Kameda110916,DVB-S,5632,3/4,12591 H,tp 13,,,,,
12602 Htp 13East Asia,DVB-S56323/4,,(feeds),,,,,,T Kameda111023,DVB-S,5632,3/4,12602 H,tp 13,,,,,
12635 Htp 15East Asia,DVB-S88803/4,,(feeds),,,,,,T Kameda110916,DVB-S,8880,3/4,12635 H,tp 15,,,,,
12678 Htp 15East Asia,DVB-S28PSK71203/4,,(feeds),,,,,,N Stanislav230507,DVB-S2,7120,3/4,12678 H,tp 15,,,,,
12701 Vtp 16East Asia,DVB-S28PSK72003/4,,(feeds),,,,,,T Kameda201031,DVB-S2,7200,3/4,12701 V,tp 16,,,,,
3726 Vtp C3VC38-40,DVB-S28PSK66663/4,,Macau Satellite TV,,,,7.9,,N Stanislav230924,DVB-S2,6666,3/4,3726 V,tp C3V,38-40,,https://www.lyngsat.com/providers/mo/Macau-Satellite-TV.html,Macau Satellite TV,https://www.lyngsat.com/tvchannels/mo/Macau-Satellite-TV.html
3726 Vtp C3VC38-40,DVB-S28PSK66663/4,,Macau Satellite TV,,,,7.9,,N Stanislav230924,DVB-S2,6666,3/4,3726 V,tp C3V,38-40,,https://www.lyngsat.com/providers/mo/Macau-Satellite-TV.html,Macau Satellite TV,https://www.lyngsat.com/tvchannels/mo/Macau-Satellite-TV.html
3726 Vtp C3VC38-40,DVB-S28PSK66663/4,1,Macau Satellite TV,,MPEG-2/SD,250,251 Chi,,,DVB-S2,6666,3/4,3726 V,tp C3V,38-40,,https://www.lyngsat.com/providers/mo/Macau-Satellite-TV.html,Macau Satellite TV,https://www.lyngsat.com/tvchannels/mo/Macau-Satellite-TV.html
3726 Vtp C3VC38-40,DVB-S28PSK66663/4,1,Macau Satellite TV,,MPEG-2/SD,250,251 Chi,,,DVB-S2,6666,3/4,3726 V,tp C3V,38-40,,https://www.lyngsat.com/providers/mo/Macau-Satellite-TV.html,Macau Satellite TV,https://www.lyngsat.com/tvchannels/mo/Macau-Satellite-TV.html
3726 Vtp C3VC38-40,DVB-S28PSK66663/4,2,Macau Satellite TV,,MPEG-4/HD,350,351 Chi,,,DVB-S2,6666,3/4,3726 V,tp C3V,38-40,,https://www.lyngsat.com/providers/mo/Macau-Satellite-TV.html,Macau Satellite TV,https://www.lyngsat.com/tvchannels/mo/Macau-Satellite-TV.html
3726 Vtp C3VC38-40,DVB-S28PSK66663/4,2,Macau Satellite TV,,MPEG-4/HD,350,351 Chi,,,DVB-S2,6666,3/4,3726 V,tp C3V,38-40,,https://www.lyngsat.com/providers/mo/Macau-Satellite-TV.html,Macau Satellite TV,https://www.lyngsat.com/tvchannels/mo/Macau-Satellite-TV.html
3726 Vtp C3VC38-40,DVB-S28PSK66663/4,3,Macau Asia Satellite TV,,MPEG-2/SD,652,653 Chi,,,DVB-S2,6666,3/4,3726 V,tp C3V,38-40,,,Macau Asia Satellite TV,https://www.lyngsat.com/tvchannels/mo/Macau-Asia-Satellite-TV.html
3726 Vtp C3VC38-40,DVB-S28PSK66663/4,3,Macau Asia Satellite TV,,MPEG-2/SD,652,653 Chi,,,DVB-S2,6666,3/4,3726 V,tp C3V,38-40,,,Macau Asia Satellite TV,https://www.lyngsat.com/tvchannels/mo/Macau-Asia-Satellite-TV.html
3726 Vtp C3VC38-40,DVB-S28PSK66663/4,4,Macau Asia Satellite TV,,MPEG-4/HD,752,753 Chi,,,DVB-S2,6666,3/4,3726 V,tp C3V,38-40,,,Macau Asia Satellite TV,https://www.lyngsat.com/tvchannels/mo/Macau-Asia-Satellite-TV.html
3726 Vtp C3VC38-40,DVB-S28PSK66663/4,4,Macau Asia Satellite TV,,MPEG-4/HD,752,753 Chi,,,DVB-S2,6666,3/4,3726 V,tp C3V,38-40,,,Macau Asia Satellite TV,https://www.lyngsat.com/tvchannels/mo/Macau-Asia-Satellite-TV.html
3784 Htp C5HC38-40,DVB-S28PSK36003/5,,,,,,5.5,,Crazylee230813,DVB-S2,3600,3/5,3784 H,tp C5H,38-40,,,,
3784 Htp C5HC38-40,DVB-S28PSK36003/5,1,TDM Macau Satélite,,MPEG-4/HD,33,34,,,DVB-S2,3600,3/5,3784 H,tp C5H,38-40,,,TDM Macau Satélite,https://www.lyngsat.com/tvchannels/mo/TDM-Macau-Satelite.html
3784 Htp C5HC38-40,DVB-S28PSK36003/5,1,TDM Macau Satélite,,MPEG-4/HD,33,34,,,DVB-S2,3600,3/5,3784 H,tp C5H,38-40,,,TDM Macau Satélite,https://www.lyngsat.com/tvchannels/mo/TDM-Macau-Satelite.html
3784 Htp C5HC38-40,DVB-S28PSK36003/5,2,TDM Ou Mun,,MPEG-4/HD,101,102 Yue,BISS,,DVB-S2,3600,3/5,3784 H,tp C5H,38-40,BISS,,TDM Ou Mun,https://www.lyngsat.com/tvchannels/mo/TDM-Ou-Mun.html
3784 Htp C5HC38-40,DVB-S28PSK36003/5,2,TDM Ou Mun,,MPEG-4/HD,101,102 Yue,BISS,,DVB-S2,3600,3/5,3784 H,tp C5H,38-40,BISS,,TDM Ou Mun,https://www.lyngsat.com/tvchannels/mo/TDM-Ou-Mun.html
3794 Vtp C4VC,DVB-S28PSK12002/3,,(Mathrubhumi News feeds),,,,,,AnonymousT Kameda200221,DVB-S2,1200,2/3,3794 V,tp C4V,,,,,
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,,EBU,,,,7.9,,N Stanislav220422,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,,https://www.lyngsat.com/providers/ch/EBU.html,,
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,1,(IMG feeds),,,401,4101,,,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,,,,
3895 Vtp C7VC,DVB-S28PSK72003/4,,(IMG feeds),,,,,,Anonymous190910,DVB-S2,7200,3/4,3895 V,tp C7V,,,,,
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,2,Premier League TV,,HEVC/HD,402,4102 Eng,Director,,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,Director,,Premier League TV,https://www.lyngsat.com/tvchannels/uk/Premier-League-TV.html
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,4,Rai Italia Asia,,MPEG-4/SD,404,4104 Ita,,,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,,,Rai Italia Asia,https://www.lyngsat.com/tvchannels/it/Rai-Italia-Asia.html
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,5,Vatican Media,,MPEG-4/HD,33,34 Ita,,,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,,,Vatican Media,https://www.lyngsat.com/tvchannels/va/Vatican-Media.html
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,5,Vatican Media,,MPEG-4/HD,33,34 Ita,,,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,,,Vatican Media,https://www.lyngsat.com/tvchannels/va/Vatican-Media.html
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,6,(EBU feeds),,,406,4106,,,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,,,,
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,7,(EBU feeds),,,407,4107,,,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,,,,
4166 Vtp C12VC,DVB-S28PSK72005/6,,(EBU feeds),,,,,,Bulek Sps180924,DVB-S2,7200,5/6,4166 V,tp C12V,,,,,
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,76,RTP Internacional Ásia,,MPEG-4/SD,2076,3076 Por,,,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,,,RTP Internacional Ásia,https://www.lyngsat.com/tvchannels/pt/RTP-Internacional-Asia.html
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,85,RDP Antena 1,,,,3085 Por,,,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,,,RDP Antena 1,https://www.lyngsat.com/radiochannels/pt/RDP-Antena-1.html
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,85,RDP Antena 1,,,,3085 Por,,,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,,,RDP Antena 1,https://www.lyngsat.com/radiochannels/pt/RDP-Antena-1.html
3860 Vtp C6VC38-40,DVB-S28PSK300003/4,86,RDP Internacional Timor,,,,30.6 Por,,,DVB-S2,30000,3/4,3860 V,tp C6V,38-40,,,RDP Internacional Timor,https://www.lyngsat.com/radiochannels/pt/RDP-Internacional-Timor.html
3895 Htp C7HC,DVB-S28PSK75005/6,,(SES feeds),,,,,,Anonymous190910,DVB-S2,7500,5/6,3895 H,tp C7H,,,,,
3960 Htp C9HC38-40,DVB-S28PSK300005/6,60,(SES feeds),,,2060,3060,,,DVB-S2,30000,5/6,3960 H,tp C9H,38-40,,,,
3960 Htp C9HC38-40,DVB-S28PSK300005/6,,AsiaSat,,4-4,,9.4,,C Sutton240225,DVB-S2,30000,5/6,3960 H,tp C9H,38-40,,https://www.lyngsat.com/providers/hk/AsiaSat.html,,
3960 Htp C9HC38-40,DVB-S28PSK300005/6,,AsiaSat,,4-4,,9.4,,C Sutton240225,DVB-S2,30000,5/6,3960 H,tp C9H,38-40,,https://www.lyngsat.com/providers/hk/AsiaSat.html,,
