Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL
3723 Vtp C3VC,DVB-S28PSK37502/3,,(NBT TV feeds),,,,,,Albert I230919,DVB-S2,3750,2/3,3723 V,tp C3V,,,,,,,
3756 Vtp C3VC,DVB-S2QPSK25003/4,,(NBT TV feeds),,,,,,Albert I231212,DVB-S2,2500,3/4,3756 V,tp C3V,,,,,,,
3746 Vtp C3VC,DVB-S2QPSK37503/4,,(feeds),,,,,,Albert I230816,DVB-S2,3750,3/4,3746 V,tp C3V,,,,,,,
3825 Vtp C5VGlobal,DVB-S28PSK48003/4,,(feeds),,,,,,Albert I231119,DVB-S2,4800,3/4,3825 V,tp C5V,,,,,,,
3866 Htp C7HGlobal,DVB-S28PSK71203/4,,(feeds),,,,,,Bulek Sps180411,DVB-S2,7120,3/4,3866 H,tp C7H,,,,,,,
3934 Htp C8HGlobal,DVB-S28PSK72003/4,,(feeds),,,,,,Albert I231212,DVB-S2,7200,3/4,3934 H,tp C8H,,,,,,,
3998 Htp C10HGlobal,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps180414,DVB-S2,7200,3/4,3998 H,tp C10H,,,,,,,
3803 Vtp C5VGlobal,DVB-S28PSK25005/6,1,BBTV Channel 7,,1-1MPEG-4/HD,1160,9.41120 Tha1122 Qaa,BISS 1,Albert I230722,DVB-S2,2500,5/6,3803 V,tp C5V,,BISS 1,,,,,
3807 Vtp C5VGlobal,DVB-S28PSK25005/6,1,BBTV Channel 7,,1-1MPEG-4/HD,1160,9.41120 Tha1122 Qaa,BISS 1,Albert I240318,DVB-S2,2500,5/6,3807 V,tp C5V,,BISS 1,,,,,
3862 Vtp C6VGlobal,DVB-S28PSK89103/4,100,4KUniverse,,?-?HEVC/UHD,256,7.9 257 Eng,,C Sutton221022,DVB-S2,8910,3/4,3862 V,tp C6V,,,,,,,
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,,Chunghwa Telecom,,,,7.9,Conax,Albert I230822,DVB-S2,15650,3/4,3971 V,tp C9V,,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,,,
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,1,SET International,,MPEG-4/HD,3211,3212 Chi,Conax,,DVB-S2,15650,3/4,3971 V,tp C9V,,Conax,,SET International,https://www.lyngsat.com/tvchannels/tw/SET-International.html,,
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,2,SET Taiwan,,MPEG-4/HD,3261,3262 Chi,Conax,,DVB-S2,15650,3/4,3971 V,tp C9V,,Conax,,SET Taiwan,https://www.lyngsat.com/tvchannels/tw/SET-Taiwan.html,,
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,3,TVBS Asia,,MPEG-4/HD,163,92 Chi,Conax,,DVB-S2,15650,3/4,3971 V,tp C9V,,Conax,,TVBS Asia,https://www.lyngsat.com/tvchannels/tw/TVBS-Asia.html,,
3971 Vtp C9VGlobal,DVB-S28PSK156503/4,4,TVBS News,,MPEG-4/HD,164,96 Chi,Conax,,DVB-S2,15650,3/4,3971 V,tp C9V,,Conax,,TVBS News,https://www.lyngsat.com/tvchannels/tw/TVBS-News.html,,
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,,Taiwanese mux,,,,7.9,,C Sutton201217,DVB-S2,15000,3/4,4070 V,tp C11V,,,,,,,
4070 Vtp C11VGlobal,DVB-S28PSK150003/4,313,UCTV,,MPEG-4/SD,3061,3062 Chi,,,DVB-S2,15000,3/4,4070 V,tp C11V,,,,UCTV,https://www.lyngsat.com/tvchannels/tw/UCTV.html,,
