Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3659 Htp 11America,DVB-S6666,,(feeds),,,,,,A Camargo080406,DVB-S,,,3659 H,tp 11,,,,,
3668 Htp 11America,DVB-S6666,,(feeds),,,,,,A Camargo080406,DVB-S,,,3668 H,tp 11,,,,,
3948 Htp 16America,DVB-S4440,,(feeds),,,,,,N Chaves100131,DVB-S,5000,3/4,3948 H,tp 16,,,,,
3942 Vtp 6America0,DVB-S28PSK50003/4,,SBT Rio Grande,,,,7.9,BISS,Wilkherdasilva191105,DVB-S2,5000,3/4,3942 V,tp 6,0,BISS,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html
3942 Vtp 6America0,DVB-S28PSK50003/4,,SBT Rio Grande,,,,7.9,BISS,Wilkherdasilva191105,DVB-S2,5000,3/4,3942 V,tp 6,0,BISS,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html
3942 Vtp 6America0,DVB-S28PSK50003/4,,SBT Rio Grande,,MPEG-4/1seg,257,258 Por,,,DVB-S2,5000,3/4,3942 V,tp 6,0,,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html
3942 Vtp 6America0,DVB-S28PSK50003/4,,SBT Rio Grande,,MPEG-4/1seg,257,258 Por,,,DVB-S2,5000,3/4,3942 V,tp 6,0,,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html
3942 Vtp 6America0,DVB-S28PSK50003/4,51776,SBT Rio Grande,,MPEG-4/HD,1110,1211 Por,BISS,,DVB-S2,5000,3/4,3942 V,tp 6,0,BISS,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html
3942 Vtp 6America0,DVB-S28PSK50003/4,51776,SBT Rio Grande,,MPEG-4/HD,1110,1211 Por,BISS,,DVB-S2,5000,3/4,3942 V,tp 6,0,BISS,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html
3960 Htp 16America0,DVB-S28PSK37502/3,,Assembleia Legislativa TV,,MPEG-2/HD,337,6.6 340 Por,,Edinho fta230723,DVB-S2,3750,2/3,3960 H,tp 16,0,,,,
3970 Htp 16America0,DVB-S28PSK98752/3,,Grupo Vierci,,,,6.6,BISS,Edinho fta230723,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,https://www.lyngsat.com/providers/py/Grupo-Vierci.html,,
3970 Htp 16America0,DVB-S28PSK98752/3,,E40 TV,,MPEG-4/SD,5408,.12 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,E40 TV,https://www.lyngsat.com/tvchannels/py/E40-TV.html
3970 Htp 16America0,DVB-S28PSK98752/3,1,Telefuturo (Paraguay),,MPEG-4/SD,101,501 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,Telefuturo (Paraguay),https://www.lyngsat.com/tvchannels/py/Telefuturo.html
3970 Htp 16America0,DVB-S28PSK98752/3,1,Telefuturo (Paraguay),,MPEG-4/SD,101,501 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,Telefuturo (Paraguay),https://www.lyngsat.com/tvchannels/py/Telefuturo.html
3970 Htp 16America0,DVB-S28PSK98752/3,2,Latele (Paraguay),,MPEG-4/SD,201,601 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,Latele (Paraguay),https://www.lyngsat.com/tvchannels/py/Latele.html
3970 Htp 16America0,DVB-S28PSK98752/3,2,Latele (Paraguay),,MPEG-4/SD,201,601 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,Latele (Paraguay),https://www.lyngsat.com/tvchannels/py/Latele.html
3970 Htp 16America0,DVB-S28PSK98752/3,4,N PY,,MPEG-4/SD,301,701 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,N PY,https://www.lyngsat.com/tvchannels/py/N-PY.html
3970 Htp 16America0,DVB-S28PSK98752/3,4,N PY,,MPEG-4/SD,301,701 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,N PY,https://www.lyngsat.com/tvchannels/py/N-PY.html
3970 Htp 16America0,DVB-S28PSK98752/3,5,Canal Pro,,MPEG-4/HD,105,5152 Spa,,,DVB-S2,9875,2/3,3970 H,tp 16,0,,,Canal Pro,https://www.lyngsat.com/tvchannels/py/Canal-Pro.html
3970 Htp 16America0,DVB-S28PSK98752/3,5,Canal Pro,,MPEG-4/HD,105,5152 Spa,,,DVB-S2,9875,2/3,3970 H,tp 16,0,,,Canal Pro,https://www.lyngsat.com/tvchannels/py/Canal-Pro.html
3970 Htp 16America0,DVB-S28PSK98752/3,1,Estación 40,,,,502 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,Estación 40,https://www.lyngsat.com/radiochannels/py/Estacion-40.html
3970 Htp 16America0,DVB-S28PSK98752/3,1,Estación 40,,,,502 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,Estación 40,https://www.lyngsat.com/radiochannels/py/Estacion-40.html
3970 Htp 16America0,DVB-S28PSK98752/3,2,Monumental 1080 AM,,,,602 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,Monumental 1080 AM,https://www.lyngsat.com/radiochannels/py/Monumental-1080-AM.html
3970 Htp 16America0,DVB-S28PSK98752/3,2,Monumental 1080 AM,,,,602 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,Monumental 1080 AM,https://www.lyngsat.com/radiochannels/py/Monumental-1080-AM.html
3970 Htp 16America0,DVB-S28PSK98752/3,3,Radio 1° de Marzo,,,,701 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,Radio 1° de Marzo,https://www.lyngsat.com/radiochannels/py/Radio-1--de-Marzo.html
3970 Htp 16America0,DVB-S28PSK98752/3,3,Radio 1° de Marzo,,,,701 Spa,BISS,,DVB-S2,9875,2/3,3970 H,tp 16,0,BISS,,Radio 1° de Marzo,https://www.lyngsat.com/radiochannels/py/Radio-1--de-Marzo.html
3977 Htp 16America0,DVB-S28PSK25002/3,,TV ALESP,,MPEG-4/SD,512,6.64112 Por,,Wilkherdasilva201129,DVB-S2,2500,2/3,3977 H,tp 16,0,,,,
3992 Htp 16America0,DVB-S2QPSK16664/5,,Telerama (Ecuador),,MPEG-4/SD,101,4.7 256 Spa,,Edinho fta230723,DVB-S2,1666,4/5,3992 H,tp 16,0,,,,
3997 Htp 16America0,DVB-S28PSK20833/4,,TV Legislativa (Ecuador),,MPEG-4/HD,33,7.9  36 Spa,,Wilkherdasilva201129,DVB-S2,2083,3/4,3997 H,tp 16,0,,,,
4022 Vtp 7America0,DVB-S28PSK50003/4,,TV Pajuçara,,,,7.9,,Edinho fta230723,DVB-S2,5000,3/4,4022 V,tp 7,0,,https://www.lyngsat.com/providers/br/TV-Pajucara.html,TV Pajuçara,https://www.lyngsat.com/tvchannels/br/TV-Pajucara.html
4022 Vtp 7America0,DVB-S28PSK50003/4,,TV Pajuçara,,,,7.9,,Edinho fta230723,DVB-S2,5000,3/4,4022 V,tp 7,0,,https://www.lyngsat.com/providers/br/TV-Pajucara.html,TV Pajuçara,https://www.lyngsat.com/tvchannels/br/TV-Pajucara.html
4022 Vtp 7America0,DVB-S28PSK50003/4,,TV Pajuçara,,MPEG-4/HD,273,.74 Por,,,DVB-S2,5000,3/4,4022 V,tp 7,0,,https://www.lyngsat.com/providers/br/TV-Pajucara.html,TV Pajuçara,https://www.lyngsat.com/tvchannels/br/TV-Pajucara.html
4022 Vtp 7America0,DVB-S28PSK50003/4,,TV Pajuçara,,MPEG-4/HD,273,.74 Por,,,DVB-S2,5000,3/4,4022 V,tp 7,0,,https://www.lyngsat.com/providers/br/TV-Pajucara.html,TV Pajuçara,https://www.lyngsat.com/tvchannels/br/TV-Pajucara.html
4022 Vtp 7America0,DVB-S28PSK50003/4,,TV Pajuçara,,MPEG-4/1seg,529,530 Por,,,DVB-S2,5000,3/4,4022 V,tp 7,0,,https://www.lyngsat.com/providers/br/TV-Pajucara.html,TV Pajuçara,https://www.lyngsat.com/tvchannels/br/TV-Pajucara.html
4022 Vtp 7America0,DVB-S28PSK50003/4,,TV Pajuçara,,MPEG-4/1seg,529,530 Por,,,DVB-S2,5000,3/4,4022 V,tp 7,0,,https://www.lyngsat.com/providers/br/TV-Pajucara.html,TV Pajuçara,https://www.lyngsat.com/tvchannels/br/TV-Pajucara.html
4040 Vtp 7America0,DVB-S2QPSK233333/4,,CruiseSat,,,,4.0,Xcrypt,ML240226,DVB-S2,23333,3/4,4040 V,tp 7,0,Xcrypt,https://www.lyngsat.com/providers/us/CruiseSat.html,,
4040 Vtp 7America0,DVB-S2QPSK233333/4,10,TCM US,,HEVC/HD,110,100 Eng,Xcrypt,,DVB-S2,23333,3/4,4040 V,tp 7,0,Xcrypt,,TCM US,https://www.lyngsat.com/tvchannels/us/TCM-US.html
4040 Vtp 7America0,DVB-S2QPSK233333/4,11,Cartoon Network Canada East,,HEVC/HD,910,900 Eng,Xcrypt,,DVB-S2,23333,3/4,4040 V,tp 7,0,Xcrypt,,Cartoon Network Canada East,https://www.lyngsat.com/tvchannels/us/Cartoon-Network-Canada-East.html
4040 Vtp 7America0,DVB-S2QPSK233333/4,12,CBS News,,HEVC/SD,481,482 Eng,Xcrypt,,DVB-S2,23333,3/4,4040 V,tp 7,0,Xcrypt,,CBS News,https://www.lyngsat.com/tvchannels/us/CBS-News.html
4040 Vtp 7America0,DVB-S2QPSK233333/4,12,CBS News,,HEVC/SD,481,482 Eng,Xcrypt,,DVB-S2,23333,3/4,4040 V,tp 7,0,Xcrypt,,CBS News,https://www.lyngsat.com/tvchannels/us/CBS-News.html
