Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3688 Ltp EA2Europe & America,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy201015,DVB-S2,7200,3/4,3688 L,tp EA2,,,,,
3693 Rtp EA1Europe & America,DVB-S271203/4,,(feeds),,,,,,Stanley_cassidy181115,DVB-S2,7120,3/4,3693 R,tp EA1,,,,,
3694 Ltp EA2Europe & America,DVB-S237003/4,,(feeds),,,,,,Stanley_cassidy181122,DVB-S2,3700,3/4,3694 L,tp EA2,,,,,
3746 Rtp EA3Europe & America,DVB-S28PSK72003/4,,(feeds),,,,,,DX Bozóth220828,DVB-S2,7200,3/4,3746 R,tp EA3,,,,,
3750 Ltp EA4Europe & America,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210127,DVB-S2,7200,3/4,3750 L,tp EA4,,,,,
3758 Rtp EA3Europe & America,DVB-S28PSK75005/6,,(feeds),,,,,,M Sixx181207,DVB-S2,7500,5/6,3758 R,tp EA3,,,,,
3767 Rtp EA3Europe & America,DVB-S271203/4,,(feeds),,,,,,Stanley_cassidy181116,DVB-S2,7120,3/4,3767 R,tp EA3,,,,,
3776 Rtp EA3Europe & America,DVB-S271203/4,,(feeds),,,,,,Stanley_cassidy181116,DVB-S2,7120,3/4,3776 R,tp EA3,,,,,
3777 Ltp EA4Europe & America,DVB-S28PSK37502/3,,(feeds),,,,,,M Hajdú181005,DVB-S2,3750,2/3,3777 L,tp EA4,,,,,
3788 Ltp EA4Europe & America,DVB-S28PSK50003/4,,(feeds),,,,,,Jonali230603,DVB-S2,5000,3/4,3788 L,tp EA4,,,,,
3790 Rtp EA5Europe & America,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy200219,DVB-S2,7200,3/4,3790 R,tp EA5,,,,,
3799 Rtp EA5Europe & America,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy200219,DVB-S2,7200,3/4,3799 R,tp EA5,,,,,
3808 Ltp EA4Europe & America,DVB-S28PSK72003/4,,(feeds),,,,,,Jonali211003,DVB-S2,7200,3/4,3808 L,tp EA4,,,,,
3808 Rtp EA5Europe & America,DVB-S272003/4,,(feeds),,,,,,Jonali210418,DVB-S2,7200,3/4,3808 R,tp EA5,,,,,
3817 Ltp EA4Europe & America,DVB-S28PSK71202/3,,(feeds),,,,,,M Sixx181109,DVB-S2,7120,2/3,3817 L,tp EA4,,,,,
3817 Rtp EA5Europe & America,DVB-S272003/4,,(feeds),,,,,,Jonali210418,DVB-S2,7200,3/4,3817 R,tp EA5,,,,,
3830 Ltp EA6Europe & America,DVB-S275003/4,,(feeds),,,,,,Stanley_cassidy181115,DVB-S2,7500,3/4,3830 L,tp EA6,,,,,
3839 Ltp EA8Europe & America,DVB-S28PSK75005/6,,(feeds),,,,,,Jonali200126,DVB-S2,7500,5/6,3839 L,tp EA8,,,,,
3847 Ltp EA8Europe & America,DVB-S28PSK72003/4,,(feeds),,,,,,M Sixx190108,DVB-S2,7200,3/4,3847 L,tp EA8,,,,,
3848 Rtp EA7Europe & America,DVB-S28PSK66662/3,,(feeds),,,,,,DX Bozóth230329,DVB-S2,6666,2/3,3848 R,tp EA7,,,,,
3856 Ltp EA8Europe & America,DVB-S28PSK98753/4,,(feeds),,,,,,M Sixx181109,DVB-S2,9875,3/4,3856 L,tp EA8,,,,,
3857 Rtp EA7Europe & America,DVB-S28PSK66662/3,,(feeds),,,,,,DX Bozóth230423,DVB-S2,6666,2/3,3857 R,tp EA7,,,,,
3868 Rtp EA9Europe & America,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy181115,DVB-S2,7200,3/4,3868 R,tp EA9,,,,,
3869 Ltp EA10Europe & America,DVB-S28PSK72002/3,,(feeds),,,,,,Jonali210910,DVB-S2,7200,2/3,3869 L,tp EA10,,,,,
3878 Ltp EA10Europe & America,DVB-S28PSK72002/3,,(feeds),,,,,,Jonali210921,DVB-S2,7200,2/3,3878 L,tp EA10,,,,,
3886 Rtp EA9Europe & America,DVB-S28PSK49373/4,,(feeds),,,,,,Onacila211225,DVB-S2,4937,3/4,3886 R,tp EA9,,,,,
3892 Rtp EA9Europe & America,DVB-S28PSK49373/4,,(feeds),,,,,,Onacila211225,DVB-S2,4937,3/4,3892 R,tp EA9,,,,,
3898 Rtp EA9Europe & America,DVB-S28PSK49373/4,,(feeds),,,,,,Jonali211222,DVB-S2,4937,3/4,3898 R,tp EA9,,,,,
