Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
4140 VC,DVB-S28PSK288003/4,13,Raj Nagaichuvai,,MPEG-4/SD,613,713 Tam,,,DVB-S2,28800,3/4,4140 V,,,,,Raj Nagaichuvai,https://www.lyngsat.com/tvchannels/in/Raj-Nagaichuvai.html
4180 VC,DVB-S28PSK41673/5,1,Korean Central TV,,65281-1MPEG-4/HD,101,5.5 102 Kor,,T Kameda201010,DVB-S2,4167,3/5,4180 V,,,,,,
4180 VC,DVB-S28PSK41673/5,2,Voice of Korea,,,,202,,,DVB-S2,4167,3/5,4180 V,,,,,Voice of Korea,https://www.lyngsat.com/radiochannels/kp/Voice-of-Korea.html
4180 VC,DVB-S28PSK41673/5,3,KCBS,,,,302 Kor,,,DVB-S2,4167,3/5,4180 V,,,,,KCBS,https://www.lyngsat.com/radiochannels/kp/KCBS.html
11148 VChina,DVB-S2QPSK108311/4,1,Zhejiang Satellite TV,,?-?MPEG-4/SD,69,-2.3  68 Chi,,T Kameda210205,DVB-S2,10831,1/4,11148 V,,,,,,
11191 VChina,DVB-S2QPSK83323/4,1,CCTV 13,,?-?MPEG-4/SD,256,4.0 257 Chi,,T Kameda210205,DVB-S2,8332,3/4,11191 V,,,,,,
,,,,,,,,,,,,,,,,,,DVB-S2QPSK18003/4,
,,,,,,,,,,,,,,,,,,DVB-S28PSK41673/5,
,,,,,,,,,,,,,,,,,,DVB-S2QPSK108311/4,
,,,,,,,,,,,,,,,,,,DVB-S2QPSK83323/4,
,,,,,,,,,,,,,,,,,,DVB-S2QPSK83323/4,
