Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL
3641 Ltp 52Hemi0,,,,,,,,,N Stanislav240107,,,,3641 L,tp 52,0,,,,,,
3675 Rtp 53Hemi0,,,,,,,,,N Stanislav240107,,,,3675 R,tp 53,0,,,,,,
3679 Rtp 53Hemi0,,,,,,,,,N Stanislav240107,,,,3679 R,tp 53,0,,,,,,
3710 Ltp 56Hemi0,DVB-S28PSK83303/4,,,,3-1,,7.9,,DX Bozóth240322,DVB-S2,8330,3/4,3710 L,tp 56,0,,,,,,
3763 Rtp 57Hemi0,,,,,,,,,N Stanislav240313,DVB-S2,3750,3/4,3763 R,tp 57,0,,,,,,
3803 Ltp 60Hemi0,DVB-S28PSK300005/6,,,,100-100,,9.4,Cryptoguard 1IrdetoVisionCrypt,N Stanislav240107,DVB-S2,30000,5/6,3803 L,tp 60,0,"Cryptoguard 1,Irdeto,VisionCrypt",,,,,
3830 Rtp 61Hemi0,DVB-S28PSK66662/3,,,,513-513,,6.6,,DX Bozóth240324,DVB-S2,6666,2/3,3830 R,tp 61,0,,,,,,
3834 Ltp 62Hemi0,DVB-S28PSK150005/6,,,,1-101,,9.4,PowerVu,DX Bozóth230324,DVB-S2,15000,5/6,3834 L,tp 62,0,PowerVu,,,,,
3847 Ltp 62Hemi0,DVB-S66703/4,,,,3-101,,5.5,PowerVu,Mike 4220721,DVB-S,6670,3/4,3847 L,tp 62,0,PowerVu,,,,,
3858 Rtp 61Hemi0,DVB-S28PSK57143/4,,,,1-0,,7.9,,F Dibba230421,DVB-S2,5714,3/4,3858 R,tp 61,0,,,,,,
3874 Rtp 63Hemi0,,,,,,,,,DX Bozóth240315,DVB-S2,7200,3/4,3874 R,tp 63,0,,,,,,
3878 Ltp 64Hemi0,,,,,,,,,DX Bozóth240324,DVB-S2,7200,3/4,3878 L,tp 64,0,,,,,,
