Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL
3977 Ltp 104SE zone0,DVB-S177773/4,,NBC,,70-1,,5.5,Tongfang,Tony G150522,DVB-S,17777,3/4,3977 L,tp 104,0,Tongfang,https://www.lyngsat.com/providers/na/NBC.html,,,,
3977 Ltp 104SE zone0,DVB-S177773/4,1,NBC 1,,MPEG-2/SD,32,33 Eng,,,DVB-S,17777,3/4,3977 L,tp 104,0,,,NBC 1,https://www.lyngsat.com/tvchannels/na/NBC-1.html,,
3977 Ltp 104SE zone0,DVB-S177773/4,1,NBC 1,,MPEG-2/SD,32,33 Eng,,,DVB-S,17777,3/4,3977 L,tp 104,0,,,NBC 1,https://www.lyngsat.com/tvchannels/na/NBC-1.html,,
3977 Ltp 104SE zone0,DVB-S177773/4,64,NBC 1,,MPEG-2/SD,81,82 Eng,Tongfang,,DVB-S,17777,3/4,3977 L,tp 104,0,Tongfang,,NBC 1,https://www.lyngsat.com/tvchannels/na/NBC-1.html,,
3977 Ltp 104SE zone0,DVB-S177773/4,64,NBC 1,,MPEG-2/SD,81,82 Eng,Tongfang,,DVB-S,17777,3/4,3977 L,tp 104,0,Tongfang,,NBC 1,https://www.lyngsat.com/tvchannels/na/NBC-1.html,,
3977 Ltp 104SE zone0,DVB-S177773/4,2,(feeds),,,34,35,Tongfang,,DVB-S,17777,3/4,3977 L,tp 104,0,Tongfang,,,,,
3977 Ltp 104SE zone0,DVB-S177773/4,26,(feeds),,,59,57,Tongfang,,DVB-S,17777,3/4,3977 L,tp 104,0,Tongfang,,,,,
10962 Htp 71Spot 2,DVB-S15507/8,,(feeds),,,,,,N Stanislav111102,DVB-S,1550,7/8,10962 H,tp 71,,,,,,,
10966 Vtp 61Spot 1,DVB-S28PSK71202/3,,(feeds),,,,,,Roli210828,DVB-S2,7120,2/3,10966 V,tp 61,,,,,,,
11003 Vtp 61Spot 1,DVB-S28PSK36003/4,,(feeds),,,,,,Jamie A230607,DVB-S2,3600,3/4,11003 V,tp 61,,,,,,,
11016 Vtp 61Spot 1,DVB-S28PSK72003/4,,(feeds),,,,,,Jamie A160222,DVB-S2,7200,3/4,11016 V,tp 61,,,,,,,
11027 Vtp 61Spot 1,DVB-S28PSK36003/4,,(feeds),,,,,,Jamie A160222,DVB-S2,3600,3/4,11027 V,tp 61,,,,,,,
11045 Htp 72Spot 2,DVB-S21007/8,,(feeds),,,,,,DX Bozóth170505,DVB-S,2100,7/8,11045 H,tp 72,,,,,,,
11048 Htp 72Spot 2,DVB-S31003/4,,(feeds),,,,,,DX Bozóth090109,DVB-S,3100,3/4,11048 H,tp 72,,,,,,,
11049 Vtp 62Spot 1,DVB-S28PSK48003/4,,(feeds),,,,,,Jamie ARoli210417,DVB-S2,4800,3/4,11049 V,tp 62,,,,,,,
11055 Vtp 62Spot 1,DVB-S28PSK48003/4,,(feeds),,,,,,Jamie ARoli210417,DVB-S2,4800,3/4,11055 V,tp 62,,,,,,,
11063 Vtp 62Spot 1,DVB-S28PSK32005/6,,(feeds),,,,,,Jamie ARoli210618,DVB-S2,3200,5/6,11063 V,tp 62,,,,,,,
11080 Vtp 62Spot 1,DVB-S28PSK96003/4,,(feeds),,,,,,Jamie A220303,DVB-S2,9600,3/4,11080 V,tp 62,,,,,,,
11080 Htp 72Spot 2,DVB-S11003/4,,(feeds),,,,,,DX Bozóth120229,DVB-S,1100,3/4,11080 H,tp 72,,,,,,,
