Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Pkg_Name,Pkg_URL
Ku,DSS,,DirecTV Norte,,,,,,J Toro180804,,,,Ku,,,,,DirecTV Norte,https://www.lyngsat.com/packages/DirecTV-Norte.html
Ku,DSS,,DirecTV Norte,,,,,,J Toro180804,,,,Ku,,,,,DirecTV Norte,https://www.lyngsat.com/packages/DirecTV-Norte.html
