Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL
3662 RC,DVB-S28PSK83333/4,8,RT Español,,?-?MPEG-4/HD,536,7.9 537 Spa,,Edinho fta220312,DVB-S2,8333,3/4,3662 R,,,,,RT Español,https://www.lyngsat.com/tvchannels/ru/RT-Espanol.html,,
11866 VKu FSS,DVB-S28PSK75003/4,100,RT Español,,MPEG-4/HD,536,537 Spa,,,DVB-S2,7500,3/4,11866 V,,,,,RT Español,https://www.lyngsat.com/tvchannels/ru/RT-Espanol.html,,
3680 RC,DVB-S33003/4,,Bolivia TV 7.1,,MPEG-2/SD,308,5.5 256 Spa,,Edinho fta220130,DVB-S,3300,3/4,3680 R,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,,
3684 RC,DVB-S33003/4,,Bolivia TV 7.1,,MPEG-2/SD,33,5.5  36 Spa,,Edinho fta220130,DVB-S,3300,3/4,3684 R,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,,
11560 VKu FSS,DVB-S28PSK300003/4,7,Bolivia TV 7.1,,MPEG-4/SD,523,524 Spa,,,DVB-S2,30000,3/4,11560 V,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,,
11503 HKu FSS,DVB-S2000,,(feeds),,,,,,OpcionFTA170627,DVB-S,3300,3/4,11503 H,,,,,,,,
11884 VKu FSS,DVB-S21700,,(feeds),,,,,,C de Berazategui230425,DVB-S2,7500,3/4,11884 V,,,,,,,,
11520 VKu FSS,DVB-S28PSK300003/4,,Entel,,,,7.9,Verimatrix (B),C de Berazategui231128,DVB-S2,30000,3/4,11520 V,,,Verimatrix (B),,,,Entel,https://www.lyngsat.com/packages/Entel.html
11520 VKu FSS,DVB-S28PSK300003/4,,Entel,,,,7.9,Verimatrix (B),C de Berazategui231128,DVB-S2,30000,3/4,11520 V,,,Verimatrix (B),,,,Entel,https://www.lyngsat.com/packages/Entel.html
11520 VKu FSS,DVB-S28PSK300003/4,,Entel,,,,7.9,Verimatrix (B),C de Berazategui231128,DVB-S2,30000,3/4,11520 V,,,Verimatrix (B),,,,Entel,https://www.lyngsat.com/packages/Entel.html
