Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
4100 Vtp 20North America C,DVB-S28PSK300005/6,,(WWE feeds),,,,,,Mike 4230620,DVB-S2,30000,5/6,4100 V,tp 20,,,,,
4105 Htp 21North America C,DVB-S28PSK75003/4,,(feeds),,,,,,ML231208,DVB-S2,7500,3/4,4105 H,tp 21,,,,,
4138 Vtp 22North America C,DVB-S28PSK170003/4,,(feeds),,,,,,Mike 4230701,DVB-S2,17000,3/4,4138 V,tp 22,,,,,
11940 Vtp 12North America Ku,NTSC,,(feeds),,,,,,Tim 2021104,DVB-S2,11150,3/5,11940 V,tp 12,,,,,
12050 Vtp 18North America Ku,DVB-S28PSK4800,,(feeds),,,,,,Cyberham240306,DVB-S2,4800,2/3,12050 V,tp 18,,,,,
12064 Vtp 18North America Ku,DVB-S65105/6,,(feeds),,,,,,Abbie140905,DVB-S,6510,5/6,12064 V,tp 18,,,,,
12152 Htp 23North America Ku,DVB-S28PSK15000,,(feeds),,,,,,Abbie140905,DVB-S2,15000,3/4,12152 H,tp 23,,,,,
12165 Htp 23North America Ku,DVB-S61103/4,,(feeds),,,,,,Abbie140905,DVB-S,6110,3/4,12165 H,tp 23,,,,,
4177 Htp 23North America C0,DVB-S28943/4,2,Point of View,,?-3,,5.54864 Eng,,Mike 4221213,DVB-S,2894,3/4,4177 H,tp 23,0,,,,
11744 Htp 3North America Ku,DVB-S28PSK42503/4,,(Sinclair feeds),,,,,,Mitch200706,DVB-S2,4250,3/4,11744 H,tp 3,,,,,
11749 Htp 3North America Ku,DVB-S28PSK42503/4,,(Sinclair feeds),,,,,,Mitch200706,DVB-S2,4250,3/4,11749 H,tp 3,,,,,
11754 Htp 3North America Ku,DVB-S28PSK42503/4,,(Sinclair feeds),,,,,,Mitch200706,DVB-S2,4250,3/4,11754 H,tp 3,,,,,
11760 Htp 3North America Ku,DVB-S39783/4,,(CNN Newsource feeds),,,,,,Mitch200706,DVB-S,3978,3/4,11760 H,tp 3,,,,,
11960 Htp 13North America Ku,DVB-S28PSK300003/4,,(CNN Newsource feeds),,,,,,GdavisloopMike 4220223,DVB-S2,30000,3/4,11960 H,tp 13,,,,,
11800 Htp 5North America Ku0,,,,,,,,,Cyberham240306,DVB-S,3978,3/4,11800 H,tp 5,0,,,,
11804 Htp 5North America Ku,DVB-S28PSK12503/5,,(LPB feeds),,,,,,M Wilson 3130901,DVB-S2,1250,3/5,11804 H,tp 5,,,,,
11811 Htp 5North America Ku0,DVB-S28PSK111503/5,,LPB,,,,5.5,,Abbie140905,DVB-S2,11150,3/5,11811 H,tp 5,0,,https://www.lyngsat.com/providers/us/LPB.html,LPB,https://www.lyngsat.com/tvchannels/us/LPB.html
11811 Htp 5North America Ku0,DVB-S28PSK111503/5,6,LPB,,MPEG-2/HD,97,100 Eng,,,DVB-S2,11150,3/5,11811 H,tp 5,0,,https://www.lyngsat.com/providers/us/LPB.html,LPB,https://www.lyngsat.com/tvchannels/us/LPB.html
11811 Htp 5North America Ku0,DVB-S28PSK111503/5,4,LPB Kids,,MPEG-2/SD,65,68 Eng,,,DVB-S2,11150,3/5,11811 H,tp 5,0,,,LPB Kids,https://www.lyngsat.com/tvchannels/us/LPB-Kids.html
11811 Htp 5North America Ku0,DVB-S28PSK111503/5,5,LPB 3,,MPEG-2/SD,81,84 Eng,,,DVB-S2,11150,3/5,11811 H,tp 5,0,,,LPB 3,https://www.lyngsat.com/tvchannels/us/LPB-3.html
12044 Vtp 18North America Ku0,DVB-S28PSK32002/3,3,The Florida Channel,,1-4MPEG-2/SD,49,6.6  50 Eng,,Cyberham240306,DVB-S2,3200,2/3,12044 V,tp 18,0,,,,
12137 Htp 21North America Ku0,DVB-S28PSK39783/4,1,[NYS Media test card],,1-1,69,7.9  71,,Cyberham240307,DVB-S2,3978,3/4,12137 H,tp 21,0,,,,
12184 Vtp 24North America Ku,DVB-S35003/4,,(Unreliable Sources feeds),,,,,,N Ardman100329,DVB-S,3500,3/4,12184 V,tp 24,,,,,
,,,,,,,,,,,,,,,,,,DVB-S28943/4,
,,,,,,,,,,,,,,,,,,DVB-S28943/4,
,,,,,,,,,,,,,,,,,,DVB-S28PSK32002/3,
,,,,,,,,,,,,,,,,,,DVB-S28PSK32002/3,
