Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3927 Vtp 6BNorth America C,DVB-S75003/4,,(APTN feeds),,,,,,J-G Belanger150825,DVB-S,7500,3/4,3927 V,tp 6B,,,,,
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,,CruiseSat,,1-1,,7.9,Xcrypt,NOS482240203,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,https://www.lyngsat.com/providers/us/CruiseSat.html,,
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,10,TCM US,,HEVC/HD,110,100 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,TCM US,https://www.lyngsat.com/tvchannels/us/TCM-US.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,11,Cartoon Network Canada East,,HEVC/HD,910,900 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,Cartoon Network Canada East,https://www.lyngsat.com/tvchannels/us/Cartoon-Network-Canada-East.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,12,CBS News,,HEVC/SD,481,482 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,CBS News,https://www.lyngsat.com/tvchannels/us/CBS-News.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,12,CBS News,,HEVC/SD,481,482 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,CBS News,https://www.lyngsat.com/tvchannels/us/CBS-News.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,13,HGTV East,,HEVC/HD,1001,.3 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,HGTV East,https://www.lyngsat.com/tvchannels/us/HGTV-East.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,14,Food Network East,,HEVC/HD,38,3642 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,Food Network East,https://www.lyngsat.com/tvchannels/us/Food-Network-East.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,15,Travel Channel East,,HEVC/HD,52,39 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,Travel Channel East,https://www.lyngsat.com/tvchannels/us/Travel-Channel-East.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,16,Discovery Channel East,,HEVC/HD,49,50 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,Discovery Channel East,https://www.lyngsat.com/tvchannels/us/Discovery-Channel-East.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,17,Nickelodeon East,,HEVC/HD,63,64 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,Nickelodeon East,https://www.lyngsat.com/tvchannels/us/Nickelodeon-East.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,21,ESPNU,,HEVC/HD,7680,4128 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,ESPNU,https://www.lyngsat.com/tvchannels/us/ESPNU.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,22,ESPN US,,HEVC/HD,55,4131 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,ESPN US,https://www.lyngsat.com/tvchannels/us/ESPN-US.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,22,ESPN US,,HEVC/HD,55,4131 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,ESPN US,https://www.lyngsat.com/tvchannels/us/ESPN-US.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,210,ESPN US,,HEVC/HD,400,416 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,ESPN US,https://www.lyngsat.com/tvchannels/us/ESPN-US.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,210,ESPN US,,HEVC/HD,400,416 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,ESPN US,https://www.lyngsat.com/tvchannels/us/ESPN-US.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,23,ESPN 2 US,,HEVC/HD,48,51 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,ESPN 2 US,https://www.lyngsat.com/tvchannels/us/ESPN-2-US.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,23,ESPN 2 US,,HEVC/HD,48,51 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,ESPN 2 US,https://www.lyngsat.com/tvchannels/us/ESPN-2-US.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,211,ESPN 2 US,,HEVC/HD,72,107 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,ESPN 2 US,https://www.lyngsat.com/tvchannels/us/ESPN-2-US.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,211,ESPN 2 US,,HEVC/HD,72,107 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,ESPN 2 US,https://www.lyngsat.com/tvchannels/us/ESPN-2-US.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,24,SEC Network,,HEVC/HD,43,4. Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,SEC Network,https://www.lyngsat.com/tvchannels/us/SEC-Network.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,25,CNN USA,,HEVC/HD,710,700 Eng,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,CNN USA,https://www.lyngsat.com/tvchannels/us/CNN-USA.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,300,Rai Italia Nord America,,HEVC/HD,811,821 Ita,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,Rai Italia Nord America,https://www.lyngsat.com/tvchannels/it/Rai-Italia-Nord-America.html
4120 Htp 11ASouth America C,DVB-S28PSK220003/4,301,RTL Deutschland,,HEVC/HD,105,104 Ger,Xcrypt,,DVB-S2,22000,3/4,4120 H,tp 11A,,Xcrypt,,RTL Deutschland,https://www.lyngsat.com/tvchannels/de/RTL-Deutschland.html
