Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
4005 Vtp 15North America C0,DVB-S44423/4,1,Daystar TV,,?-?MPEG-2/SD,257,5.5 258 Eng,,S Baker210311,DVB-S,4442,3/4,4005 V,tp 15,0,,,,
4011 Vtp 15North America C0,DVB-S28PSK33335/6,,RCN,,,,9.4,RAS,Mike 4221126,DVB-S2,3333,5/6,4011 V,tp 15,0,RAS,https://www.lyngsat.com/providers/co/RCN.html,,
4011 Vtp 15North America C0,DVB-S28PSK33335/6,5,RCN Nuestra Tele,,MPEG-4/SD,101,102 Spa,RAS,,DVB-S2,3333,5/6,4011 V,tp 15,0,RAS,,RCN Nuestra Tele,https://www.lyngsat.com/tvchannels/co/RCN-Nuestra-Tele.html
4011 Vtp 15North America C0,DVB-S28PSK33335/6,6,NTN 24,,MPEG-4/SD,201,202 Spa,RAS,,DVB-S2,3333,5/6,4011 V,tp 15,0,RAS,,NTN 24,https://www.lyngsat.com/tvchannels/co/NTN-24.html
4011 Vtp 15North America C0,DVB-S28PSK33335/6,6,NTN 24,,MPEG-4/SD,201,202 Spa,RAS,,DVB-S2,3333,5/6,4011 V,tp 15,0,RAS,,NTN 24,https://www.lyngsat.com/tvchannels/co/NTN-24.html
4011 Vtp 15North America C0,DVB-S28PSK33335/6,7,RCN Novelas,,MPEG-4/SD,301,302 Spa,RAS,,DVB-S2,3333,5/6,4011 V,tp 15,0,RAS,,RCN Novelas,https://www.lyngsat.com/tvchannels/co/RCN-Novelas.html
4020 Htp 16North America C0,DVB-S28PSK300005/6,,Warner Bros. Discovery,,815-101,,9.4,PowerVu,Mike 4220518,DVB-S2,30000,5/6,4020 H,tp 16,0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,
4020 Htp 16North America C0,DVB-S28PSK300005/6,31,HGTV East,,MPEG-4/HD,110,111 Eng,PowerVu,,DVB-S2,30000,5/6,4020 H,tp 16,0,PowerVu,,HGTV East,https://www.lyngsat.com/tvchannels/us/HGTV-East.html
4020 Htp 16North America C0,DVB-S28PSK300005/6,32,Food Network East,,MPEG-4/HD,210,211 Eng,PowerVu,,DVB-S2,30000,5/6,4020 H,tp 16,0,PowerVu,,Food Network East,https://www.lyngsat.com/tvchannels/us/Food-Network-East.html
4020 Htp 16North America C0,DVB-S28PSK300005/6,33,Magnolia Network East,,MPEG-4/HD,310,311 Eng,PowerVu,,DVB-S2,30000,5/6,4020 H,tp 16,0,PowerVu,,Magnolia Network East,https://www.lyngsat.com/tvchannels/us/Magnolia-Network-East.html
4020 Htp 16North America C0,DVB-S28PSK300005/6,34,Cooking Channel,,MPEG-4/HD,410,411 Eng,PowerVu,,DVB-S2,30000,5/6,4020 H,tp 16,0,PowerVu,,Cooking Channel,https://www.lyngsat.com/tvchannels/us/Cooking-Channel.html
4020 Htp 16North America C0,DVB-S28PSK300005/6,35,Travel Channel East,,MPEG-4/HD,510,511 Eng,PowerVu,,DVB-S2,30000,5/6,4020 H,tp 16,0,PowerVu,,Travel Channel East,https://www.lyngsat.com/tvchannels/us/Travel-Channel-East.html
4020 Htp 16North America C0,DVB-S28PSK300005/6,36,HGTV West,,MPEG-4/HD,610,611 Eng,PowerVu,,DVB-S2,30000,5/6,4020 H,tp 16,0,PowerVu,,HGTV West,https://www.lyngsat.com/tvchannels/us/HGTV-West.html
