Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL
4126 Ltp CG1Global,DVB-S2QPSK110001/2,,American Forces Network,,18-101,,1.0,PowerVuVerimatrix,Onacila210202,DVB-S2,11000,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,,,,
4126 Ltp CG1Global,DVB-S2QPSK110001/2,302,AFN Prime Atlantic,,MPEG-4/SD,2160,2120 Eng,PowerVuVerimatrix,,DVB-S2,11000,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN Prime Atlantic,https://www.lyngsat.com/tvchannels/us/AFN-Prime-Atlantic.html,,
4126 Ltp CG1Global,DVB-S2QPSK110001/2,303,AFN News,,MPEG-4/SD,2260,2220 Eng,PowerVuVerimatrix,,DVB-S2,11000,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN News,https://www.lyngsat.com/tvchannels/us/AFN-News.html,,
4126 Ltp CG1Global,DVB-S2QPSK110001/2,304,AFN Sports,,MPEG-4/SD,2360,2320 Eng,PowerVuVerimatrix,,DVB-S2,11000,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN Sports,https://www.lyngsat.com/tvchannels/us/AFN-Sports.html,,
4126 Ltp CG1Global,DVB-S2QPSK110001/2,305,AFN Sports 2,,MPEG-4/SD,2370,2330 Eng,PowerVuVerimatrix,,DVB-S2,11000,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN Sports 2,https://www.lyngsat.com/tvchannels/us/AFN-Sports-2.html,,
4126 Ltp CG1Global,DVB-S2QPSK110001/2,320,AFN The Eagle Atlantic,,,,2720 Eng,PowerVuVerimatrix,,DVB-S2,11000,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN The Eagle Atlantic,https://www.lyngsat.com/radiochannels/us/AFN-The-Eagle-Atlantic.html,,
4126 Ltp CG1Global,DVB-S2QPSK110001/2,321,AFN The Voice,,,,2520 Eng,PowerVuVerimatrix,,DVB-S2,11000,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN The Voice,https://www.lyngsat.com/radiochannels/us/AFN-The-Voice.html,,
4126 Ltp CG1Global,DVB-S2QPSK110001/2,322,AFN Music Service 1,,,,2420 Eng,PowerVuVerimatrix,,DVB-S2,11000,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN Music Service 1,https://www.lyngsat.com/radiochannels/us/AFN-Music-Service-1.html,,
4126 Ltp CG1Global,DVB-S2QPSK110001/2,323,AFN Music Service 2,,,,2620 Eng,PowerVuVerimatrix,,DVB-S2,11000,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN Music Service 2,https://www.lyngsat.com/radiochannels/us/AFN-Music-Service-2.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,,Anuvu,,100-1,,4.0,PowerVu,M Al-Taie230923,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,https://www.lyngsat.com/providers/us/Anuvu.html,,,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,100,[MTN info card],,MPEG-4/SD,6177,6178 Eng,,,DVB-S2,30000,3/4,4132 R,tp CG2,,,,,,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,101,MTN Special Events,,MPEG-4/HD,4897,4898 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,MTN Special Events,https://www.lyngsat.com/tvchannels/us/MTN-Special-Events.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,101,MTN Special Events,,MPEG-4/HD,4897,4898 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,MTN Special Events,https://www.lyngsat.com/tvchannels/us/MTN-Special-Events.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,200,MTN Special Events,,MPEG-4/SD,4401,4402 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,MTN Special Events,https://www.lyngsat.com/tvchannels/us/MTN-Special-Events.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,200,MTN Special Events,,MPEG-4/SD,4401,4402 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,MTN Special Events,https://www.lyngsat.com/tvchannels/us/MTN-Special-Events.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,102,MSNBC International,,MPEG-4/SD,4129,4130 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,MSNBC International,https://www.lyngsat.com/tvchannels/us/MSNBC-International.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,103,Fox News Channel,,MPEG-4/SD,4385,4386 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Fox News Channel,https://www.lyngsat.com/tvchannels/us/Fox-News-Channel.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,104,CNBC US,,MPEG-4/SD,4641,4642 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,CNBC US,https://www.lyngsat.com/tvchannels/us/CNBC-US.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,105,Sky News International,,MPEG-4/SD,5153,5154 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Sky News International,https://www.lyngsat.com/tvchannels/uk/Sky-News-International.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,105,Sky News International,,MPEG-4/SD,5153,5154 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Sky News International,https://www.lyngsat.com/tvchannels/uk/Sky-News-International.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,106,BBC News,,MPEG-4/SD,5409,5410 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,BBC News,https://www.lyngsat.com/tvchannels/uk/BBC-News.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,107,Prime Journey,,MPEG-4/SD,5665,5666 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Prime Journey,https://www.lyngsat.com/tvchannels/--/Prime-Journey.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,108,Sky Sports News UK,,MPEG-4/SD,5921,5922 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Sky Sports News UK,https://www.lyngsat.com/tvchannels/uk/Sky-Sports-News-UK.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,109,Sport 24,,MPEG-4/HD,6433,6434 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Sport 24,https://www.lyngsat.com/tvchannels/uk/Sport-24.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,110,Prime One,,MPEG-4/SD,6945,6946 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Prime One,https://www.lyngsat.com/tvchannels/--/Prime-One.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,111,Sport 24 Extra,,MPEG-4/SD,7201,7.02,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Sport 24 Extra,https://www.lyngsat.com/tvchannels/uk/Sport-24-Extra.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,112,RTL Deutschland,,MPEG-4/SD,6689,6690 Ger,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,RTL Deutschland,https://www.lyngsat.com/tvchannels/de/RTL-Deutschland.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,113,Sky News Australia,,MPEG-4/SD,7457,7458 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Sky News Australia,https://www.lyngsat.com/tvchannels/uk/Sky-News-Australia.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,115,TFC Asia-Pacific,,MPEG-4/SD,7969,7970,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,TFC Asia-Pacific,https://www.lyngsat.com/tvchannels/ph/TFC-Asia-Pacific.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,116,Prime Favorites,,MPEG-4/SD,4145,4146,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Prime Favorites,https://www.lyngsat.com/tvchannels/--/Prime-Favorites.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,117,BBC HD,,MPEG-4/HD,4657,4658 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,BBC HD,https://www.lyngsat.com/tvchannels/uk/BBC-HD.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,118,TVE Internacional Asia,,MPEG-4/SD,4913,4914 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,TVE Internacional Asia,https://www.lyngsat.com/tvchannels/es/TVE-Internacional-Asia.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,119,Canal 24 Horas,,MPEG-4/SD,5169,5170 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Canal 24 Horas,https://www.lyngsat.com/tvchannels/es/Canal-24-Horas.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,119,Canal 24 Horas,,MPEG-4/SD,5169,5170 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Canal 24 Horas,https://www.lyngsat.com/tvchannels/es/Canal-24-Horas.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,120,Australian Comedy & Drama Channel,,MPEG-4/SD,5425,5426 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Australian Comedy & Drama Channel,https://www.lyngsat.com/tvchannels/au/Australian-Comedy-and-Drama-Channel.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,121,ABC News,,MPEG-4/SD,5681,5682 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,ABC News,https://www.lyngsat.com/tvchannels/au/ABC-News.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,121,ABC News,,MPEG-4/SD,5681,5682 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,ABC News,https://www.lyngsat.com/tvchannels/au/ABC-News.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,124,Food Network East,,MPEG-4/SD,6961,6962 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Food Network East,https://www.lyngsat.com/tvchannels/us/Food-Network-East.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,125,HGTV East,,MPEG-4/SD,6705,6706 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,HGTV East,https://www.lyngsat.com/tvchannels/us/HGTV-East.html,,
4132 Rtp CG2Global,DVB-S2QPSK300003/4,126,Travel Channel East,,MPEG-4/SD,5937,5938 Eng,PowerVu,,DVB-S2,30000,3/4,4132 R,tp CG2,,PowerVu,,Travel Channel East,https://www.lyngsat.com/tvchannels/us/Travel-Channel-East.html,,
