Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
11465 Htp 203Europe & North Africa,DVB-S28PSK96003/4,,(feeds),,,,,,Roli231210,DVB-S2,9600,3/4,11465 H,tp 203,,,,,
11473 Htp 203Europe & North Africa,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli221231,DVB-S2,7200,3/4,11473 H,tp 203,,,,,
11481 Vtp 199Europe & North Africa,DVB-S236003/4,,(feeds),,,,,,Stanley_cassidy211129,DVB-S2,3600,3/4,11481 V,tp 199,,,,,
11497 Htp 203Europe & North Africa,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240127,DVB-S2,7200,3/4,11497 H,tp 203,,,,,
11516 Vtp 199Europe & North Africa,DVB-S28PSK48753/4,,(feeds),,,,,,Roli240204,DVB-S2,4875,3/4,11516 V,tp 199,,,,,
11525 Htp 204Europe & North Africa,DVB-S28PSK96003/4,,(feeds),,,,,,Roli230225,DVB-S2,9600,3/4,11525 H,tp 204,,,,,
11537 Htp 204Europe & North Africa,DVB-S28PSK96003/4,,(feeds),,,,,,Roli230225,DVB-S2,9600,3/4,11537 H,tp 204,,,,,
11539 Vtp 199Europe & North Africa,DVB-S28PSK72003/4,,(feeds),,,,,,Roli191228,DVB-S2,7200,3/4,11539 V,tp 199,,,,,
11544 Vtp 199Europe & North Africa,DVB-S28PSK48002/3,,(feeds),,,,,,Roli191222,DVB-S2,4800,2/3,11544 V,tp 199,,,,,
11546 Htp 204Europe & North Africa,DVB-S28PSK50003/4,,(feeds),,,,,,Roli191222,DVB-S2,5000,3/4,11546 H,tp 204,,,,,
11547 Vtp 199Europe & North Africa,DVB-S28PSK36003/4,,(feeds),,,,,,M Sixx191223,DVB-S2,3600,3/4,11547 V,tp 199,,,,,
11552 Htp 204Europe & North Africa,DVB-S28PSK50003/4,,(feeds),,,,,,Roli191222,DVB-S2,5000,3/4,11552 H,tp 204,,,,,
11561 Vtp 200Europe & North Africa,DVB-S28PSK36003/4,,(feeds),,,,,,Roli191222,DVB-S2,3600,3/4,11561 V,tp 200,,,,,
11567 Htp 204Europe & North Africa,DVB-S28PSK96003/4,,(feeds),,,,,,Roli240302,DVB-S2,9600,3/4,11567 H,tp 204,,,,,
11570 Vtp 200Europe & North Africa,DVB-S28PSK36003/4,,(feeds),,,,,,Roli191222,DVB-S2,3600,3/4,11570 V,tp 200,,,,,
11575 Vtp 200Europe & North Africa,DVB-S28PSK36003/4,,(feeds),,,,,,Roli191222,DVB-S2,3600,3/4,11575 V,tp 200,,,,,
11580 Vtp 200Europe & North Africa,DVB-S28PSK36003/4,,(feeds),,,,,,Roli191222,DVB-S2,3600,3/4,11580 V,tp 200,,,,,
11585 Htp 205Europe & North Africa,DVB-S28PSK75003/4,,(feeds),,,,,,Roli210315,DVB-S2,7500,3/4,11585 H,tp 205,,,,,
11586 Vtp 200Europe & North Africa,DVB-S28PSK45003/4,,(feeds),,,,,,Roli191227,DVB-S2,4500,3/4,11586 V,tp 200,,,,,
11592 Vtp 200Europe & North Africa,DVB-S28PSK45003/4,,(feeds),,,,,,Roli191227,DVB-S2,4500,3/4,11592 V,tp 200,,,,,
11594 Htp 205Europe & North Africa,DVB-S28PSK72003/4,,(feeds),,,,,,Roli201226,DVB-S2,7200,3/4,11594 H,tp 205,,,,,
11602 Vtp 200Europe & North Africa,DVB-S28PSK48003/4,,(feeds),,,,,,Roli210512,DVB-S2,4800,3/4,11602 V,tp 200,,,,,
11602 Htp 205Europe & North Africa,DVB-S28PSK45003/4,,(feeds),,,,,,Roli200614,DVB-S2,4500,3/4,11602 H,tp 205,,,,,
11608 Htp 205Europe & North Africa,DVB-S28PSK48753/4,,(feeds),,,,,,Roli211002,DVB-S2,4875,3/4,11608 H,tp 205,,,,,
11614 Vtp 200Europe & North Africa,DVB-S45003/4,,(feeds),,,,,,Roli210512,DVB-S,4500,3/4,11614 V,tp 200,,,,,
11614 Htp 205Europe & North Africa,DVB-S28PSK50003/4,,(feeds),,,,,,Roli200703,DVB-S2,5000,3/4,11614 H,tp 205,,,,,
11621 Htp 205Europe & North Africa,DVB-S28PSK72003/4,,(feeds),,,,,,RoliStanley_cassidy221229,DVB-S2,7200,3/4,11621 H,tp 205,,,,,
11623 Vtp 201Europe & North Africa,DVB-S28PSK7200,,(feeds),,,,,,Roli230211,DVB-S2,7200,3/4,11623 V,tp 201,,,,,
11629 Htp 205Europe & North Africa,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy221229,DVB-S2,7200,3/4,11629 H,tp 205,,,,,
11656 Vtp 202Europe & North Africa,DVB-S28PSK48753/4,,(feeds),,,,,,Roli230717,DVB-S2,4875,3/4,11656 V,tp 202,,,,,
11687 Vtp 202Europe & North Africa,DVB-S67503/4,,(feeds),,,,,,Roli230913,DVB-S,6750,3/4,11687 V,tp 202,,,,,
11884 Vtp 211America0,DVB-S275002/3,109,(feeds),,,109,219,,,DVB-S,27500,2/3,11884 V,tp 211,0,,,,
12078 Vtp 180Europe & North Africa,DVB-S28PSK75003/4,,(feeds),,,,,,Stanley_cassidy200713,DVB-S2,7500,3/4,12078 V,tp 180,,,,,
12082 Vtp 180Europe & North Africa,DVB-S250003/4,,(feeds),,,,,,Stanley_cassidy200904,DVB-S2,5000,3/4,12082 V,tp 180,,,,,
12088 Vtp 180Europe & North Africa,DVB-S250003/4,,(feeds),,,,,,Stanley_cassidy200904,DVB-S2,5000,3/4,12088 V,tp 180,,,,,
12095 Vtp 180Europe & North Africa,DVB-S28PSK50003/4,,(feeds),,,,,,Stanley_cassidy200713,DVB-S2,5000,3/4,12095 V,tp 180,,,,,
12103 Vtp 180Europe & North Africa,DVB-S28PSK50003/4,,(feeds),,,,,,Dallara231107,DVB-S2,5000,3/4,12103 V,tp 180,,,,,
12576 Htp 194Europe & North Africa,DVB-S28PSK72003/4,,(feeds),,,,,,Roli230527,DVB-S2,7200,3/4,12576 H,tp 194,,,,,
12581 Vtp 190Europe & North Africa,DVB-S28PSK150003/4,,(feeds),,,,,,RoliStanley_cassidy240129,DVB-S2,15000,3/4,12581 V,tp 190,,,,,
12593 Vtp 190Europe & North Africa,DVB-S28PSK48753/4,,(feeds),,,,,,Roli240323,DVB-S2,4875,3/4,12593 V,tp 190,,,,,
12603 Vtp 190Europe & North Africa,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240224,DVB-S2,7200,3/4,12603 V,tp 190,,,,,
12615 Htp 196Europe & North Africa,DVB-S28PSK48003/4,,(feeds),,,,,,Roli210613,DVB-S2,4800,3/4,12615 H,tp 196,,,,,
12621 Htp 196Europe & North Africa,DVB-S28PSK48003/4,,(feeds),,,,,,Roli210613,DVB-S2,4800,3/4,12621 H,tp 196,,,,,
12627 Htp 196Europe & North Africa,DVB-S28PSK48003/4,,(feeds),,,,,,Roli210613,DVB-S2,4800,3/4,12627 H,tp 196,,,,,
12633 Htp 196Europe & North Africa,DVB-S45003/4,,(feeds),,,,,,Roli200731,DVB-S,4500,3/4,12633 H,tp 196,,,,,
12639 Htp 196Europe & North Africa,DVB-S28PSK50003/4,,(feeds),,,,,,Roli200731,DVB-S2,5000,3/4,12639 H,tp 196,,,,,
12645 Htp 196Europe & North Africa,DVB-S28PSK50003/4,,(feeds),,,,,,Roli200731,DVB-S2,5000,3/4,12645 H,tp 196,,,,,
12679 Htp 197Europe & North Africa,DVB-S28PSK48753/4,,(feeds),,,,,,Roli200821,DVB-S2,4875,3/4,12679 H,tp 197,,,,,
12720 Htp 198Europe & North Africa,DVB-S28PSK72003/4,,(feeds),,,,,,Roli221204,DVB-S2,7200,3/4,12720 H,tp 198,,,,,
12734 Htp 198Europe & North Africa,DVB-S28PSK92303/4,,(feeds),,,,,,Roli221204,DVB-S2,9230,3/4,12734 H,tp 198,,,,,
11491 Vtp 199Europe & North Africa,DVB-S28PSK75228/9PLSGold 79463,,Telecom CLM,,8916-1,,10.7,,EnoSat240221,DVB-S2,3600,3/4,11491 V,tp 199,,,https://www.lyngsat.com/providers/es/Telecom-CLM.html,,
11491 Vtp 199Europe & North Africa,DVB-S28PSK75228/9PLSGold 79463,2,CMM TV,,MPEG-4/HD,408,456 Spa 457 Qaa,,,DVB-S2,3600,3/4,11491 V,tp 199,,,,CMM TV,https://www.lyngsat.com/tvchannels/es/CMM-TV.html
11491 Vtp 199Europe & North Africa,DVB-S28PSK75228/9PLSGold 79463,2,CMM TV,,MPEG-4/HD,408,456 Spa 457 Qaa,,,DVB-S2,3600,3/4,11491 V,tp 199,,,,CMM TV,https://www.lyngsat.com/tvchannels/es/CMM-TV.html
11491 Vtp 199Europe & North Africa,DVB-S28PSK75228/9PLSGold 79463,3,Radio C-LM Toledo,,,,557 Spa,,,DVB-S2,3600,3/4,11491 V,tp 199,,,,Radio C-LM Toledo,https://www.lyngsat.com/radiochannels/es/Radio-C-LM-Toledo.html
11491 Vtp 199Europe & North Africa,DVB-S28PSK75228/9PLSGold 79463,4,Radio C-LM Albacete,,,,558 Spa,,,DVB-S2,3600,3/4,11491 V,tp 199,,,,Radio C-LM Albacete,https://www.lyngsat.com/radiochannels/es/Radio-C-LM-Albacete.html
11491 Vtp 199Europe & North Africa,DVB-S28PSK75228/9PLSGold 79463,6,Radio C-LM Ciudad Real,,,,560 Spa,,,DVB-S2,3600,3/4,11491 V,tp 199,,,,Radio C-LM Ciudad Real,https://www.lyngsat.com/radiochannels/es/Radio-C-LM-Ciudad-Real.html
11491 Vtp 199Europe & North Africa,DVB-S28PSK75228/9PLSGold 79463,7,Radio C-LM Cuenca,,,,561 Spa,,,DVB-S2,3600,3/4,11491 V,tp 199,,,,Radio C-LM Cuenca,https://www.lyngsat.com/radiochannels/es/Radio-C-LM-Cuenca.html
11491 Vtp 199Europe & North Africa,DVB-S28PSK75228/9PLSGold 79463,8,Radio C-LM Guadalajara,,,,562 Spa,,,DVB-S2,3600,3/4,11491 V,tp 199,,,,Radio C-LM Guadalajara,https://www.lyngsat.com/radiochannels/es/Radio-C-LM-Guadalajara.html
11491 Vtp 199Europe & North Africa,DVB-S28PSK75228/9PLSGold 79463,10,Radio C-LM Talavera,,,,564 Spa,,,DVB-S2,3600,3/4,11491 V,tp 199,,,,Radio C-LM Talavera,https://www.lyngsat.com/radiochannels/es/Radio-C-LM-Talavera.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,,Cellnex,,0-101,,4.4,,EnoSat221208,DVB-S,4000,2/3,11644 V,tp 206,,,https://www.lyngsat.com/providers/es/Cellnex.html,,
11644 Vtp 206Europe & North Africa,DVB-S40002/3,1,Onda Cero,,,,142 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Onda Cero,https://www.lyngsat.com/radiochannels/es/Onda-Cero.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,1,Onda Cero,,,,142 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Onda Cero,https://www.lyngsat.com/radiochannels/es/Onda-Cero.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,2,Europa FM (Spain),,,,146 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Europa FM (Spain),https://www.lyngsat.com/radiochannels/es/Europa-FM.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,2,Europa FM (Spain),,,,146 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Europa FM (Spain),https://www.lyngsat.com/radiochannels/es/Europa-FM.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,4,Es Radio,,,,50 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Es Radio,https://www.lyngsat.com/radiochannels/es/Es-Radio.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,4,Es Radio,,,,50 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Es Radio,https://www.lyngsat.com/radiochannels/es/Es-Radio.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,8,Radio María España,,,,231 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Radio María España,https://www.lyngsat.com/radiochannels/it/Radio-Maria-Espana.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,8,Radio María España,,,,231 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Radio María España,https://www.lyngsat.com/radiochannels/it/Radio-Maria-Espana.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,10,Cadena 100,,,,1001 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Cadena 100,https://www.lyngsat.com/radiochannels/es/Cadena-100.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,10,Cadena 100,,,,1001 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Cadena 100,https://www.lyngsat.com/radiochannels/es/Cadena-100.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,11,Rock FM (Spain),,,,121 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Rock FM (Spain),https://www.lyngsat.com/radiochannels/es/Rock-FM.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,11,Rock FM (Spain),,,,121 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Rock FM (Spain),https://www.lyngsat.com/radiochannels/es/Rock-FM.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,25,Kiss FM (Spain),,,,5151 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Kiss FM (Spain),https://www.lyngsat.com/radiochannels/es/Kiss-FM.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,25,Kiss FM (Spain),,,,5151 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Kiss FM (Spain),https://www.lyngsat.com/radiochannels/es/Kiss-FM.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,26,Hit FM (Spain),,,,5161 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Hit FM (Spain),https://www.lyngsat.com/radiochannels/es/Hit-FM.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,26,Hit FM (Spain),,,,5161 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,Hit FM (Spain),https://www.lyngsat.com/radiochannels/es/Hit-FM.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,30,COPE,,,,292 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,COPE,https://www.lyngsat.com/radiochannels/es/COPE.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,30,COPE,,,,292 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,COPE,https://www.lyngsat.com/radiochannels/es/COPE.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,30,COPE,,,,292 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,COPE,https://www.lyngsat.com/radiochannels/es/COPE.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,30,COPE,,,,292 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,COPE,https://www.lyngsat.com/radiochannels/es/COPE.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,37,COPE,,,,371 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,COPE,https://www.lyngsat.com/radiochannels/es/COPE.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,37,COPE,,,,371 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,COPE,https://www.lyngsat.com/radiochannels/es/COPE.html
11644 Vtp 206Europe & North Africa,DVB-S40002/3,37,COPE,,,,371 Spa,,,DVB-S,4000,2/3,11644 V,tp 206,,,,COPE,https://www.lyngsat.com/radiochannels/es/COPE.html
