Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL
3720 Vtp 1Hemi C,DVB-S270003/4,,Edusat,,,,5.5,,Edinho fta230924,DVB-S,27000,3/4,3720 V,tp 1,,,https://www.lyngsat.com/providers/mx/Edusat.html,,,,
3720 Vtp 1Hemi C,DVB-S270003/4,1,Telesecundaria,,MPEG-2/SD,33,48 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Telesecundaria,https://www.lyngsat.com/tvchannels/mx/Telesecundaria.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,2,Capacita TV,,MPEG-2/SD,32,49 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Capacita TV,https://www.lyngsat.com/tvchannels/mx/Capacita-TV.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,3,ILCE Canal 13 Innova Conocimiento,,MPEG-2/SD,37,53 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,ILCE Canal 13 Innova Conocimiento,https://www.lyngsat.com/tvchannels/mx/ILCE-Canal-13-Innova-Conocimiento.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,5,Espacio Universitario,,MPEG-2/SD,38,54 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Espacio Universitario,https://www.lyngsat.com/tvchannels/mx/Espacio-Universitario.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,5,Espacio Universitario,,MPEG-2/SD,38,54 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Espacio Universitario,https://www.lyngsat.com/tvchannels/mx/Espacio-Universitario.html,,
3766 Htp 4Hemi C,DVB-S28PSK52003/4,,Espacio Universitario,,MPEG-4/HD,481,7.9 482 Spa,,Edinho fta240213,DVB-S2,5200,3/4,3766 H,tp 4,,,,Espacio Universitario,https://www.lyngsat.com/tvchannels/mx/Espacio-Universitario.html,,
3766 Htp 4Hemi C,DVB-S28PSK52003/4,,Espacio Universitario,,MPEG-4/HD,481,7.9 482 Spa,,Edinho fta240213,DVB-S2,5200,3/4,3766 H,tp 4,,,,Espacio Universitario,https://www.lyngsat.com/tvchannels/mx/Espacio-Universitario.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,6,Canal 22 Nacional,,MPEG-2/SD,39,55 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Canal 22 Nacional,https://www.lyngsat.com/tvchannels/mx/Canal-22-Nacional.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,7,Telebachillerato,,MPEG-2/SD,35,51 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Telebachillerato,https://www.lyngsat.com/tvchannels/mx/Telebachillerato.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,8,Canal Iberoamericano,,MPEG-2/SD,40,56 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,8,Canal Iberoamericano,,MPEG-2/SD,40,56 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,,
3773 Htp 4Hemi C,DVB-S28PSK52003/4,,Canal Iberoamericano,,MPEG-4/HD,481,7.9 482 Spa,,Edinho fta230619,DVB-S2,5200,3/4,3773 H,tp 4,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,,
3773 Htp 4Hemi C,DVB-S28PSK52003/4,,Canal Iberoamericano,,MPEG-4/HD,481,7.9 482 Spa,,Edinho fta230619,DVB-S2,5200,3/4,3773 H,tp 4,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,,
3779 Htp 4Hemi C,DVB-S36003/4,,Canal Iberoamericano,,MPEG-2/SD,257,5.5 258 Spa,,Edinho fta230619,DVB-S,3600,3/4,3779 H,tp 4,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,,
3779 Htp 4Hemi C,DVB-S36003/4,,Canal Iberoamericano,,MPEG-2/SD,257,5.5 258 Spa,,Edinho fta230619,DVB-S,3600,3/4,3779 H,tp 4,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,9,Tele México,,MPEG-2/SD,41,57 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Tele México,https://www.lyngsat.com/tvchannels/mx/Tele-Mexico.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,10,TV Universidad,,MPEG-2/SD,42,58 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,TV Universidad,https://www.lyngsat.com/tvchannels/mx/TV-Universidad.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,11,Red de las Artes,,MPEG-2/SD,43,59 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Red de las Artes,https://www.lyngsat.com/tvchannels/mx/Red-de-las-Artes.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,12,Aprende TV,,MPEG-2/SD,44,60 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Aprende TV,https://www.lyngsat.com/tvchannels/mx/Aprende-TV.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,12,Aprende TV,,MPEG-2/SD,44,60 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Aprende TV,https://www.lyngsat.com/tvchannels/mx/Aprende-TV.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,13,Canal del Congreso 45.1,,MPEG-2/SD,45,61 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Canal del Congreso 45.1,https://www.lyngsat.com/tvchannels/mx/Canal-del-Congreso-451.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,13,Canal del Congreso 45.1,,MPEG-2/SD,45,61 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Canal del Congreso 45.1,https://www.lyngsat.com/tvchannels/mx/Canal-del-Congreso-451.html,,
3792 Htp 4Hemi C,DVB-S28PSK40903/4,,Canal del Congreso 45.1,,MPEG-4/HD,308,7.9 256 Spa,,Edinho fta230619,DVB-S2,4090,3/4,3792 H,tp 4,,,,Canal del Congreso 45.1,https://www.lyngsat.com/tvchannels/mx/Canal-del-Congreso-451.html,,
3792 Htp 4Hemi C,DVB-S28PSK40903/4,,Canal del Congreso 45.1,,MPEG-4/HD,308,7.9 256 Spa,,Edinho fta230619,DVB-S2,4090,3/4,3792 H,tp 4,,,,Canal del Congreso 45.1,https://www.lyngsat.com/tvchannels/mx/Canal-del-Congreso-451.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,14,Especiales,,MPEG-2/SD,46,62 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Especiales,https://www.lyngsat.com/tvchannels/mx/Especiales.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,15,Telesecundaria +,,MPEG-2/SD,36,52 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Telesecundaria +,https://www.lyngsat.com/tvchannels/mx/Telesecundaria--.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,16,TV UNAM,,MPEG-2/SD,47,63 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,TV UNAM,https://www.lyngsat.com/tvchannels/mx/TV-UNAM.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,,Horizonte 107.9,,,,54 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Horizonte 107.9,https://www.lyngsat.com/radiochannels/mx/Horizonte-1079.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,,Horizonte 107.9,,,,54 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Horizonte 107.9,https://www.lyngsat.com/radiochannels/mx/Horizonte-1079.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,,Señal 96.5 FM,,,,71 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Señal 96.5 FM,https://www.lyngsat.com/radiochannels/mx/Senal-965-FM.html,,
3720 Vtp 1Hemi C,DVB-S270003/4,,Señal 96.5 FM,,,,71 Spa,,,DVB-S,27000,3/4,3720 V,tp 1,,,,Señal 96.5 FM,https://www.lyngsat.com/radiochannels/mx/Senal-965-FM.html,,
3740 Htp 2Hemi C,,,,,,,,,Edinho fta240305,DVB-S,27000,3/4,3740 H,tp 2,,,,,,,
3910 Htp 10Hemi C,DVB-S2QPSK15835/6,,,,,,5.2,,Edinho fta240203,DVB-S2,1583,5/6,3910 H,tp 10,,,,,,,
3935 Htp 12Hemi C,,,,,,,,,Edinho fta240224,DVB-S2,667,3/4,3935 H,tp 12,,,,,,,
3980 Htp 14Hemi C,DVB-S28PSK8325/6,,,,,,9.4,,Edinho fta230619,DVB-S2,832,5/6,3980 H,tp 14,,,,,,,
4002 Vtp 15Hemi C,DVB-S28PSK22503/4,,,,,,7.9,,Edinho fta231203,DVB-S2,2250,3/4,4002 V,tp 15,,,,,,,
4015 Htp 16Hemi C,DVB-S28PSK232005/6,,,,,,9.4,BISSCompunicate,NOS482230319,DVB-S2,23200,5/6,4015 H,tp 16,,"BISS,Compunicate",,,,,
4160 Vtp 23Hemi C,DVB-S28PSK300005/6,,,,,,9.4,PowerVu,NOS482231103,DVB-S2,30000,5/6,4160 V,tp 23,,PowerVu,,,,,
11940 Vtp 12North America,DVB-S28PSK300002/3,,,,1386-1,,6.6,,Cyberham240306,DVB-S2,30000,2/3,11940 V,tp 12,,,,,,,
12040 Htp 17Hemi Ku0,,,,,,,,,Cyberham240306,DVB-S2,1481,3/4,12040 H,tp 17,0,,,,,,
12123 Vtp 22Hemi Ku0,DVB-S2QPSK33302/3,,,,,,3.1,,Cyberham240306,DVB-S2,3330,2/3,12123 V,tp 22,0,,,,,,
3766 Htp 4Hemi C,DVB-S28PSK52003/4,,Radio ILCE,,,,483 Spa,,,DVB-S2,5200,3/4,3766 H,tp 4,,,,Radio ILCE,https://www.lyngsat.com/radiochannels/mx/Radio-ILCE.html,,
3784 Htp 4Hemi C,DVB-S28PSK48003/4,,[test card],,MPEG-4/HD,308,7.9 25.,,Edinho fta230619,DVB-S2,4800,3/4,3784 H,tp 4,,,,,,,
3924 Vtp 11Hemi C,DVB-S28PSK72578/9,34,[test card],,MPEG-2/SD,1216,1516,,,DVB-S2,7257,8/9,3924 V,tp 11,,,,,,,
3786 Vtp 5Hemi C,DVB-S40003/4,,Telecentro (Dominican Republic),,MPEG-2/SD,49,5.5  51 Spa,,Edinho fta230318,DVB-S,4000,3/4,3786 V,tp 5,,,,,,,
3786 Vtp 5Hemi C,DVB-S40003/4,,La Kalle,,,,52 Spa,,,DVB-S,4000,3/4,3786 V,tp 5,,,,La Kalle,https://www.lyngsat.com/radiochannels/do/La-Kalle.html,,
3786 Vtp 5Hemi C,DVB-S40003/4,,Original,,,,52 Spa,,,DVB-S,4000,3/4,3786 V,tp 5,,,,Original,https://www.lyngsat.com/radiochannels/do/Original.html,,
3786 Vtp 5Hemi C,DVB-S40003/4,,Original,,,,52 Spa,,,DVB-S,4000,3/4,3786 V,tp 5,,,,Original,https://www.lyngsat.com/radiochannels/do/Original.html,,
