Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3521 VGlobal36-37,DVB-S16665/6,1,News 24 (Nepal),,?-?MPEG-4/SD,257,6.5 258 Nep,,N Stanislav231007,DVB-S,1666,5/6,3521 V,,36-37,,,,
3542 VGlobal36-37,DVB-S2QPSK33333/4,,AP1 HD,,MPEG-4/HD,1000,4.02000 Nep,,R Shrestha230114,DVB-S2,3333,3/4,3542 V,,36-37,,,,
3765 VEast hemi,DVB-S28PSK16663/4,,(feeds),,,,,,Bulek Sps220703,DVB-S2,1666,3/4,3765 V,,,,,,
3776 VEast hemi,DVB-S33323/4,,(feeds),,,,,,Anonymous190801,DVB-S,3332,3/4,3776 V,,,,,,
3936 Vtp 13BEast hemi,DVB-S28PSK32003/4,,(feeds),,,,,,Anonymous191204,DVB-S2,3200,3/4,3936 V,tp 13B,,,,,
4045 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,DVB-S2,4488,3/4,4045 V,,,,,,
4050 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191204,DVB-S2,4488,3/4,4050 V,,,,,,
4060 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,DVB-S2,4488,3/4,4060 V,,,,,,
4072 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,DVB-S2,4488,3/4,4072 V,,,,,,
4077 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191204,DVB-S2,4488,3/4,4077 V,,,,,,
4132 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,DVB-S2,4488,3/4,4132 V,,,,,,
4137 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,DVB-S2,4488,3/4,4137 V,,,,,,
4142 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191203,DVB-S2,4488,3/4,4142 V,,,,,,
4148 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191204,DVB-S2,4488,3/4,4148 V,,,,,,
4154 VEast hemi,DVB-S28PSK44883/4,,(feeds),,,,,,Anonymous191204,DVB-S2,4488,3/4,4154 V,,,,,,
11118 Htp 7,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210105,DVB-S2,7200,3/4,11118 H,tp 7,,,,,
11618 Htp 15,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy240105,DVB-S2,7200,3/4,11618 H,tp 15,,,,,
11627 Htp 15,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy240105,DVB-S2,7200,3/4,11627 H,tp 15,,,,,
11651 Htp 16,DVB-S2216003/4,,(feeds),,,,,,Stanley_cassidy221230,DVB-S2,21600,3/4,11651 H,tp 16,,,,,
11669 Htp 16,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210105,DVB-S2,7200,3/4,11669 H,tp 16,,,,,
11678 Htp 16,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210105,DVB-S2,7200,3/4,11678 H,tp 16,,,,,
12326 VSouth Asia,DVB-S18885/6,,(feeds),,,,,,DX Bozóth200706,DVB-S,1888,5/6,12326 V,,,,,,
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,,MYTV Broadcasting,,8650-1,,,,Josh231016,DVB-S2X,3332,3/4,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,,
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,,MYTV Broadcasting,,8650-1,,,,Josh231016,DVB-S2X,3332,3/4,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,,
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 172T2-MIPLP 0,,MYTV Broadcasting,,8650-2,,,,Albert I230303,DVB-S2X,3332,3/4,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,,
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 172T2-MIPLP 0,,MYTV Broadcasting,,8650-2,,,,Albert I230303,DVB-S2X,3332,3/4,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,,
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,103,TV 3 (Malaysia),,MPEG-4/HD,4112,4113 May,,,DVB-S2X,3332,3/4,3871 H,,0,,,TV 3 (Malaysia),https://www.lyngsat.com/tvchannels/my/TV-3.html
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,104,WowShop,,MPEG-4/SD,1032,1033 May,,,DVB-S2X,3332,3/4,3871 H,,0,,,WowShop,https://www.lyngsat.com/tvchannels/kr/WowShop.html
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,105,Enjoy TV 5,,MPEG-4/HD,4152,4153 Chi,,,DVB-S2X,3332,3/4,3871 H,,0,,,Enjoy TV 5,https://www.lyngsat.com/tvchannels/my/Enjoy-TV-5.html
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,107,NTV 7,,MPEG-4/SD,1052,1053 May,,,DVB-S2X,3332,3/4,3871 H,,0,,,NTV 7,https://www.lyngsat.com/tvchannels/my/NTV-7.html
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,108,8TV (Malaysia),,MPEG-4/HD,1062,1063 Chi,,,DVB-S2X,3332,3/4,3871 H,,0,,,8TV (Malaysia),https://www.lyngsat.com/tvchannels/my/8TV.html
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,109,TV 9 (Malaysia),,MPEG-4/SD,1072,1073 May,,,DVB-S2X,3332,3/4,3871 H,,0,,,TV 9 (Malaysia),https://www.lyngsat.com/tvchannels/my/TV-9.html
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,112,Awesome TV,,MPEG-4/HD,4122,4123 May,,,DVB-S2X,3332,3/4,3871 H,,0,,,Awesome TV,https://www.lyngsat.com/tvchannels/my/Awesome-TV.html
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,116,Suke TV,,MPEG-4/HD,4162,4163 May,,,DVB-S2X,3332,3/4,3871 H,,0,,,Suke TV,https://www.lyngsat.com/tvchannels/my/Suke-TV.html
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,122,TVS (Malaysia),,MPEG-4/HD,4142,4143 May,,,DVB-S2X,3332,3/4,3871 H,,0,,,TVS (Malaysia),https://www.lyngsat.com/tvchannels/my/TVS.html
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,122,TVS (Malaysia),,MPEG-4/HD,4142,4143 May,,,DVB-S2X,3332,3/4,3871 H,,0,,,TVS (Malaysia),https://www.lyngsat.com/tvchannels/my/TVS.html
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,712,Hot FM,,,,7113 May,,,DVB-S2X,3332,3/4,3871 H,,0,,,Hot FM,https://www.lyngsat.com/radiochannels/my/Hot-FM.html
3871 HEast hemi0,DVB-S2X16APSK514303/5MultistreamStream 171T2-MIPLP 0,712,Hot FM,,,,7113 May,,,DVB-S2X,3332,3/4,3871 H,,0,,,Hot FM,https://www.lyngsat.com/radiochannels/my/Hot-FM.html
