Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
11600 VThailand broadcast,DVB-S296711/2,211,TV Lao,,1-14,1511,1411 Lao,,K Ketkaew170401,DVB-S2,9671,1/2,11600 V,,,,,,
11618 VThailand broadcast,DVB-S227121/2,1001,OBEC TV 1,,1-10,301,401 Tha,BISS,K Ketkaew170401,DVB-S2,2712,1/2,11618 V,,,BISS,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,,Aora TV Satelit,,,,7.9,,NHMPlay211107,DVB-S2,6666,3/4,11686 V,,,,https://www.lyngsat.com/providers/id/Aora-TV-Satelit.html,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,8,Da Ai TV Indonesia,,MPEG-4/SD,140,156 Ind,,,DVB-S2,6666,3/4,11686 V,,,,,Da Ai TV Indonesia,https://www.lyngsat.com/tvchannels/tw/Da-Ai-TV-Indonesia.html
11686 VIndonesia broadcast,DVB-S28PSK66663/4,8,Da Ai TV Indonesia,,MPEG-4/SD,140,156 Ind,,,DVB-S2,6666,3/4,11686 V,,,,,Da Ai TV Indonesia,https://www.lyngsat.com/tvchannels/tw/Da-Ai-TV-Indonesia.html
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1000,[test card],,MPEG-4/SD,154,200,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1001,[test card],,MPEG-4/SD,360,196,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1002,[test card],,MPEG-4/SD,141,157,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1003,[test card],,MPEG-4/SD,143,159,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1004,[test card],,MPEG-4/SD,3009,290,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1005,[test card],,MPEG-4/SD,168,194,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1006,[test card],,MPEG-4/SD,3026,215,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1007,[test card],,MPEG-4/SD,193,203,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1008,[test card],,MPEG-4/SD,130,146,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1009,[test card],,MPEG-4/SD,214,320,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1010,[test card],,MPEG-4/SD,142,158,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1011,[test card],,MPEG-4/SD,221,207,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1012,[test card],,MPEG-4/SD,205,191,,,DVB-S2,6666,3/4,11686 V,,,,,,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1205,[test card],,MPEG-4/SD,305,120,,,DVB-S2,6666,3/4,11686 V,,,,,,
12206 VIndonesia,DVB-S2ACM100001/2,,@ MangoeSky,,,,,,Proluvies Lacus151001,DVB-S2,10000,1/2,12206 V,,,,,,
12743 VIndonesia,DVB-S2ACM100001/2,,@ MangoeSky,,,,,,Proluvies Lacus151023,DVB-S2,10000,1/2,12743 V,,,,,,
12390 VPhilippines,DVB-S28PSK20003/4,3,Oras ng Himala,,?-?MPEG-4/SD,770,7.9 771 Tgl,,Anonymous201119,DVB-S2,2000,3/4,12390 V,,,,,,
12407 VPhilippines,DVB-S28PSK20833/4,101,DepEd TV,,?-?MPEG-4/SD,33,7.9  34 Tgl,,Anonymous201119,DVB-S2,2083,3/4,12407 V,,,,,,
12494 VPhilippines,DVB-S28PSK20833/4,101,DepEd TV,,?-?MPEG-4/SD,33,7.9  34 Tgl,,Anonymous201119,DVB-S2,2083,3/4,12494 V,,,,,,
12499 VPhilippines,DVB-S28PSK20833/4,101,DepEd TV,,?-?MPEG-4/SD,33,7.9  34 Tgl,,Anonymous201119,DVB-S2,2083,3/4,12499 V,,,,,,
,,,,,,,,,,,,,,,,,,DVB-S296711/2,
,,,,,,,,,,,,,,,,,,DVB-S227121/2,BISS
,,,,,,,,,,,,,,,,,,DVB-S28PSK20003/4,
,,,,,,,,,,,,,,,,,,DVB-S28PSK20833/4,
,,,,,,,,,,,,,,,,,,DVB-S28PSK20833/4,
,,,,,,,,,,,,,,,,,,DVB-S28PSK20833/4,
