Sattelite,Provider,Country
Eutelsat-65-West-A,Record Minas,br
Eutelsat-65-West-A,Rede Família,br
Eutelsat-65-West-A,Record Goiás,br
Eutelsat-65-West-A,Record RS,br
Eutelsat-65-West-A,Record Bahia,br
Eutelsat-65-West-A,Record Belém,br
Eutelsat-65-West-A,TV UNAM,mx
Eutelsat-65-West-A,TV ALEPE,br
Eutelsat-65-West-A,TV TEM Bauru,br
Eutelsat-65-West-A,Band Triângulo,br
Eutelsat-65-West-A,TV TEM São José do Rio Preto,br
Eutelsat-65-West-A,TV Integração Juiz de Fora,br
Eutelsat-65-West-A,TV ALBA,br
Eutelsat-65-West-A,TV TEM Itapetininga,br
Eutelsat-65-West-A,TV Integração,br
Eutelsat-65-West-A,Eutelsat,fr
Eutelsat-65-West-A,TVE,br
Star-One-D2,TV Morena Campo Grande,br
Star-One-D2,TV Centro América Cuiabá,br
Star-One-D2,Fundação Padre Anchieta,br
Star-One-D2,Rede Gospel,br
Star-One-D2,Boas Novas,br
Star-One-D2,TV Anhanguera Goiânia,br
Star-One-D2,Rede Vida,br
Star-One-D2,EPTV Sul de Minas,br
Star-One-D2,TV Câmara,br
Star-One-D2,EPTV Campinas e região,br
Star-One-D2,TV Senado (Brazil),br
Star-One-D2,TV Mirante São Luís,br
Star-One-D2,TV Aparecida,br
Star-One-D2,Grupo Bandeirantes,br
Star-One-D2,SBA,br
Star-One-D2,SBT Rede 1,br
Star-One-D2,Record News,br
Star-One-D2,TV Canção Nova Rede,br
Star-One-D2,Rede Minas,br
Star-One-D2,TV Evangelizar,br
Star-One-D2,Rede Amazônica Porto Velho,br
Star-One-D2,Rede Século 21,br
Star-One-D2,Rede CNT Satélite,br
Star-One-D2,Assembleia do Amazonas,br
Star-One-D2,TV Brasil Central,br
Star-One-D2,Rede TV!,br
Star-One-D2,Speedcast,br
Arsat-1,Arsat,ar
Arsat-1,TDA,ar
Arsat-1,T5 Satelital,ar
Star-One-C3,TV A Crítica,br
Star-One-C3,Rede Bahia,br
Star-One-C3,TV Jangadeiro,br
Star-One-C3,TV Mais Família,br
Star-One-C3,TV Alterosa,br
Star-One-C3,TV Serra Dourada,br
Star-One-C3,RBI TV,br
Star-One-C3,Rede 21,br
Star-One-C3,TV Gazeta Alagoas,br
Star-One-C3,TV Thathi Vale,br
Star-One-C3,Boa Vontade TV,br
Star-One-C3,Rede CNT Rio de Janeiro,br
Star-One-C3,SIC TV,br
Star-One-C3,TV Gazeta São Paulo,br
Star-One-C3,Fundação Cultural Riograndense,br
Star-One-C3,SBT Rio,br
Star-One-C3,TV Thathi Campinas,br
Star-One-C3,Band Vale,br
Star-One-C3,TV Aparecida,br
Star-One-C3,Band Amazonas,br
Star-One-C3,Band Bahia,br
Star-One-C3,Canais Globo,br
Star-One-C3,TV Canção Nova,br
Star-One-C3,Band SP Interior,br
Star-One-C3,Band Minas,br
Star-One-C3,Band Rio Interior,br
Star-One-C3,Band Paraná,br
Star-One-C3,Band Campinas,br
Star-One-C3,Big Brother Brasil,br
Star-One-C3,Grupo Bandeirantes,br
Star-One-C3,Band RS,br
Star-One-C3,Inter TV,br
Star-One-C3,Fish TV,br
QuetzSat-1,TV Méxiquense,mx
Star-One-D1,TV Mirante,br
Star-One-D1,TV Encontro das Águas,br
Star-One-D1,Rede Massa,br
Star-One-D1,TV Cultura do Pará,br
Star-One-D1,TV Assembléia Piauí,br
Star-One-D1,NET,br
Star-One-D1,TV PE,br
SES-2,LPB,us
TKSat-1,ABE,bo
Galaxy-32,MASN,us
Galaxy-32,Fox Corporation,us
Galaxy-32,NHL Network,us
Galaxy-32,TCT,us
Galaxy-32,The CW Plus,us
Galaxy-32,Roberts Communications Network,us
Galaxy-19,Televisa,mx
Galaxy-19,SES,lu
Galaxy-19,Saba World,lb
Galaxy-19,STN,si
Galaxy-19,Globecast,fr
Galaxy-19,CCTV,cn
Galaxy-19,Intelsat,lu
Galaxy-16,Family Broadcasting Corporation,us
Galaxy-16,Azteca,mx
Galaxy-16,NBC,us
Galaxy-16,Family Radio (USA),us
Galaxy-16,PBS,us
SES-1,RCN,co
SES-1,Warner Bros. Discovery,us
SES-1,Hallmark,us
SES-1,Paramount Domestic Media Networks HD Plex 4,us
SES-1,Paramount Domestic Media Networks HD Plex 2,us
SES-1,Paramount Domestic Media Networks HD Plex,us
SES-1,Jewelry TV,us
SES-1,NBC Universal,us
SES-1,Educational Media Foundation,us
SES-1,American Family Radio,us
SES-3,NBC,us
SES-18,Gulfcom,bb
SES-18,ION Media Networks,us
SES-18,HSN,us
SES-18,QVC,us
SES-18,Univisión,us
SES-18,Showtime HD West Plex 2,us
EchoStar-105-SES-11,VA+,mx
EchoStar-105-SES-11,A Más +,mx
EchoStar-105-SES-11,Paramount Domestic Media Networks HD Plex 1,us
EchoStar-105-SES-11,NBC,us
EchoStar-105-SES-11,Veterans Affairs Knowledge Network,us
Anik-F1R,CruiseSat,us
Eutelsat-115-West-B,Grupo Radio Centro,mx
Eutelsat-115-West-B,Canal 10 Chiapas,mx
Eutelsat-115-West-B,Canal del Congreso 45.1,mx
Eutelsat-117-West-A,Edusat,mx
Eutelsat-117-West-A,Azteca,mx
Eutelsat-117-West-A,PCTV,mx
Eutelsat-117-West-A,SICOM TV,mx
Eutelsat-117-West-A,TM Global Communications,hn
Eutelsat-117-West-A,Canal 28 Nuevo León,mx
Eutelsat-117-West-A,TV Azteca Guate,mx
Eutelsat-117-West-A,TV Cuatro,mx
Eutelsat-117-West-A,UDG TV,--
Eutelsat-117-West-A,TPSD,do
Eutelsat-117-West-A,Ecuador TV,ec
Eutelsat-117-West-A,Emisoras Unidas,gt
Eutelsat-117-West-A,Grupo ACIR,mx
Eutelsat-117-West-A,Cable Color,hn
Eutelsat-117-West-A,Az TV de Paga,mx
Eutelsat-117-West-A,Panamericana TV,pe
Eutelsat-117-West-A,Ecuavisa,ec
Eutelsat-117-West-A,Televisa,mx
Eutelsat-117-West-A,RTVE,es
Eutelsat-117-West-A,Grupo Telemicro,do
Eutelsat-117-West-A,United Teleports,us
Eutelsat-117-West-A,Televisa Networks,mx
Eutelsat-117-West-A,The Erotic Networks,us
Eutelsat-117-West-A,Atresmedia,es
Eutelsat-117-West-A,Thema America,fr
Eutelsat-117-West-A,Multimedios,mx
Anik-F3,CTV,ca
Anik-F3,Educational Media Foundation,us
Galaxy-18,IKO MG,it
Galaxy-18,Trinity Broadcasting,us
Galaxy-18,Univisión,us
Galaxy-18,MLB Network,us
Galaxy-18,Walt Disney TV,us
Galaxy-18,ESPN,us
Galaxy-18,EXRN Radio Network,us
Galaxy-18,Daystar TV,us
Galaxy-30,GCI,us
Galaxy-30,ShopHQ,us
Galaxy-30,C-SPAN,us
Galaxy-30,AMC Networks,us
Galaxy-30,NBC Universal,us
Galaxy-30,Turner,us
Galaxy-30,A+E Networks,us
Galaxy-30,Showtime HD East Plex 2,us
Galaxy-37-Horizons-4,GCI,us
Galaxy-37-Horizons-4,NASA TV,us
Galaxy-37-Horizons-4,Starz,us
Galaxy-37-Horizons-4,Herring Networks,us
Galaxy-37-Horizons-4,MBC America,kr
Galaxy-37-Horizons-4,Encompass,us
Galaxy-37-Horizons-4,Warner Bros. Discovery,us
SES-21,SES,lu
Galaxy-33,Media-Comm,us
Galaxy-33,HBO The Works,us
Galaxy-33,Starz,us
Galaxy-33,Bally Sports,us
Galaxy-33,EWTN,us
Galaxy-33,Big Ten Network,us
SES-22,GMA Network,ph
SES-22,In Demand,us
SES-22,ION Media Networks,us
