Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
3532 H,DVB-S28PSK133303/5,,Bricast,,,,5.5,BISS 1Xcrypt,Albert I230112,https://www.lyngsat.com/providers/--/Bricast.html
3532 H,DVB-S28PSK133303/5,,Bricast,,,,5.5,BISS 1Xcrypt,Albert I230112,https://www.lyngsat.com/providers/--/Bricast.html
3855 V,DVB-S28PSK133303/5,,Bricast,,,,5.5,BISS 1Xcrypt,Albert I240304,https://www.lyngsat.com/providers/--/Bricast.html
3855 V,DVB-S28PSK133303/5,,Bricast,,,,5.5,BISS 1Xcrypt,Albert I240304,https://www.lyngsat.com/providers/--/Bricast.html
3532 H,DVB-S28PSK133303/5,1,BRI Vision promo,,MPEG-4/HD,121,122 Ind,Xcrypt,,
3532 H,DVB-S28PSK133303/5,2,BRI Vision promo,,MPEG-4/HD,123,124 Ind,Xcrypt,,
3532 H,DVB-S28PSK133303/5,3,BRI Vision promo,,MPEG-4/HD,125,126 Ind,BISS 1,,
3532 H,DVB-S28PSK133303/5,4,BRI Vision promo,,MPEG-4/HD,127,128 Ind,BISS 1,,
3855 V,DVB-S28PSK133303/5,1,BRI Vision promo,,MPEG-4/HD,121,122 Ind,Xcrypt,,
3855 V,DVB-S28PSK133303/5,2,BRI Vision promo,,MPEG-4/HD,123,124 Ind,Xcrypt,,
3855 V,DVB-S28PSK133303/5,3,BRI Vision promo,,MPEG-4/HD,125,126 Ind,BISS 1,,
3855 V,DVB-S28PSK133303/5,4,BRI Vision promo,,MPEG-4/HD,127,128 Ind,BISS 1,,
