Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
10972 Vtp 1LMiddle East54,DVB-S28PSK300002/3,,Yes,,171-1,,6.6,Videoguard,DX Bozóth230905,
11030 VMiddle East54,DVB-S275005/6,,Yes,,171-10,,6.5,Videoguard,DX Bozóth230124,
11034 HMiddle East54,DVB-S28PSK36252/3,2,Makan TV,,?-?MPEG-4/HD,1212,6.61012 Ara,,N Hameiri240306,
11034 HMiddle East54,DVB-S28PSK36252/3,3,Kan Tarbut,,,,4113 Heb,,,
11034 HMiddle East54,DVB-S28PSK36252/3,4,Kan Bet,,,,4114 Heb,,,
11034 HMiddle East54,DVB-S28PSK36252/3,5,Kan Gimmel,,,,4115 Heb,,,
11034 HMiddle East54,DVB-S28PSK36252/3,6,Makan Radio,,,,4116 Ara,,,
11034 HMiddle East54,DVB-S28PSK36252/3,7,Kan Reka,,,,4117,,,
11034 HMiddle East54,DVB-S28PSK36252/3,8,Kan Kol HaMusica,,,,4118 Heb,,,
11034 HMiddle East54,DVB-S28PSK36252/3,9,Kan Moreshet,,,,4119 Heb,,,
11034 HMiddle East54,DVB-S28PSK36252/3,10,Kan 88,,,,4120 Heb,,,
11047 HMiddle East54,,,,,,,,,D Shimoni240101,
11058 VMiddle East54,DVB-S28PSK150002/3,,Yes,,171-2,,6.6,Videoguard,DX Bozóth230124,
11069 HMiddle East54,DVB-S37023/4,,,,,,5.5,,DX Bozóth230911,
11069 HMiddle East54,DVB-S37023/4,1,SBN International,,MPEG-2/SD,2001,3001 Eng,,,
11069 HMiddle East54,DVB-S37023/4,4,The Word Network,,MPEG-2/SD,2004,3004 Eng,,,
11069 HMiddle East54,DVB-S37023/4,10,The Overcomer,,,,3010 Eng,,,
11091 HMiddle East54,DVB-S45001/2,,,,,,2.7,,D Seke230802,
11091 HMiddle East54,DVB-S45001/2,3,Middle East TV,,MPEG-4/SD,1160,1120 Eng,,,
11091 HMiddle East54,DVB-S45001/2,4,It's Supernatural! Network,,MPEG-4/SD,69,71 Eng,,,
11103 VMiddle East54,DVB-S28PSK300003/4,,Yes,,171-15,,7.9,Videoguard,DX BozóthD Shimoni240217,
11474 VMiddle East54,DVB-S275003/4,,Yes,,171-3,,5.5,Videoguard,DX Bozóth231220,
11501 VMiddle East54,DVB-S137505/6,,Yes,,171-6,,6.5,Videoguard,DX Bozóth230906,
12358 HCEE,DVB-S32003/4,,(feeds),,,,,,Roli220903,
12375 HCEE,DVB-S237003/4,,(feeds),,,,,,Stanley_cassidy220720,
12382 HCEE,DVB-S28PSK46105/6,,(feeds),,,,,,N Stanislav221012,
12391 HCEE,DVB-S32003/4,,(feeds),,,,,,Stanley_cassidy211002,
12396 HCEE0,DVB-S33333/4,1,România TV,,65535-1MPEG-2/SD,256,5.5 258 Rum,,N Stanislav230624,
12403 HCEE,DVB-S28PSK32002/3,,(feeds),,,,,,Roli230708,
12408 HCEE,DVB-S28PSK46105/6,,(feeds),,,,,,Roli230621,
12417 HCEE,DVB-S28PSK25005/6,,(feeds),,,,,,Roli230311,
