Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
3890 Vtp 5BNCBrazil C0,DVB-S40005/6,1,TV Tapajós,,?-?MPEG-2/SD,256,6.5 768 Por,,C de Berazategui221201,
3890 Vtp 5BNCBrazil C0,DVB-S40005/6,2,94 FM (Santarém),,,,769 Por,,,
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,TV Mirante,,,,7.9,,Edinho fta210814,https://www.lyngsat.com/providers/br/TV-Mirante.html
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,TV Mirante Imperatriz,,MPEG-4/1seg,101,102 Por,,,
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,TV Mirante Imperatriz,,MPEG-4/HD,1001,1002 Por,,,
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,TV Educação MA,,MPEG-4/HD,265,272 Por,,,
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,TV Mirante Cocais,,MPEG-4/HD,273,274 Por,,,
3908 Htp 6ANCBrazil C0,DVB-S28PSK83333/4,,Mirante FM,,,,1010 Por,,,
3918 Htp 6ANCBrazil C0,DVB-S28PSK82323/4,,,,,,7.9,,Edinho fta220312,
3918 Htp 6ANCBrazil C0,DVB-S28PSK82323/4,,Rede Clube,,MPEG-4/1seg,101,102 Por,,,
3918 Htp 6ANCBrazil C0,DVB-S28PSK82323/4,,Rede Clube,,MPEG-4/HD,273,274 Por,,,
3918 Htp 6ANCBrazil C0,DVB-S28PSK82323/4,,Canal Educação Piauí,,MPEG-4/HD,301,302 Por,,,
3918 Htp 6ANCBrazil C0,DVB-S28PSK82323/4,,TV Alvorada,,MPEG-4/HD,1001,1002 Por,,,
3925 Htp 6ANCBrazil C0,DVB-S28PSK46655/6,,TV Encontro das Águas,,,,9.4,,Edinho fta220312,https://www.lyngsat.com/providers/br/TV-Encontro-das-Aguas.html
3925 Htp 6ANCBrazil C0,DVB-S28PSK46655/6,,TV Encontro das Águas,,MPEG-4/1seg,101,102 Por,,,https://www.lyngsat.com/providers/br/TV-Encontro-das-Aguas.html
3925 Htp 6ANCBrazil C0,DVB-S28PSK46655/6,,TV Encontro das Águas,,MPEG-4/HD,1001,1002 Por,,,https://www.lyngsat.com/providers/br/TV-Encontro-das-Aguas.html
3925 Htp 6ANCBrazil C0,DVB-S28PSK46655/6,,TV Encontro das Águas 2.2,,MPEG-4/HD,2001,2002 Por,,,
