Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
4104 Htp 11ANCSouth America,DVB-S28PSK50002/3,,TV Paranaíba,,,,6.6,,Edinho fta230705,https://www.lyngsat.com/providers/br/TV-Paranaiba.html
4104 Htp 11ANCSouth America,DVB-S28PSK50002/3,,TV Paranaíba,,MPEG-4/1seg,101,102 Por,,,https://www.lyngsat.com/providers/br/TV-Paranaiba.html
4104 Htp 11ANCSouth America,DVB-S28PSK50002/3,,TV Paranaíba,,MPEG-4/HD,1001,1002 Por,,,https://www.lyngsat.com/providers/br/TV-Paranaiba.html
4110 Htp 11ANCSouth America,DVB-S28PSK47803/4,,TV Guararapes,,,,7.9,,Edinho fta230705,https://www.lyngsat.com/providers/br/TV-Guararapes.html
4110 Htp 11ANCSouth America,DVB-S28PSK47803/4,,TV Guararapes,,MPEG-4/HD,273,274 Por,,,https://www.lyngsat.com/providers/br/TV-Guararapes.html
4110 Htp 11ANCSouth America,DVB-S28PSK47803/4,,TV Guararapes,,MPEG-4/1seg,641,643 Por,,,https://www.lyngsat.com/providers/br/TV-Guararapes.html
4116 Htp 11ANCSouth America,DVB-S28PSK34505/6,,TV Sucesso (Brazil),,,,9.4,,Edinho fta230705,https://www.lyngsat.com/providers/br/TV-Sucesso.html
4116 Htp 11ANCSouth America,DVB-S28PSK34505/6,,TV Sucesso (Brazil),,MPEG-4/HD,273,274 Por,,,https://www.lyngsat.com/providers/br/TV-Sucesso.html
4116 Htp 11ANCSouth America,DVB-S28PSK34505/6,,TV Sucesso (Brazil),,MPEG-4/1seg,641,643 Por,,,https://www.lyngsat.com/providers/br/TV-Sucesso.html
4142 Htp 12ANCSouth America,DVB-S28PSK1000,,Transamérica,,,,,FlexKey,C de Berazategui231211,https://www.lyngsat.com/providers/br/Transamerica.html
4142 Htp 12ANCSouth America,DVB-S28PSK1000,1,Transamérica Pop,,,,101 Por,FlexKey,,
4142 Htp 12ANCSouth America,DVB-S28PSK1000,3,Transamérica Light,,,,301,FlexKey,,
4150 Vtp 11BNCSouth America,DVB-S28PSK25003/4,,Rede Brasil,,MPEG-2/SD,473,7.9 474 Por,,Edinho fta230705,
4156 Vtp 11BNCSouth America,DVB-S28PSK50005/6,,Rede Brasil,,MPEG-4/HD,473,474 Por,,,
4156 Vtp 11BNCSouth America,DVB-S28PSK50005/6,,Rede Brasil,,MPEG-4/1seg,573,574 Por,,,
4156 Vtp 11BNCSouth America,DVB-S28PSK50005/6,,,,,,9.4,,Edinho fta230705,
4156 Vtp 11BNCSouth America,DVB-S28PSK50005/6,,RBTV,,MPEG-4/HD,273,274 Por,,,
4156 Vtp 11BNCSouth America,DVB-S28PSK50005/6,,RBTV,,MPEG-4/1seg,373,374 Por,,,
