Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
11728 Htp 1North America Ku,DVB-S24250,,(CNN feeds),,,,,,Anonymous201105,
11734 Htp 1North America Ku,DVB-S24250,,(CNN feeds),,,,,,Anonymous201105,
12020 Vtp 16North America Ku,DVB-S24250,,(CNN feeds),,,,,,Anonymous201105,
12035 Vtp 16North America Ku,DVB-S24250,,(CNN feeds),,,,,,Anonymous201105,
11815 Htp 5North America Ku,DVB-S24500,,(feeds),,,,,,Anonymous201105,
11904 Htp 11North America Ku,DVB-S28PSK46003/4,,(feeds),,,,,,C Curtis170226,
11917 Htp 11North America Ku,DVB-S24600,,(feeds),,,,,,Anonymous201105,
11923 Htp 11North America Ku,DVB-S24600,,(feeds),,,,,,Anonymous201105,
11929 Htp 11North America Ku,DVB-S24600,,(feeds),,,,,,Anonymous201105,
11935 Htp 11North America Ku,DVB-S24600,,(feeds),,,,,,Anonymous201105,
11995 Vtp 14North America Ku,DVB-S23540,,(feeds),,,,,,Anonymous201105,
12025 Vtp 16North America Ku,DVB-S24250,,(feeds),,,,,,Anonymous201105,
12053 Vtp 18North America Ku,DVB-S23540,,(feeds),,,,,,Anonymous201105,
12057 Vtp 18North America Ku,DVB-S23540,,(feeds),,,,,,Anonymous201105,
12067 Vtp 18North America Ku,DVB-S23540,,(feeds),,,,,,Anonymous201105,
12075 Vtp 18North America Ku,DVB-S23540,,(feeds),,,,,,Anonymous201105,
11910 Htp 11North America Ku0,,,,,,,,,ML240123,
12080 Htp 19North America Ku0,DVB-S28PSK299703/4,,,,,,7.9,,Mike 4210511,
12145 Vtp 22North America Ku0,DVB-S200003/4,,,,?-1,,5.5,,Cyberham240307,
12151 Htp 23North America Ku0,,,,,,,,,ML240225,
12157 Htp 23North America Ku0,,,,,,,,,ML240225,
12163 Htp 23North America Ku0,,,,,,,,,ML240225,
12175 Htp 23North America Ku0,,,,,,,,,ML240225,
12182 Vtp 24North America Ku0,,,,,,,,,Cyberham240306,
11950 Htp 13North America Ku,DVB-S24600,,(NBC feeds),,,,,,Anonymous201105,
11956 Htp 13North America Ku,DVB-S24600,,(NBC feeds),,,,,,Anonymous201105,
11962 Htp 13North America Ku,DVB-S24600,,(NBC feeds),,,,,,Anonymous201105,
11969 Htp 13North America Ku,DVB-S24600,,(NBC feeds),,,,,,Anonymous201105,
12025 Htp 17North America Ku,DVB-S28PSK46003/4,,(NBC feeds),,,,,,F Miata150726,
