Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
3750 H,DVB-S104903/4,,Hunan mux,,0-1,,5.5,,T Kameda121013,
3750 H,DVB-S104903/4,1,Hunan TV,,MPEG-2/SD,257,258 Chi,,,
3750 H,DVB-S104903/4,2,Golden Eagle Cartoon,,MPEG-2/SD,513,514 Chi,,,
3750 H,DVB-S104903/4,5,Hunan People's Satellite Radio,,,,1282 Chi,,,
3750 H,DVB-S104903/4,81,Hunan Traffic Channel,,,,1297 Chi,,,
3750 H,DVB-S104903/4,82,Hunan Economic Radio,,,,1313 Chi,,,
3750 H,DVB-S104903/4,83,Hunan Culture Radio,,,,1329 Chi,,,
3750 H,DVB-S104903/4,87,Golden Eagle 955,,,,1393 Chi,,,
3770 H,DVB-S28PSK123603/5,,CGTN,,2184-24,,5.5,,T Kameda170730,https://www.lyngsat.com/providers/cn/CGTN.html
3770 H,DVB-S28PSK123603/5,872,CGTN,,MPEG-4/HD,513,660 Eng,,,https://www.lyngsat.com/providers/cn/CGTN.html
4116 H,DVB-S213743/4,402,CGTN,,MPEG-2/SD,1260,1220 Eng,,,https://www.lyngsat.com/providers/cn/CGTN.html
3770 H,DVB-S28PSK123603/5,873,CGTN Documentary,,MPEG-4/HD,514,670 Eng,,,
4116 H,DVB-S213743/4,407,CGTN Documentary,,MPEG-2/SD,1760,1720 Eng,,,
3780 V,DVB-S28PSK323003/4,,,,,,7.9,Tongfang,Harold240120,
3950 H,DVB-S114065/6,,,,1-1,,6.5,,B CristC Sutton231226,
4020 V,DVB-S28PSK288003/4,,,,2184-51,,7.9,TongfangVideoguard,Harold240120,
4030 H,DVB-S109203/4,,,,1-1,,5.5,,C Sutton231214,
4075 V,,,,,,,,,Albert I240127,
3780 V,DVB-S28PSK323003/4,3,CCTV 6,,MPEG-2/SD,769,770 Chi,Tongfang,,
3880 H,DVB-S275003/4,503,CCTV 6,,MPEG-2/SD,514,670 Chi,Videoguard,,
3780 V,DVB-S28PSK323003/4,3490,CHC Action Movies,,AVS+/HD,257,258 Chi,Tongfang,,
3780 V,DVB-S28PSK323003/4,18017,Flash TV (China),,MPEG-2/SD,1057,1058 Chi,Tongfang,,
3780 V,DVB-S28PSK323003/4,36320,Martial Arts World,,AVS+/HD,1313,1314 Chi,Tongfang,,
3780 V,DVB-S28PSK323003/4,36385,Liyuan TV,,AVS+/HD,1297,1298 Chi,Tongfang,,
3780 V,DVB-S28PSK323003/4,36416,Cultural Treasure Channel,,AVS+/HD,1329,1330 Chi,Tongfang,,
3780 V,DVB-S28PSK323003/4,40416,Vanguard 2 Badminton Channel,,MPEG-2/SD,1121,1122 Chi,Tongfang,,
3787 H,DVB-S28PSK75003/4,100,Qinghai TV,,1-36AVS+/HD,101,7.9 102 Chi,Irdeto,Caribbean kelp210403,
4158 H,DVB-S86803/4,1010,Qinghai TV,,MPEG-2/SD,4113,4114 Chi,,,
3796 H,DVB-S69301/2,1-1,Guizhou TV,,1-1MPEG-2/SD,38,2.7  39 Chi,,T Kameda121013,
3796 H,DVB-S69301/2,2,Guizhou News Radio,,,,257 Chi,,,
3796 H,DVB-S69301/2,7,Guizhou News Radio,,,,49 Chi,,,
3796 H,DVB-S69301/2,3,Guizhou Economic Radio,,,,258 Chi,,,
3796 H,DVB-S69301/2,3,Guizhou Metropolis Radio,,,,258 Chi,,,
3796 H,DVB-S69301/2,4,Guizhou Music Radio,,,,259 Chi,,,
3796 H,DVB-S69301/2,5,Guizhou Traffic Radio,,,,260 Chi,,,
3796 H,DVB-S69301/2,6,Guizhou Story Radio,,,,261 Chi,,,
3796 H,DVB-S69301/2,6,Guizhou City Radio,,,,261 Chi,,,
3807 V,DVB-S60003/4,1,Chongqing TV,,1-101MPEG-2/SD,1800,5.51801 Yue,,T Kameda200922,
3807 V,DVB-S60003/4,2,Chongqing News Radio,,,,1810 Yue,,,
3807 V,DVB-S60003/4,3,Chongqing Music Radio,,,,1820 Yue,,,
3807 V,DVB-S60003/4,5,Chongqing Economic Radio,,,,1830 Yue,,,
3807 V,DVB-S60003/4,6,Chongqing City Radio,,,,1835 Yue,,,
3807 V,DVB-S60003/4,7,Chongqing Story Radio,,,,1840 Yue,,,
3808 H,DVB-S88003/4,,Shanghai Media Group,,1-1,,5.5,,Anonymous120826,https://www.lyngsat.com/providers/cn/Shanghai-Media-Group.html
3808 H,DVB-S88003/4,1,Toonmax TV,,MPEG-2/SD,6496,6499,,,
