Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
11564 Htp A9North Atlantic Ocean Region,DVB-S2QPSK33201/2,,Anuvu,,,,1.0,PowerVu,Gerard180121,https://www.lyngsat.com/providers/us/Anuvu.html
11564 Htp A9North Atlantic Ocean Region,DVB-S2QPSK33201/2,501,BBC News,,MPEG-4/SD,4673,4674 Eng,PowerVu,,
11564 Htp A9North Atlantic Ocean Region,DVB-S2QPSK33201/2,502,TFC Middle East,,MPEG-4/SD,4929,4930 Eng,PowerVu,,
11564 Htp A9North Atlantic Ocean Region,DVB-S2QPSK33201/2,503,Prime World,,MPEG-4/SD,5185,5186,PowerVu,,
11564 Htp A9North Atlantic Ocean Region,DVB-S2QPSK33201/2,504,Sport 24,,MPEG-4/SD,5441,5442 Eng,PowerVu,,
11592 Vtp 40USouthern Cone,DVB-S28PSK5165,,Teletrak,,,,,,C de Berazategui230615,https://www.lyngsat.com/providers/cl/Teletrak.html
11592 Vtp 40USouthern Cone,DVB-S28PSK5165,1,Teletrak 1,,MPEG-4/HD,102,103 Spa,,,
11592 Vtp 40USouthern Cone,DVB-S28PSK5165,2,Teletrak 2,,MPEG-4/HD,202,203 Spa,,,
11870 HBrazil,DVB-S32002/3,4,RTP Internacional América,,?-?MPEG-2/SD,256,4.4 2.8 Por,,C de Berazategui221020,
11870 HBrazil,DVB-S32002/3,5,RDP Internacional,,,,268 Por,,,
11875 HBrazil,DVB-S28PSK58323/4,,Unisa,,,,7.9,,Wilkherdasilva200411,https://www.lyngsat.com/providers/br/Unisa.html
11875 HBrazil,DVB-S28PSK58323/4,1,Unisa 1,,MPEG-4/SD,350,351 Por,,,
11875 HBrazil,DVB-S28PSK58323/4,2,Unisa 2,,MPEG-4/SD,450,451 Por,,,
11875 HBrazil,DVB-S28PSK58323/4,3,Unisa 3,,MPEG-4/SD,550,551 Por,,,
11875 HBrazil,DVB-S28PSK58323/4,4,Unisa 4,,MPEG-4/SD,650,651 Por,,,
11875 HBrazil,DVB-S28PSK58323/4,5,Unisa 5,,MPEG-4/SD,750,751 Por,,,
11875 HBrazil,DVB-S28PSK58323/4,6,Unisa 6,,MPEG-4/SD,850,851 Por,,,
11875 HBrazil,DVB-S28PSK58323/4,7,Unisa 7,,MPEG-4/SD,950,951 Por,,,
11958 Htp 7Brazil,DVB-S3255,,(feeds),,,,,,N Chaves080713,
