Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
10956 Htp 123Wide,DVB-S28PSK48003/4,,(feeds),,,,,,Roli211230,
10962 Htp 123Wide,DVB-S248003/4,,(feeds),,,,,,Roli211205,
10968 Htp 123Wide,DVB-S248003/4,,(feeds),,,,,,Stanley_cassidy180519,
10974 Htp 123Wide,DVB-S248003/4,,(feeds),,,,,,Stanley_cassidy180519,
10985 Htp 123Wide,DVB-S28PSK25003/4,,(feeds),,,,,,Roli240329,
10988 Htp 123Wide,DVB-S28PSK25003/4,,(feeds),,,,,,Roli240217,
10999 Htp 125Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Jamie A240106,
11008 Htp 125Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240105,
11017 Htp 125Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240105,
11022 Vtp 126Wide,DVB-S28PSK88882/3,,(feeds),,,,,,Roli211009,
11028 Htp 125Wide,DVB-S28PSK48003/4,,(feeds),,,,,,Roli230924,
11040 Htp 127Wide,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220402,
11047 Vtp 126Wide,DVB-S28PSK75003/4,,(feeds),,,,,,Roli210703,
11049 Htp 127Wide,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220402,
11059 Htp 127Wide,DVB-S2QPSK72003/4,,(feeds),,,,,,Roli240119,
11068 Htp 127Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240104,
11083 Htp 129Wide,DVB-S28PSK75003/4,,(feeds),,,,,,Roli230317,
11088 Vtp 128Wide,DVB-S28PSK75005/6,,(feeds),,,,,,Roli211210,
11091 Htp 129Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Roli220905,
11098 Htp 129Wide,DVB-S231663/4,,(feeds),,,,,,Roli220909,
11100 Vtp 130Wide,DVB-S28PSK31662/3,,(feeds),,,,,,Roli230114,
11103 Htp 129Wide,DVB-S28PSK31663/4,,(feeds),,,,,,Roli220919,
11105 Vtp 130Wide,DVB-S28PSK36005/6,,(feeds),,,,,,Roli230501,
11107 Htp 129Wide,DVB-S231663/4,,(feeds),,,,,,Roli220909,
11111 Htp 129Wide,DVB-S231663/4,,(feeds),,,,,,Roli220909,
11120 Vtp 130Wide,DVB-S33333/4,,(feeds),,,,,,Roli210514,
11122 Htp 131Wide,DVB-S28PSK48003/4,,(feeds),,,,,,Roli230402,
11128 Htp 131Wide,DVB-S28PSK44443/4,,(feeds),,,,,,Roli231015,
11129 Vtp 130Wide,DVB-S28PSK96003/4,,(feeds),,,,,,Roli211127,
11141 Htp 131Wide,DVB-S248003/4,,(feeds),,,,,,Roli230325,
11148 Vtp 132Wide,DVB-S237503/4,,(feeds),,,,,,Stanley_cassidy191102,
11149 Htp 131Wide,DVB-S296003/4,,(feeds),,,,,,Stanley_cassidy220122,
11152 Vtp 132Wide,DVB-S28PSK48003/4,,(feeds),,,,,,Roli200704,
11161 Vtp 132Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240120,
11166 Htp 133Wide,DVB-S28PSK24002/3,,(feeds),,,,,,Jamie A230708,
11169 Htp 133Wide,DVB-S28PSK48003/4,,(feeds),,,,,,Jamie A231015,
11173 Vtp 132Wide,DVB-S244443/4,,(feeds),,,,,,Stanley_cassidy180501,
11175 Htp 133Wide,DVB-S28PSK48003/4,,(feeds),,,,,,Jamie A231015,
11179 Htp 133Wide,DVB-S28PSK96003/4,,(feeds),,,,,,Jamie A230708,
11185 Vtp 134Wide,DVB-S28PSK49003/4,,(feeds),,,,,,Roli200201,
11191 Vtp 134Wide,DVB-S28PSK49003/4,,(feeds),,,,,,Roli200201,
11193 Htp 133Wide,DVB-S28PSK96003/4,,(feeds),,,,,,Jamie A230708,
11572 Vtp 154Wide,DVB-S216APSK46802/3,,(feeds),,,,,,Roli191111,
11578 Vtp 154Wide,DVB-S216APSK46802/3,,(feeds),,,,,,Roli191111,
11583 Vtp 154Wide,DVB-S216APSK46802/3,,(feeds),,,,,,Jamie ARoli191127,
11589 Vtp 154Wide,DVB-S216APSK46802/3,,(feeds),,,,,,Roli191122,
11610 Vtp 156Wide,DVB-S216APSK46802/3,,(feeds),,,,,,Roli191204,
11616 Vtp 156Wide,DVB-S216APSK46802/3,,(feeds),,,,,,Roli191204,
11649 Vtp 158Wide,DVB-S28PSK88883/4,,(feeds),,,,,,Roli231213,
11657 Vtp 158Wide,DVB-S28PSK72003/5,,(feeds),,,,,,Jamie A191129,
11666 Vtp 158Wide,DVB-S28PSK72003/5,,(feeds),,,,,,Roli191103,
11667 Htp 159Wide,DVB-S28PSK72003/4,,(feeds),,,,,,Roli221001,
11684 Htp 159Wide,DVB-S28PSK96003/4,,(feeds),,,,,,Roli220904,
