Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
3718 VC37-39,DVB-S28PSK120003/5,,Dunya Media Group,,,,5.5,,N Stanislav230416,https://www.lyngsat.com/providers/pk/Dunya-Media-Group.html
3718 VC37-39,DVB-S28PSK120003/5,1,Dunya News,,MPEG-4/HD,101,102 Urd,,,
3718 VC37-39,DVB-S28PSK120003/5,2,Lahore News,,MPEG-4/HD,201,202,,,
3718 VC37-39,DVB-S28PSK120003/5,4,Dunya Entertainment,,MPEG-4/SD,401,402,,,
3730 VC37-39,,,,,,,,,DX Bozóth240222,
3740 VC37-39,DVB-S28PSK72003/5,,,,,,5.5,,DX Bozóth240218,
3770 VC37-39,DVB-S28PSK77003/4,,,,1-1,,7.9,,DX Bozóth240130,
3792 VC37-39,DVB-S28PSK40003/4,,,,,,7.9,BISS 1,DX Bozóth240130,
3834 HC37-39,DVB-S28PSK65003/4,,,,,,7.9,,DX Bozóth230318,
4024 HC37-39,,,,,,,,,N Stanislav240302,
4047 VC37-39,,,,,,,,,T.F.K240208,
4064 VC37-39,DVB-S28PSK32005/6,,,,,,9.4,,DX Bozóth230318,
4074 VC37-39,DVB-S28PSK61503/4,,,,0-0,,7.9,,DX Bozóth221021,
4101 VC37-39,DVB-S28PSK28003/4,,,,.-.,,7.9,,DX Bozóth230526,
4115 VC37-39,DVB-S28PSK48005/6,,,,1-1,,9.4,,DX Bozóth200618,
4120 VC37-39,DVB-S28PSK24903/5,,,,65535-0,,5.5,,N Stanislav220409,
4181 VC37-39,DVB-S28PSK50003/4,,,,65535-1,,7.9,,DX Bozóth230810,
4186 VC37-39,,,,,,,,,N Stanislav240202,
3740 VC37-39,DVB-S28PSK72003/5,1,92 News,,MPEG-4/HD,92,192,,,
3740 VC37-39,DVB-S28PSK72003/5,2,11 News,,MPEG-4/SD,93,193,,,
3740 VC37-39,DVB-S28PSK72003/5,3,92 Entertainment,,MPEG-2/SD,94,194,,,
3745 VC37-39,DVB-S28PSK15005/6,1,9 News HD,,?-?MPEG-4/HD,33,9.4  34,,N Stanislav240306,
3754 VC37-39,DVB-S28PSK75003/4,,VU TV Network,,,,7.9,,DX Bozóth240130,https://www.lyngsat.com/providers/pk/VU-TV-Network.html
3754 VC37-39,DVB-S28PSK75003/4,1,VU TV Network 1,,MPEG-4/SD,33,36 Urd,,,
3754 VC37-39,DVB-S28PSK75003/4,2,VU TV Network 2,,MPEG-4/SD,35,37 Urd,,,
3754 VC37-39,DVB-S28PSK75003/4,3,VU TV Network 3,,MPEG-4/SD,40,41 Urd,,,
3754 VC37-39,DVB-S28PSK75003/4,4,VU TV Network 4,,MPEG-4/SD,66,67 Urd,,,
3760 HC37-39,DVB-S10031/2,,Suno FM,,1-1,,2.7,,DX Bozóth200306,https://www.lyngsat.com/providers/pk/Suno-FM.html
3760 HC37-39,DVB-S10031/2,257,Suno FM,,,,258,,,https://www.lyngsat.com/providers/pk/Suno-FM.html
3760 HC37-39,DVB-S10031/2,258,Suno FM GB,,,,259,,,
3762 VC37-39,DVB-S28PSK41003/5,1,Suno News HD,,?-?MPEG-4/HD,33,5.5  34 Urd,,N Ahmad 2230807,
3770 VC37-39,DVB-S28PSK77003/4,1,24 News HD,,MPEG-4/SD,257,258,,,
3770 VC37-39,DVB-S28PSK77003/4,2,City 42,,MPEG-4/SD,261,262 Urd,,,
3770 VC37-39,DVB-S28PSK77003/4,3,City 41,,MPEG-4/SD,266,267 Urd,,,
3770 VC37-39,DVB-S28PSK77003/4,4,Rohi TV,,MPEG-4/SD,271,272 Lah,,,
3770 VC37-39,DVB-S28PSK77003/4,6,City 21,,MPEG-4/SD,281,282,,,
3778 VC37-39,DVB-S26003/4,,AJK TV,,MPEG-2/SD,308,5.5 256,,DX Bozóth230317,
3783 VC37-39,DVB-S28PSK63483/5,1,Green Entertainment,,?-1MPEG-4/HD,101,5.5 102,,DX Bozóth230513,
3792 VC37-39,DVB-S28PSK40003/4,1,Aan TV,,MPEG-4/HD,106,102,,,
3792 VC37-39,DVB-S28PSK40003/4,2,Planet 6 tests,,MPEG-4/SD,36,37,BISS 1,,
3792 VC37-39,DVB-S28PSK40003/4,3,M-News,,MPEG-4/SD,33,34,,,
3792 VC37-39,DVB-S28PSK40003/4,4,M-Life,,HEVC/SD,39,40,BISS 1,,
3792 VC37-39,DVB-S28PSK40003/4,5,M-Sports,,HEVC/SD,42,43,BISS 1,,
3792 VC37-39,DVB-S28PSK40003/4,6,Me TV,,HEVC/SD,45,46,BISS 1,,
3799 VC37-39,DVB-S28PSK55003/4,,TeleNest,,1-1,,7.9,,DX Bozóth240218,https://www.lyngsat.com/providers/pk/TeleNest.html
3799 VC37-39,DVB-S28PSK55003/4,,TeleNest,,1-1,,7.9,,DX Bozóth240218,https://www.lyngsat.com/providers/pk/TeleNest.html
3969 VC37-39,DVB-S28PSK69443/4,,TeleNest,,,,7.9,,DX Bozóth240222,https://www.lyngsat.com/providers/pk/TeleNest.html
3969 VC37-39,DVB-S28PSK69443/4,,TeleNest,,,,7.9,,DX Bozóth240222,https://www.lyngsat.com/providers/pk/TeleNest.html
3799 VC37-39,DVB-S28PSK55003/4,15,Kohenoor News,,MPEG-4/SD,156,157 Urd,,,
3799 VC37-39,DVB-S28PSK55003/4,20,V Entertainment,,MPEG-4/SD,261,262,,,
3799 VC37-39,DVB-S28PSK55003/4,25,Filmazia Punjabi,,MPEG-4/SD,266,267,,,
3799 VC37-39,DVB-S28PSK55003/4,30,Filmazia Pashto,,MPEG-4/SD,271,272 Pus,,,
3799 VC37-39,DVB-S28PSK55003/4,35,Filmazia,,MPEG-4/SD,276,277,,,
