Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
3629 Rtp 5Global,DVB-S2QPSK109001/2,,RSCC,,,,1.0,BISS,Wellikan231030,https://www.lyngsat.com/providers/ru/RSCC.html
3629 Rtp 5Global,DVB-S2QPSK109001/2,,RSCC,,,,1.0,BISS,Wellikan231030,https://www.lyngsat.com/providers/ru/RSCC.html
3675 Rtp 6Global,DVB-S28PSK353933/5,,RSCC,,4371-9,,5.5,BISS 1,Crazylee221021,https://www.lyngsat.com/providers/ru/RSCC.html
3675 Rtp 6Global,DVB-S28PSK353933/5,,RSCC,,4371-9,,5.5,BISS 1,Crazylee221021,https://www.lyngsat.com/providers/ru/RSCC.html
3629 Rtp 5Global,DVB-S2QPSK109001/2,1,RT News,,MPEG-2/SD,201,301 Eng,BISS,,
3675 Rtp 6Global,DVB-S28PSK353933/5,1,RT News,,MPEG-4/HD,201,301 Eng 331 Eng,BISS 1,,
3975 Rtp 14C Fixed 2,DVB-S28PSK53853/4,2,RT News,,MPEG-2/SD,481,482 Eng,,,
11541 Htp D5Ku Fixed 248,DVB-S2QPSK82643/4,2,RT News,,MPEG-2/SD,481,482 Eng,,,
3629 Rtp 5Global,DVB-S2QPSK109001/2,2,RT Español,,MPEG-2/SD,202,302 Spa,BISS,,
3975 Rtp 14C Fixed 2,DVB-S28PSK53853/4,1,RT Español,,MPEG-2/SD,61,62 Spa,,,
11473 Vtp D2Ku Fixed 30,DVB-S28PSK35903/4,1,RT Español,,?-?MPEG-4/HD,33,7.9  34 Spa,,C de Berazategui230514,
3629 Rtp 5Global,DVB-S2QPSK109001/2,3,Perviy kanal Europa,,MPEG-4/SD,203,303 Rus,BISS,,
3675 Rtp 6Global,DVB-S28PSK353933/5,2,RT Documentary,,MPEG-4/HD,202,302 Eng 332 Eng,BISS 1,,
3675 Rtp 6Global,DVB-S28PSK353933/5,3,RT Doc,,MPEG-4/HD,203,303 Rus 333 Rus,BISS 1,,
3675 Rtp 6Global,DVB-S28PSK353933/5,4,Perviy kanal (0h),,MPEG-4/SD,204,304 Rus,BISS 1,,
3675 Rtp 6Global,DVB-S28PSK353933/5,5,RTR Planeta,,MPEG-4/SD,205,305 Rus,BISS 1,,
11484 Htp D1Ku Fixed 248,DVB-S2QPSK35353/5,1,RTR Planeta,,1-17MPEG-2/SD,200,2.2 300 Rus,,N Stanislav220630,
3675 Rtp 6Global,DVB-S28PSK353933/5,6,Rossiya 24,,MPEG-4/SD,206,306 Rus,BISS 1,,
3675 Rtp 6Global,DVB-S28PSK353933/5,7,NTV Mir,,MPEG-4/SD,207,307 Rus,BISS 1,,
3675 Rtp 6Global,DVB-S28PSK353933/5,8,TNT (0h),,MPEG-4/SD,208,308 Rus,BISS 1,,
3675 Rtp 6Global,DVB-S28PSK353933/5,9,STS,,MPEG-4/SD,209,309 Rus,BISS 1,,
3675 Rtp 6Global,DVB-S28PSK353933/5,10,Telekanal Zvezda (0h),,MPEG-4/SD,210,310 Rus,BISS 1,,
3675 Rtp 6Global,DVB-S28PSK353933/5,11,Muz TV (Russia),,MPEG-4/SD,211,311 Rus,BISS 1,,
3675 Rtp 6Global,DVB-S28PSK353933/5,12,Karusel (0h),,MPEG-4/SD,212,312 Rus,BISS 1,,
3675 Rtp 6Global,DVB-S28PSK353933/5,13,Pobeda,,MPEG-4/SD,213,313 Rus,BISS 1,,
3675 Rtp 6Global,DVB-S28PSK353933/5,14,Dom Kino,,MPEG-4/SD,214,314 Rus,BISS 1,,
3975 Rtp 14C Fixed 2,DVB-S28PSK53853/4,,,,,,7.9,,Edinho fta230602,
4087 Ltp 16AC Fixed 2,DVB-S28PSK58333/4,,,,,,7.9,,Edinho fta230530,
3975 Rtp 14C Fixed 2,DVB-S28PSK53853/4,,Belarus 24,,MPEG-4/SD,200,300 Rus,,,
11580 Vtp D8Ku Fixed 147-49.5,DVB-S28PSK28943/4,3,Belarus 24,,1-7MPEG-4/HD,201,7.9 301 Rus,,Marcel 2231122,
4068 Ltp 16AC Fixed 2,DVB-S2QPSK16663/4,,TV Verdes Campos Sat,,MPEG-4/SD,8190,4.0 482 Por,,Edinho fta230529,
4068 Ltp 16AC Fixed 2,DVB-S2QPSK16663/4,,Rádio Verdes Campos Sat,,,,483 Por,,,
4072 Ltp 16AC Fixed 2,DVB-S28PSK41662/3,1,Rede Meio Norte,,?-?MPEG-4/HD,139,6.6 388 Por,,A Meneses220325,
4072 Ltp 16AC Fixed 2,DVB-S28PSK41662/3,3,Meio Norte FM,,,,654 Por,,,
4076 Ltp 16AC Fixed 2,DVB-S28PSK33333/4,,TV Goiânia,,,,7.9,,Edinho fta220813,https://www.lyngsat.com/providers/br/TV-Goiania.html
4076 Ltp 16AC Fixed 2,DVB-S28PSK33333/4,,TV Goiânia,,MPEG-4/1seg,201,202 Por,,,https://www.lyngsat.com/providers/br/TV-Goiania.html
4076 Ltp 16AC Fixed 2,DVB-S28PSK33333/4,,TV Goiânia,,MPEG-4/HD,258,268 Por,,,https://www.lyngsat.com/providers/br/TV-Goiania.html
4076 Ltp 16AC Fixed 2,DVB-S28PSK33333/4,,Rádio Bons Ventos,,,,71 Por,,,
4082 Ltp 16AC Fixed 2,DVB-S2QPSK24003/4,,TV Ponta Verde,,MPEG-4/HD,49,4.0  51 Por,,Edinho fta230529,
4087 Ltp 16AC Fixed 2,DVB-S28PSK58333/4,,TV Cultura Paulista,,MPEG-4/HD,610,620 Por,,,
4087 Ltp 16AC Fixed 2,DVB-S28PSK58333/4,,TV Cultura Paulista,,MPEG-4/1seg,910,920 Por,,,
4087 Ltp 16AC Fixed 2,DVB-S28PSK58333/4,,Univesp TV,,MPEG-4/SD,710,720 Por,,,
4087 Ltp 16AC Fixed 2,DVB-S28PSK58333/4,,TV Educação SP,,MPEG-4/SD,810,820 Por,,,
4092 Ltp 16AC Fixed 2,DVB-S2QPSK37603/4,,TV Difusora,,MPEG-4/HD,412,4.04112 Por,,Edinho fta230529,
4092 Ltp 16AC Fixed 2,DVB-S2QPSK37603/4,,Difusora FM,,,,4128 Por,,,
10958 Htp B1Ku Fixed 147-49.5,DVB-S2QPSK23802/3,,@ KiteNet,,,,3.1,,EnoSat230825,
10971 Htp B1Ku Fixed 147-49.5,DVB-S28PSK15002/3,1,TV Alittihad,,65535-1MPEG-4/SD,308,6.6 256 Ara,,Dallara231020,
10974 Htp B1Ku Fixed 147-49.5,DVB-S29633/4,1,Al-Manar TV,,65535-1MPEG-2/SD,313,5.5 314 Ara,,N Schlammer160413,
11456 Htp D1Ku Fixed 248,DVB-S30003/4,1,Al-Manar TV,,65535-1MPEG-2/SD,308,5.5 256 Ara,,DX Bozóth170622,
11671 Htp D11Ku Fixed 147-49.5,DVB-S28PSK166003/4,145,Al-Manar TV,,MPEG-4/SD,1450,1451 Ara,,,
10974 Htp B1Ku Fixed 147-49.5,DVB-S29633/4,2,Alnour Radio,,,,257 Ara,,,
11456 Htp D1Ku Fixed 248,DVB-S30003/4,2,Alnour Radio,,,,257 Ara,,,
11479 Vtp D2Ku Fixed 30,DVB-S2QPSK26464/5,1,RTR Planeta USA,,?-?MPEG-2/SD,200,4.7 300 Rus,,C de Berazategui230728,
11519 Htp D3Ku Fixed 1,DVB-S21445/6,,(feeds),,,,,,Dallara220806,
11586 Htp D7Ku Fixed 2,DVB-S28PSK72003/4,,(feeds),,,,,,DX BozóthStanley_cassidy220304,
11596 Htp D7Ku Fixed 2,DVB-S28PSK72003/4,,(feeds),,,,,,DX Bozóth220304,
11625 Htp D9Ku Fixed 1,DVB-S28PSK36002/3,,(feeds),,,,,,Jamie A231209,
11636 Htp D9Ku Fixed 1,DVB-S28PSK75003/4,,(feeds),,,,,,N Stanislav231016,
11541 Htp D5Ku Fixed 248,DVB-S2QPSK82643/4,,RT,,1-300,,4.0,,Dallara220304,https://www.lyngsat.com/providers/ru/RT.html
11541 Htp D5Ku Fixed 248,DVB-S2QPSK82643/4,4,RT Arabic,,MPEG-2/SD,61,62 Ara,,,
11541 Htp D5Ku Fixed 248,DVB-S2QPSK82643/4,5,RT France,,MPEG-2/SD,63,64 Fre,,,
11580 Vtp D8Ku Fixed 147-49.5,DVB-S28PSK28943/4,4,Radio Belarus,,,,302,,,
