Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
12224 Rtp 1Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-1,,,Nagravision,H Gómez200929,
12253 Rtp 3Conus,DVB-S200007/8,,Dish Mexico,,5907-3,,7.2,Nagravision,H Gómez230712,
12297 Ltp 6Conus,DVB-S200007/8,,Dish Mexico,,5907-6,,7.2,Nagravision,H Gómez230712,
12326 Ltp 8Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-8,,,Nagravision,StarTVuser220603,
12399 Rtp 13Conus,DVB-S200001/2,,Dish Mexico,,5907-13,,2.7,Nagravision,H Gómez230712,
12428 Rtp 15Conus,DVB-S200007/8,,Dish Mexico,,5907-15,,7.2,Nagravision,H Gómez230712,
12472 Ltp 18Conus,DVB-S200007/8,,Dish Mexico,,5907-18,,7.2,Nagravision,H Gómez230712,
12486 Rtp 19Conus,DVB-S200005/6,,Dish Mexico,,5907-19,,6.5,Nagravision,H Gómez230712,
12530 Ltp 22Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-22,,,Nagravision,R Imperial220202,
12545 Rtp 23Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-23,,,Nagravision,H Gómez200929,
12603 Rtp 27Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-27,,,Nagravision,StarTVuser220603,
12618 Ltp 28Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-28,,,Nagravision,H Gómez200929,
12632 Rtp 29Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-29,,,Nagravision,R Imperial220202,
12647 Ltp 30Conus,DVB-S Turbo225005/6,,Dish Mexico,,5907-30,,,Nagravision,StarTVuser220603,
12661 Rtp 31Conus,DVB-S200007/8,,Dish Mexico,,5907-31,,7.2,Nagravision,Edinho fta231001,
12276 Rtp 5Conus,DVB-S28PSK105003/4,,TV Méxiquense,,,,7.9,,Mexdoomer231004,https://www.lyngsat.com/providers/mx/TV-Mexiquense.html
12276 Rtp 5Conus,DVB-S28PSK105003/4,1,TV Méxiquense,,MPEG-2/HD,49,51 Spa,,,https://www.lyngsat.com/providers/mx/TV-Mexiquense.html
12276 Rtp 5Conus,DVB-S28PSK105003/4,4,TV Méxiquense,,MPEG-4/HD,65,67 Spa,,,https://www.lyngsat.com/providers/mx/TV-Mexiquense.html
12276 Rtp 5Conus,DVB-S28PSK105003/4,2,AMX Noticias,,MPEG-2/SD,79,81 Spa,,,
12276 Rtp 5Conus,DVB-S28PSK105003/4,3,AMX Noticias +1,,MPEG-2/SD,89,91 Spa,,,
12276 Rtp 5Conus,DVB-S28PSK105003/4,4,Radio Méxiquense 91.1 FM,,,,68 Spa,,,
12276 Rtp 5Conus,DVB-S28PSK105003/4,4,Radio Méxiquense 1600 AM,,,,68 Spa,,,
12486 Rtp 19Conus,DVB-S200005/6,150,Dishome promo,,MPEG-2/SD,5922,5923 Spa,,,
