Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
11469 HEurasia0,DVB-S28PSK190005/6,,Azercosmos,,116-777,,9.4,Irdeto,N Stanislav240321,https://www.lyngsat.com/providers/az/Azercosmos.html
11469 HEurasia0,DVB-S28PSK190005/6,33,Perviy kanal Europa,,MPEG-4/SD,33,32 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,440,Bober International,,MPEG-4/SD,441,442 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,450,Dom Kino Premium International,,MPEG-4/SD,451,452 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,460,Dom Kino International,,MPEG-4/SD,461,462 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,470,Karusel International,,MPEG-4/SD,471,472 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,520,Muzika Pervogo International,,MPEG-4/SD,521,522 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,550,Telekanal O! International,,MPEG-4/SD,551,552 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,600,Perviy kanal CIS,,MPEG-4/SD,601,602 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,630,Pobeda International,,MPEG-4/SD,631,632 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,640,Poehali! International,,MPEG-4/SD,641,642 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,650,Telecafé International,,MPEG-4/SD,651,652 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,700,Vremya International,,MPEG-4/SD,701,702 Rus,Irdeto,,
11469 HEurasia0,DVB-S28PSK190005/6,880,Lapki Live International,,MPEG-4/SD,881,882 Rus,Irdeto,new,
11475 VEurope49.6-51.6,DVB-S28PSK300005/6,,Vivacom,,213-6,,9.4,IrdetoVideoguard,M Al-Taie240117,
11555 VEurope49.6-51.6,DVB-S28PSK300005/6,,Vivacom,,213-3,,9.4,IrdetoVideoguard,Daniel 7240301,
12520 VEurope49.6-51.6,DVB-S28PSK300005/6,,Vivacom,,213-1,,9.4,IrdetoVideoguard,Lexzie240304,
