Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL
11720 Htp 1Mexico,DVB-S30000,,Sky México,,,,,Videoguard,O Ponce240104,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,
11880 Htp 9Mexico,,,,,,,,,NOS482240128,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,
11920 Htp 11Mexico,DVB-S30000,,Sky México,,,,,Videoguard,StarTVuser220603,
11940 Vtp 12Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,
11960 Htp 13Mexico,DVB-S30000,,Sky México,,,,,Videoguard,H Gómez230712,
11980 Vtp 14Mexico,DVB-S30000,,Sky México,,,,,Videoguard,T Viererbe240103,
12000 Htp 15Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,
12020 Vtp 16Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,
12040 Htp 17Mexico,DVB-S30000,,Sky México,,,,,Videoguard,H Gómez230712,
12060 Vtp 18Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,
12080 Htp 19Mexico,DVB-S30000,,Sky México,,,,,Videoguard,StarTVuser220603,
12120 Htp 21Mexico,DVB-S30000,,Sky México,,,,,Videoguard,StarTVuser220603,
12140 Vtp 22Mexico,DVB-S30000,,Sky México,,,,,Videoguard,Edinho fta231001,
12160 Htp 23Mexico,DVB-S30000,,Sky México,,,,,Videoguard,H Gómez230712,
12180 Vtp 24Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,
