Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
11455 HMiddle East,DVB-S28PSK50002/3,,(feeds),,,,,,Roli220929,11455 H,,,,,,
11461 HMiddle East,DVB-S28PSK50002/3,,(feeds),,,,,,Roli220929,11461 H,,,,,,
11467 HMiddle East,DVB-S28PSK45003/4,,(feeds),,,,,,Roli201004,11467 H,,,,,,
11481 HMiddle East,DVB-S28PSK38753/4,,(feeds),,,,,,Marcel 2180327,11481 H,,,,,,
11487 HMiddle East,DVB-S2QPSK38755/6,,(feeds),,,,,,Roli200905,11487 H,,,,,,
11502 HMiddle East,DVB-S22225/6,,(feeds),,,,,,Roli191124,11502 H,,,,,,
11516 HMiddle East,DVB-S28PSK20005/6,,(feeds),,,,,,Janlakomcik231109,11516 H,,,,,,
11542 HMiddle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240310,11542 H,,,,,,
11551 HMiddle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240324,11551 H,,,,,,
11625 Htp 11Middle East,DVB-S28PSK10005/6,,(feeds),,,,,,N Stanislav211107,11625 H,tp 11,,,,,
11663 Htp 12Middle East,DVB-S297003/4,,(feeds),,,,,,Stanley_cassidy230917,11663 H,tp 12,,,,,
11672 Htp 12Middle East,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230907,11672 H,tp 12,,,,,
11680 Htp 12Middle East,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy231031,11680 H,tp 12,,,,,
11681 Vtp 12Europe,DVB-S28PSK22005/6,,(feeds),,,,,,Roli230309,11681 V,tp 12,,,,,
11689 Htp 12Middle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli231201,11689 H,tp 12,,,,,
12548 HEurope,DVB-S28PSK36003/4,,(feeds),,,,,,Roli231103,12548 H,,,,,,
12560 HEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230318,12560 H,,,,,,
12567 HEurope,DVB-S28PSK50003/4,,(feeds),,,,,,Roli240310,12567 H,,,,,,
12578 HEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230318,12578 H,,,,,,
12629 HEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Roli201121,12629 H,,,,,,
12632 HEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Roli201121,12632 H,,,,,,
12637 HEurope,DVB-S28PSK50005/6,,(feeds),,,,,,Roli230505,12637 H,,,,,,
12643 HEurope,DVB-S28PSK50005/6,,(feeds),,,,,,Roli200912,12643 H,,,,,,
12682 Htp 23Europe,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220417,12682 H,tp 23,,,,,
12693 Htp 23Europe,DVB-S293702/3,,(feeds),,,,,,Stanley_cassidy220406,12693 H,tp 23,,,,,
12714 Htp 24Europe,DVB-S28PSK72003/4,,(feeds),,,,,,Roli220413,12714 H,tp 24,,,,,
12719 Htp 24Europe,DVB-S15805/6,,(feeds),,,,,,Stanley_cassidyRoli210526,12719 H,tp 24,,,,,
12721 VEurope,DVB-S28PSK15805/6,,(feeds),,,,,,Stanley_cassidyRoli210526,12721 V,,,,,,
12731 VEurope,DVB-S28PSK15805/6,,(feeds),,,,,,Stanley_cassidyRoli210526,12731 V,,,,,,
12737 Htp 24Europe,DVB-S28PSK50003/4,,(feeds),,,,,,Roli221015,12737 H,tp 24,,,,,
12743 Htp 24Europe,DVB-S28PSK50003/4,,(feeds),,,,,,Roli221015,12743 H,tp 24,,,,,
11510 HMiddle East50-52,DVB-S28PSK44443/4,1,Media Office,,?-1MPEG-4/HD,33,7.9  34 Ara,,N Stanislav221203,11510 H,,50-52,,,,
12439 HEurope46-48,DVB-S28PSK44443/4,1,Media Office,,65535-1MPEG-4/HD,33,7.9  34 Ara,,N Stanislav220707,12439 H,,46-48,,,,
11514 HMiddle East50-52,DVB-S28PSK21425/6,1,Alsumaria,,1-0MPEG-4/HD,512,9.44112 Ara,,D Lita210227,11514 H,,50-52,,,,
11514 HMiddle East50-52,DVB-S28PSK21425/6,1,Sumer FM,,,,4128 Ara,,,11514 H,,50-52,,,Sumer FM,https://www.lyngsat.com/radiochannels/iq/Sumer-FM.html
11514 HMiddle East50-52,DVB-S28PSK21425/6,1,Sumer FM,,,,4128 Ara,,,11514 H,,50-52,,,Sumer FM,https://www.lyngsat.com/radiochannels/iq/Sumer-FM.html
12117 HEurope46-48,DVB-S28PSK300005/6,,A1 Bulgaria,,926-177,,9.4,Conax,S Günes240309,12117 H,,46-48,Conax,,,
12137 VEurope46-48,DVB-S28PSK300005/6,,A1 Bulgaria,,926-178,,9.4,Conax,S Günes240309,12137 V,,46-48,Conax,,,
12309 HEurope46-48,DVB-S28PSK300005/6,,A1 Bulgaria,,926-2833,,9.4,ConaxNagravision,S Günes240309,12309 H,,46-48,"Conax,Nagravision",,,
12117 HEurope46-48,DVB-S28PSK300005/6,131,The Voice TV,,HEVC,4101,4102 Bul,,,12117 H,,46-48,,,The Voice TV,https://www.lyngsat.com/tvchannels/bg/The-Voice-TV.html
12117 HEurope46-48,DVB-S28PSK300005/6,131,The Voice TV,,HEVC,4101,4102 Bul,,,12117 H,,46-48,,,The Voice TV,https://www.lyngsat.com/tvchannels/bg/The-Voice-TV.html
12117 HEurope46-48,DVB-S28PSK300005/6,131,The Voice TV,,HEVC,4101,4102 Bul,,,12117 H,,46-48,,,The Voice TV,https://www.lyngsat.com/tvchannels/bg/The-Voice-TV.html
12117 HEurope46-48,DVB-S28PSK300005/6,131,The Voice TV,,HEVC,4101,4102 Bul,,,12117 H,,46-48,,,The Voice TV,https://www.lyngsat.com/tvchannels/bg/The-Voice-TV.html
12271 HEurope46-48,DVB-S300007/8,1015,The Voice TV,,MPEG-2/SD,848,849 Bul,,,12271 H,,46-48,,,The Voice TV,https://www.lyngsat.com/tvchannels/bg/The-Voice-TV.html
12271 HEurope46-48,DVB-S300007/8,1015,The Voice TV,,MPEG-2/SD,848,849 Bul,,,12271 H,,46-48,,,The Voice TV,https://www.lyngsat.com/tvchannels/bg/The-Voice-TV.html
12271 HEurope46-48,DVB-S300007/8,1015,The Voice TV,,MPEG-2/SD,848,849 Bul,,,12271 H,,46-48,,,The Voice TV,https://www.lyngsat.com/tvchannels/bg/The-Voice-TV.html
12271 HEurope46-48,DVB-S300007/8,1015,The Voice TV,,MPEG-2/SD,848,849 Bul,,,12271 H,,46-48,,,The Voice TV,https://www.lyngsat.com/tvchannels/bg/The-Voice-TV.html
12156 HEurope46-48,DVB-S28PSK300005/6,,Bulsatcom,,1-7,,9.4,BulcryptConaxNagravision,M Al-Taie240102,12156 H,,46-48,"Bulcrypt,Conax,Nagravision",,,
12194 HEurope46-48,DVB-S300007/8,,Bulsatcom,,1-2,,7.2,BulcryptConaxNagravision,M Al-Taie240122,12194 H,,46-48,"Bulcrypt,Conax,Nagravision",,,
12213 VEurope46-48,DVB-S300007/8,,Bulsatcom,,1-4,,7.2,BulcryptConaxNagravision,M Al-Taie240212,12213 V,,46-48,"Bulcrypt,Conax,Nagravision",,,
12271 HEurope46-48,DVB-S300007/8,,Bulsatcom,,1-1,,7.2,BulcryptConaxNagravision,M Al-Taie240212,12271 H,,46-48,"Bulcrypt,Conax,Nagravision",,,
12463 HEurope46-48,DVB-S28PSK300005/6,,Bulsatcom,,1-5,,9.4,BulcryptConaxNagravision,Lexzie240327,12463 H,,46-48,"Bulcrypt,Conax,Nagravision",,,
12482 VEurope46-48,DVB-S300007/8,,Bulsatcom,,1-3,,7.2,BulcryptConaxNagravision,EnoSat220710,12482 V,,46-48,"Bulcrypt,Conax,Nagravision",,,
12524 HEurope46-48,DVB-S300007/8,,Bulsatcom,,1-6,,7.2,BulcryptConaxNagravision,M Al-Taie240212,12524 H,,46-48,"Bulcrypt,Conax,Nagravision",,,
12175 VEurope46-48,DVB-S300007/8,,Orange România,,28-15,,7.2,ViaccessVideoguard,D Lita240330,12175 V,,46-48,"Viaccess,Videoguard",,,
12251 VEurope46-48,DVB-S28PSK300003/4,,Orange România,,167-5228,,7.9,ViaccessVideoguard,M Al-Taie240130,12251 V,,46-48,"Viaccess,Videoguard",,,
12290 VEurope46-48,DVB-S28PSK300003/4,,Orange România,,28-1,,7.9,ViaccessVideoguard,M Al-Taie231127,12290 V,,46-48,"Viaccess,Videoguard",,,
12328 VEurope46-48,DVB-S28PSK300003/4,,Orange România,,28-2,,7.9,ViaccessVideoguard,S Günes240309,12328 V,,46-48,"Viaccess,Videoguard",,,
12367 VEurope46-48,DVB-S28PSK300003/4,,Orange România,,28-3,,7.9,ViaccessVideoguard,M Al-Taie240130,12367 V,,46-48,"Viaccess,Videoguard",,,
12405 VEurope46-48,DVB-S300007/8,,Orange România,,28-18,,7.2,ViaccessVideoguard,M Al-Taie240130,12405 V,,46-48,"Viaccess,Videoguard",,,
12524 VEurope46-48,DVB-S300007/8,,Orange România,,28-13,,7.2,ViaccessVideoguard,M Al-Taie240130,12524 V,,46-48,"Viaccess,Videoguard",,,
12565 VEurope46-48,DVB-S300007/8,,Orange România,,28-14,,7.2,ViaccessVideoguard,M Al-Taie231127,12565 V,,46-48,"Viaccess,Videoguard",,,
12606 VEurope46-48,DVB-S28PSK300003/4,,Orange România,,167-5233,,7.9,ViaccessVideoguard,M Al-Taie231127,12606 V,,46-48,"Viaccess,Videoguard",,,
12647 VEurope46-48,DVB-S300007/8,,Orange România,,28-16,,7.2,ViaccessVideoguard,M Al-Taie231127,12647 V,,46-48,"Viaccess,Videoguard",,,
12688 VEurope46-48,DVB-S300007/8,,Orange România,,28-17,,7.2,ViaccessVideoguard,M Al-Taie240130,12688 V,,46-48,"Viaccess,Videoguard",,,
12194 HEurope46-48,DVB-S300007/8,50,Radio 1 Rock,,,,877 Bul,,,12194 H,,46-48,,,Radio 1 Rock,https://www.lyngsat.com/radiochannels/bg/Radio-1-Rock.html
12194 HEurope46-48,DVB-S300007/8,50,Radio 1 Rock,,,,877 Bul,,,12194 H,,46-48,,,Radio 1 Rock,https://www.lyngsat.com/radiochannels/bg/Radio-1-Rock.html
12194 HEurope46-48,DVB-S300007/8,51,NRJ Bulgaria,,,,879 Bul,,,12194 H,,46-48,,,NRJ Bulgaria,https://www.lyngsat.com/radiochannels/fr/NRJ-Bulgaria.html
12194 HEurope46-48,DVB-S300007/8,51,NRJ Bulgaria,,,,879 Bul,,,12194 H,,46-48,,,NRJ Bulgaria,https://www.lyngsat.com/radiochannels/fr/NRJ-Bulgaria.html
12194 HEurope46-48,DVB-S300007/8,52,BG Radio,,,,882 Bul,,,12194 H,,46-48,,,BG Radio,https://www.lyngsat.com/radiochannels/bg/BG-Radio.html
12194 HEurope46-48,DVB-S300007/8,52,BG Radio,,,,882 Bul,,,12194 H,,46-48,,,BG Radio,https://www.lyngsat.com/radiochannels/bg/BG-Radio.html
12194 HEurope46-48,DVB-S300007/8,53,Darik Radio,,,,885 Bul,,,12194 H,,46-48,,,Darik Radio,https://www.lyngsat.com/radiochannels/bg/Darik-Radio.html
12194 HEurope46-48,DVB-S300007/8,53,Darik Radio,,,,885 Bul,,,12194 H,,46-48,,,Darik Radio,https://www.lyngsat.com/radiochannels/bg/Darik-Radio.html
12194 HEurope46-48,DVB-S300007/8,54,Tangra Mega Rock,,,,888 Bul,,,12194 H,,46-48,,,Tangra Mega Rock,https://www.lyngsat.com/radiochannels/bg/Tangra-Mega-Rock.html
12194 HEurope46-48,DVB-S300007/8,55,Radio Payner,,,,891 Bul,,,12194 H,,46-48,,,Radio Payner,https://www.lyngsat.com/radiochannels/bg/Radio-Payner.html
12213 VEurope46-48,DVB-S300007/8,115,Fen Folk,,MPEG-2/SD,616,.17 Bul,,,12213 V,,46-48,,,Fen Folk,https://www.lyngsat.com/tvchannels/bg/Fen-Folk.html
12213 VEurope46-48,DVB-S300007/8,119,Folklor TV,,MPEG-2/SD,632,633 Bul,,,12213 V,,46-48,,,Folklor TV,https://www.lyngsat.com/tvchannels/bg/Folklor-TV.html
12213 VEurope46-48,DVB-S300007/8,121,Fen TV,,MPEG-2/SD,640,641 Bul,,,12213 V,,46-48,,,Fen TV,https://www.lyngsat.com/tvchannels/bg/Fen-TV.html
