Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
12224 Rtp 1Conus,DVB-S8PSK215002/3,,Dish USA,,4102-201,,8.1,Nagravision,B Eckart230713,12224 R,tp 1,,Nagravision,,,
12239 Ltp 2Conus,DVB-S8PSK215002/3,,Dish USA,,4102-202,,8.1,Nagravision,B Eckart230713,12239 L,tp 2,,Nagravision,,,
12253 Rtp 3Conus,DVB-S8PSK215002/3,,Dish USA,,4102-203,,8.1,Nagravision,B Eckart230713,12253 R,tp 3,,Nagravision,,,
12282 Rtp 5Conus,DVB-S8PSK215002/3,,Dish USA,,4102-205,,8.1,Nagravision,B Eckart230713,12282 R,tp 5,,Nagravision,,,
12297 Ltp 6Conus,DVB-S8PSK215002/3,,Dish USA,,4102-206,,8.1,Nagravision,A Flores180307,12297 L,tp 6,,Nagravision,,,
12311 Rtp 7Conus,DVB-S8PSK Turbo215002/3,,Dish USA,,4102-207,,,Nagravision,A Flores180307,12311 R,tp 7,,Nagravision,,,
12326 Ltp 8Conus,DVB-S8PSK215002/3,,Dish USA,,4102-208,,8.1,Nagravision,B Eckart230713,12326 L,tp 8,,Nagravision,,,
12341 Rtp 9Conus,DVB-S8PSK215002/3,,Dish USA,,4102-209,,8.1,Nagravision,B Eckart230713,12341 R,tp 9,,Nagravision,,,
12355 Ltp 10Conus,DVB-S8PSK215002/3,,Dish USA,,4102-210,,8.1,Nagravision,C Kvasnovsky231015,12355 L,tp 10,,Nagravision,,,
12370 Rtp 11Conus,DVB-S8PSK215002/3,,Dish USA,,4102-211,,8.1,Nagravision,A Flores181014,12370 R,tp 11,,Nagravision,,,
12399 Rtp 13Conus,DVB-S8PSK Turbo215002/3,,Dish USA,,4102-213,,,Nagravision,B Eckart230713,12399 R,tp 13,,Nagravision,,,
12414 Ltp 14Conus,DVB-S8PSK215002/3,,Dish USA,,4102-214,,8.1,Nagravision,A Flores200330,12414 L,tp 14,,Nagravision,,,
12428 Rtp 15Conus,DVB-S8PSK215002/3,,Dish USA,,4102-215,,8.1,Nagravision,A Flores200326,12428 R,tp 15,,Nagravision,,,
12443 Ltp 16Conus,DVB-S8PSK215002/3,,Dish USA,,4102-216,,8.1,Nagravision,B Eckart230713,12443 L,tp 16,,Nagravision,,,
12486 Rtp 19Conus,DVB-S8PSK Turbo215002/3,,Dish USA,,4102-219,,,Nagravision,A Flores200326,12486 R,tp 19,,Nagravision,,,
12516 Rtp 21Conus,DVB-S8PSK215002/3,,Dish USA,,4102-221,,8.1,Nagravision,B Eckart230713,12516 R,tp 21,,Nagravision,,,
12530 Ltp 22Conus,DVB-S8PSK Turbo215002/3,,Dish USA,,4102-222,,,Nagravision,A Flores180216,12530 L,tp 22,,Nagravision,,,
12559 Ltp 24Conus,DVB-S8PSK215002/3,,Dish USA,,4102-224,,8.1,Nagravision,A Flores200330,12559 L,tp 24,,Nagravision,,,
12341 Rtp 9Conus,DVB-S8PSK215002/3,500,Dish PPV Guide,,MPEG-4/SD,,Eng,,,12341 R,tp 9,,,,Dish PPV Guide,https://www.lyngsat.com/tvchannels/us/Dish-PPV-Guide.html
12355 Ltp 10Conus,DVB-S8PSK215002/3,9598,What's on Dish promo,,MPEG-4/SD,6434,6435 Eng,,,12355 L,tp 10,,,,,
