Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
11493 V,DVB-S28PSK432005/6,,Ddish TV,,511-2,,9.4,NagravisionTongfang,Anonymous200904,11493 V,,,"Nagravision,Tongfang",,,
11553 V,DVB-S28PSK432005/6,,Ddish TV,,,,9.4,NagravisionTongfang,Albert I230930,11553 V,,,"Nagravision,Tongfang",,,
11613 V,DVB-S28PSK432005/6,,Ddish TV,,511-3,,9.4,NagravisionTongfang,Albert I230930,11613 V,,,"Nagravision,Tongfang",,,
11654 V,DVB-S28PSK140003/5,,Ddish TV,,512-4,,5.5,NagravisionTongfang,Anonymous200904,11654 V,,,"Nagravision,Tongfang",,,
11493 V,DVB-S28PSK432005/6,1001,MNB,,MPEG-4/HD,1001,1002 Mon,,,11493 V,,,,,MNB,https://www.lyngsat.com/tvchannels/mn/MNB.html
11493 V,DVB-S28PSK432005/6,1001,MNB,,MPEG-4/HD,1001,1002 Mon,,,11493 V,,,,,MNB,https://www.lyngsat.com/tvchannels/mn/MNB.html
11493 V,DVB-S28PSK432005/6,1036,BBS TV (Mongolia),,MPEG-4/SD,4220,4217 Mon,,,11493 V,,,,,BBS TV (Mongolia),https://www.lyngsat.com/tvchannels/mn/BBS-TV.html
12270 VNE Asia0,DVB-S28PSK300003/4,,G Sat,,,,7.9,Conax,Anonymous240331,12270 V,,0,Conax,,,
12310 VNE Asia0,DVB-S28PSK300003/4,,G Sat,,,,7.9,Conax,Albert I240201,12310 V,,0,Conax,,,
12303 HSouth Asia,DVB-S28PSK10203/5,,(feeds),,,,,,N Stanislav211018,12303 H,,,,,,
12306 HSouth Asia,DVB-S28PSK11005/6,,(feeds),,,,,,N Stanislav211018,12306 H,,,,,,
12311 HSouth Asia,DVB-S2QPSK10005/6,,(feeds),,,,,,N Stanislav211018,12311 H,,,,,,
12312 HSouth Asia,DVB-S2QPSK10305/6,,(feeds),,,,,,N Stanislav211018,12312 H,,,,,,
12315 HSouth Asia,DVB-S28PSK10605/6,,(feeds),,,,,,N Stanislav211028,12315 H,,,,,,
12317 HSouth Asia,DVB-S28PSK20003/4,,(feeds),,,,,,N Stanislav211104,12317 H,,,,,,
12383 HNE Asia,DVB-S28PSK45005/6,,(feeds),,,,,BISS,T Kameda191213,12383 H,,,BISS,,,
12310 VNE Asia0,DVB-S28PSK300003/4,1,G Sat promo,,MPEG-4/SD,1001,1002 Tgl,,,12310 V,,0,,,,
12310 VNE Asia0,DVB-S28PSK300003/4,2,One Media Network,,MPEG-4/SD,1006,1007 Eng,,,12310 V,,0,,,One Media Network,https://www.lyngsat.com/tvchannels/ph/One-Media-Network.html
12354 HNE Asia,DVB-S33335/6,,(LG feeds),,,,,BISS,T Kameda180201,12354 H,,,BISS,,,
12359 HNE Asia,DVB-S216APSK44003/4,,(MBN feeds),,,,,,T Kameda180127,12359 H,,,,,,
12623 HSouth Korea,DVB-S216APSK44003/4,,(MBN feeds),,,,,,T Kameda181115,12623 H,,,,,,
12470 VNE Asia0,DVB-S28PSK300002/3,,American Forces Network,,,,6.6,PowerVuVerimatrix,Anonymous220801,12470 V,,0,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,,
12470 VNE Asia0,DVB-S28PSK300002/3,,American Forces Network,,,,6.6,PowerVuVerimatrix,Anonymous220801,12470 V,,0,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,,
12590 VNE Asia0,DVB-S28PSK300002/3,,American Forces Network,,18-101,,6.6,PowerVuVerimatrix,T Kameda210130,12590 V,,0,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,,
12590 VNE Asia0,DVB-S28PSK300002/3,,American Forces Network,,18-101,,6.6,PowerVuVerimatrix,T Kameda210130,12590 V,,0,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,,
12470 VNE Asia0,DVB-S28PSK300002/3,2,AFN Prime Atlantic,,MPEG-4/HD,1260,1220 Eng,PowerVuVerimatrix,,12470 V,,0,"PowerVu,Verimatrix",,AFN Prime Atlantic,https://www.lyngsat.com/tvchannels/us/AFN-Prime-Atlantic.html
12470 VNE Asia0,DVB-S28PSK300002/3,2,AFN Prime Atlantic,,MPEG-4/HD,1260,1220 Eng,PowerVuVerimatrix,,12470 V,,0,"PowerVu,Verimatrix",,AFN Prime Atlantic,https://www.lyngsat.com/tvchannels/us/AFN-Prime-Atlantic.html
12590 VNE Asia0,DVB-S28PSK300002/3,2,AFN Prime Atlantic,,MPEG-4/HD,1260,1220 Eng,PowerVuVerimatrix,,12590 V,,0,"PowerVu,Verimatrix",,AFN Prime Atlantic,https://www.lyngsat.com/tvchannels/us/AFN-Prime-Atlantic.html
12590 VNE Asia0,DVB-S28PSK300002/3,2,AFN Prime Atlantic,,MPEG-4/HD,1260,1220 Eng,PowerVuVerimatrix,,12590 V,,0,"PowerVu,Verimatrix",,AFN Prime Atlantic,https://www.lyngsat.com/tvchannels/us/AFN-Prime-Atlantic.html
12470 VNE Asia0,DVB-S28PSK300002/3,3,AFN News,,MPEG-4/HD,1560,1520 Eng,PowerVuVerimatrix,,12470 V,,0,"PowerVu,Verimatrix",,AFN News,https://www.lyngsat.com/tvchannels/us/AFN-News.html
