Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3846 Rtp C5D,DVB-S28PSK67302/3,,Signet,,1-1,,6.6,,K Hillary210624,3846 R,tp C5D,,,https://www.lyngsat.com/providers/ke/Signet.html,,
3846 Rtp C5D,DVB-S28PSK67302/3,1,Star Africa TV,,MPEG-4/SD,1000,2000 Eng,,,3846 R,tp C5D,,,,Star Africa TV,https://www.lyngsat.com/tvchannels/ke/Star-Africa-TV.html
3846 Rtp C5D,DVB-S28PSK67302/3,9,KU TV,,MPEG-4/SD,1091,1092 Eng,,,3846 R,tp C5D,,,,KU TV,https://www.lyngsat.com/tvchannels/ke/KU-TV.html
3846 Rtp C5D,DVB-S28PSK67302/3,24,Mt Kenya TV,,MPEG-4/SD,1241,1242 Eng,,,3846 R,tp C5D,,,,Mt Kenya TV,https://www.lyngsat.com/tvchannels/ke/Mt-Kenya-TV.html
3846 Rtp C5D,DVB-S28PSK67302/3,35,Baite TV,,MPEG-4/SD,1351,1352 Eng,,,3846 R,tp C5D,,,,Baite TV,https://www.lyngsat.com/tvchannels/ke/Baite-TV.html
3846 Rtp C5D,DVB-S28PSK67302/3,42,Mutongoi TV,,MPEG-4/SD,1421,1422 Eng,,,3846 R,tp C5D,,,,Mutongoi TV,https://www.lyngsat.com/tvchannels/ke/Mutongoi-TV.html
3846 Rtp C5D,DVB-S28PSK67302/3,55,Testimony TV (Kenya),,MPEG-4/SD,1551,1552 Eng,,,3846 R,tp C5D,,,,Testimony TV (Kenya),https://www.lyngsat.com/tvchannels/ke/Testimony-TV.html
3846 Rtp C5D,DVB-S28PSK67302/3,101,KBC Channel 1,,MPEG-4/SD,601,602 Eng,,,3846 R,tp C5D,,,,KBC Channel 1,https://www.lyngsat.com/tvchannels/ke/KBC-Channel-1.html
3846 Rtp C5D,DVB-S28PSK67302/3,102,KBC Radio Taifa,,,,702,,,3846 R,tp C5D,,,,KBC Radio Taifa,https://www.lyngsat.com/radiochannels/ke/KBC-Radio-Taifa.html
3846 Rtp C5D,DVB-S28PSK67302/3,102,KBC Radio Taifa,,,,702,,,3846 R,tp C5D,,,,KBC Radio Taifa,https://www.lyngsat.com/radiochannels/ke/KBC-Radio-Taifa.html
3846 Rtp C5D,DVB-S28PSK67302/3,103,KBC English Service,,,,703 Eng,,,3846 R,tp C5D,,,,KBC English Service,https://www.lyngsat.com/radiochannels/ke/KBC-English-Service.html
3846 Rtp C5D,DVB-S28PSK67302/3,103,KBC English Service,,,,703 Eng,,,3846 R,tp C5D,,,,KBC English Service,https://www.lyngsat.com/radiochannels/ke/KBC-English-Service.html
