Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,,Chunghwa Telecom,,1-51,,7.9,Conax,DX Bozóth220827,3629 H,tp C6B,40-42,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,,Chunghwa Telecom,,1-51,,7.9,Conax,DX Bozóth220827,3629 H,tp C6B,40-42,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,,Chunghwa Telecom,,1-51,,7.9,Conax,DX Bozóth220827,3629 H,tp C6B,40-42,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,,Chunghwa Telecom,,1-51,,7.9,Conax,DX Bozóth220827,3629 H,tp C6B,40-42,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,,Chunghwa Telecom,,1-51,,7.9,Conax,DX Bozóth220827,3629 H,tp C6B,40-42,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
3632 Vtp C6ARegional40-42,DVB-S28PSK360005/6,,Chunghwa Telecom,,1-1,,9.4,Conax,Albert I220901,3632 V,tp C6A,40-42,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
3632 Vtp C6ARegional40-42,DVB-S28PSK360005/6,,Chunghwa Telecom,,1-1,,9.4,Conax,Albert I220901,3632 V,tp C6A,40-42,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
3632 Vtp C6ARegional40-42,DVB-S28PSK360005/6,,Chunghwa Telecom,,1-1,,9.4,Conax,Albert I220901,3632 V,tp C6A,40-42,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
3632 Vtp C6ARegional40-42,DVB-S28PSK360005/6,,Chunghwa Telecom,,1-1,,9.4,Conax,Albert I220901,3632 V,tp C6A,40-42,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
3632 Vtp C6ARegional40-42,DVB-S28PSK360005/6,,Chunghwa Telecom,,1-1,,9.4,Conax,Albert I220901,3632 V,tp C6A,40-42,Conax,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
11633 HAsia0,DVB-S2QPSK300003/5PLSGold 260334,,Chunghwa Telecom,,8350-34,,2.2,,E Chua221021,11633 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
11633 HAsia0,DVB-S2QPSK300003/5PLSGold 260334,,Chunghwa Telecom,,8350-34,,2.2,,E Chua221021,11633 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
11633 HAsia0,DVB-S2QPSK300003/5PLSGold 260334,,Chunghwa Telecom,,8350-34,,2.2,,E Chua221021,11633 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
11633 HAsia0,DVB-S2QPSK300003/5PLSGold 260334,,Chunghwa Telecom,,8350-34,,2.2,,E Chua221021,11633 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
11633 HAsia0,DVB-S2QPSK300003/5PLSGold 260334,,Chunghwa Telecom,,8350-34,,2.2,,E Chua221021,11633 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
11669 HAsia0,DVB-S2QPSK300003/5PLSGold 248232,,Chunghwa Telecom,,8350-28,,2.2,,E Chua221021,11669 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
11669 HAsia0,DVB-S2QPSK300003/5PLSGold 248232,,Chunghwa Telecom,,8350-28,,2.2,,E Chua221021,11669 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
11669 HAsia0,DVB-S2QPSK300003/5PLSGold 248232,,Chunghwa Telecom,,8350-28,,2.2,,E Chua221021,11669 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
11669 HAsia0,DVB-S2QPSK300003/5PLSGold 248232,,Chunghwa Telecom,,8350-28,,2.2,,E Chua221021,11669 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
11669 HAsia0,DVB-S2QPSK300003/5PLSGold 248232,,Chunghwa Telecom,,8350-28,,2.2,,E Chua221021,11669 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
12702 HAsia0,DVB-S200003/4,,Chunghwa Telecom,,13-3,,5.5,,T Kameda230115,12702 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
12702 HAsia0,DVB-S200003/4,,Chunghwa Telecom,,13-3,,5.5,,T Kameda230115,12702 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
12702 HAsia0,DVB-S200003/4,,Chunghwa Telecom,,13-3,,5.5,,T Kameda230115,12702 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
12702 HAsia0,DVB-S200003/4,,Chunghwa Telecom,,13-3,,5.5,,T Kameda230115,12702 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
12702 HAsia0,DVB-S200003/4,,Chunghwa Telecom,,13-3,,5.5,,T Kameda230115,12702 H,,0,,https://www.lyngsat.com/providers/tw/Chunghwa-Telecom.html,,
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,1,TVBS,,MPEG-4/HD,160,80 Chi,Conax,,3629 H,tp C6B,40-42,Conax,,TVBS,https://www.lyngsat.com/tvchannels/tw/TVBS.html
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,1,TVBS,,MPEG-4/HD,160,80 Chi,Conax,,3629 H,tp C6B,40-42,Conax,,TVBS,https://www.lyngsat.com/tvchannels/tw/TVBS.html
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,2,TVBS News,,MPEG-4/HD,161,84 Chi,Conax,,3629 H,tp C6B,40-42,Conax,,TVBS News,https://www.lyngsat.com/tvchannels/tw/TVBS-News.html
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,3,TVBS Entertainment Channel,,MPEG-4/HD,162,88 Chi,Conax,,3629 H,tp C6B,40-42,Conax,,TVBS Entertainment Channel,https://www.lyngsat.com/tvchannels/tw/TVBS-Entertainment-Channel.html
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,12,Buddha Compassion TV Station,,MPEG-4/HD,3120,3121 Chi,,,3629 H,tp C6B,40-42,,,Buddha Compassion TV Station,https://www.lyngsat.com/tvchannels/tw/Buddha-Compassion-TV-Station.html
3629 Htp C6BRegional40-42,DVB-S28PSK247003/4,12,Buddha Compassion TV Station,,MPEG-4/HD,3120,3121 Chi,,,3629 H,tp C6B,40-42,,,Buddha Compassion TV Station,https://www.lyngsat.com/tvchannels/tw/Buddha-Compassion-TV-Station.html
