Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3809 Htp 6C0,DVB-S28PSK108903/5,,,,,,5.5,,D Dragos190505,3809 H,tp 6,0,,,,
4032 Htp 16C0,DVB-S28PSK96005/6,,,,,,9.4,PowerVu,Mike 4230829,4032 H,tp 16,0,PowerVu,,,
11960 Vtp 13Ku0,,,,,,,,,Cyberham240306,11960 V,tp 13,0,,,,
11987 Vtp 15Ku0,DVB-S3977,,,,,,,,J Newark 2230701,11987 V,tp 15,0,,,,
12060 Htp 20Ku0,,,,,,,,,ML240103,12060 H,tp 20,0,,,,
3809 Htp 6C0,DVB-S28PSK108903/5,,Imagen TV,,MPEG-4/HD,33,34 Spa,,,3809 H,tp 6,0,,,Imagen TV,https://www.lyngsat.com/tvchannels/mx/Imagen-TV.html
3809 Htp 6C0,DVB-S28PSK108903/5,,Imagen TV,,MPEG-4/HD,33,34 Spa,,,3809 H,tp 6,0,,,Imagen TV,https://www.lyngsat.com/tvchannels/mx/Imagen-TV.html
3809 Htp 6C0,DVB-S28PSK108903/5,4,Excélsior TV,,MPEG-2/SD,481,482 Spa,,,3809 H,tp 6,0,,,Excélsior TV,https://www.lyngsat.com/tvchannels/mx/Excelsior-TV.html
3861 Htp 8C0,DVB-S28PSK65225/6,1,TV Tabasqueña,,?-?MPEG-2/HD,49,9.4  51 Spa,,A Ishchenko230416,3861 H,tp 8,0,,,,
3913 Htp 10C0,DVB-S28PSK84003/5,1,Imagen Informativa,,?-?MPEG-2/HD,481,5.5 482 Spa,,D Dragos210807,3913 H,tp 10,0,,,,
4009 Vtp 15C0,DVB-S28PSK150005/6,1,The CW,,?-?MPEG-4/HD,162,9.4 163 Eng,,J Klingerman230216,4009 V,tp 15,0,,,,
4027 Vtp 17C,DVB-S61113/4,,(feeds),,,,,,Mike 4230116,4027 V,tp 17,,,,,
11930 Vtp 11Ku,DVB-S2640,,(feeds),,,,,,J Newark 2230701,11930 V,tp 11,,,,,
11940 Vtp 11Ku,DVB-S2640,,(feeds),,,,,,J Newark 2230701,11940 V,tp 11,,,,,
