Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3940 Htp 12North America C0,DVB-S28PSK300005/6,,GCI,,,,9.4,PowerVu,NOS482221129,3940 H,tp 12,0,PowerVu,https://www.lyngsat.com/providers/us/GCI.html,,
3940 Htp 12North America C0,DVB-S28PSK300005/6,,GCI,,,,9.4,PowerVu,NOS482221129,3940 H,tp 12,0,PowerVu,https://www.lyngsat.com/providers/us/GCI.html,,
3980 Htp 14North America C0,DVB-S28PSK300005/6,,GCI,,,,9.4,PowerVu,ML240208,3980 H,tp 14,0,PowerVu,https://www.lyngsat.com/providers/us/GCI.html,,
3980 Htp 14North America C0,DVB-S28PSK300005/6,,GCI,,,,9.4,PowerVu,ML240208,3980 H,tp 14,0,PowerVu,https://www.lyngsat.com/providers/us/GCI.html,,
3940 Htp 12North America C0,DVB-S28PSK300005/6,1,KTUU-TV (NBC - Anchorage),,MPEG-4/SD,401,440 Eng,PowerVu,,3940 H,tp 12,0,PowerVu,,KTUU-TV (NBC - Anchorage),https://www.lyngsat.com/tvchannels/us/KTUU-TV.html
3940 Htp 12North America C0,DVB-S28PSK300005/6,1,KTUU-TV (NBC - Anchorage),,MPEG-4/SD,401,440 Eng,PowerVu,,3940 H,tp 12,0,PowerVu,,KTUU-TV (NBC - Anchorage),https://www.lyngsat.com/tvchannels/us/KTUU-TV.html
3940 Htp 12North America C0,DVB-S28PSK300005/6,2,KTBY-TV (Fox - Anchorage),,MPEG-4/SD,201,240 Eng,PowerVu,,3940 H,tp 12,0,PowerVu,,KTBY-TV (Fox - Anchorage),https://www.lyngsat.com/tvchannels/us/KTBY-TV.html
3940 Htp 12North America C0,DVB-S28PSK300005/6,3,KAUU-DT 4 (My - Anchorage),,MPEG-4/SD,301,340 Eng,PowerVu,,3940 H,tp 12,0,PowerVu,,KAUU-DT 4 (My - Anchorage),https://www.lyngsat.com/tvchannels/us/KAUU-DT-4.html
3940 Htp 12North America C0,DVB-S28PSK300005/6,5,KAUU-TV (CBS - Anchorage),,MPEG-4/SD,101,140 Eng,PowerVu,,3940 H,tp 12,0,PowerVu,,KAUU-TV (CBS - Anchorage),https://www.lyngsat.com/tvchannels/us/KAUU-TV.html
3940 Htp 12North America C0,DVB-S28PSK300005/6,6,KYUR-TV (ABC - Anchorage),,MPEG-4/SD,501,540 Eng,PowerVu,,3940 H,tp 12,0,PowerVu,,KYUR-TV (ABC - Anchorage),https://www.lyngsat.com/tvchannels/us/KYUR-TV.html
