Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
3728 Htp 1AC,DVB-S28PSK24003/4,,(feeds),,,,,,Albert I201126,3728 H,tp 1A,,,,,
3730 Vtp 1BC,DVB-S28PSK16505/6,,(feeds),,,,,,Bulek Sps180509,3730 V,tp 1B,,,,,
3763 Htp 2AC,DVB-S28PSK12003/4,,(feeds),,,,,,Albert I170502,3763 H,tp 2A,,,,,
3770 Htp 2AC,DVB-S2QPSK16003/4,,(feeds),,,,,,Anonymous191219,3770 H,tp 2A,,,,,
3811 Vtp 3BC,DVB-S28PSK46003/4,,(feeds),,,,,,DX Bozóth200229,3811 V,tp 3B,,,,,
3817 Vtp 3BC,DVB-S28PSK46003/4,,(feeds),,,,,,N Stanislav220729,3817 V,tp 3B,,,,,
3828 Vtp 3BC,DVB-S28PSK75005/6,,(feeds),,,,,,Anonymous200218,3828 V,tp 3B,,,,,
3858 HC,DVB-S28PSK69203/4,,(feeds),,,,,,Bulek Sps181130,3858 H,,,,,,
3983 VC,DVB-S36003/4,,(feeds),,,,,,Anonymous191008,3983 V,,,,,,
3995 VC,DVB-S7200,,(feeds),,,,,,A Zapara210219,3995 V,,,,,,
4005 HC,DVB-S2QPSK37509/10,,(feeds),,,,,,DX Bozóth210207,4005 H,,,,,,
4025 Htp 8AC,DVB-S12003/4,,(feeds),,,,,,T Kameda170407,4025 H,tp 8A,,,,,
4028 Htp 8AC,DVB-S12003/4,,(feeds),,,,,,DX Bozóth171123,4028 H,tp 8A,,,,,
4040 Htp 8AC,DVB-S28PSK20803/4,,(feeds),,,,,,DX Bozóth200515,4040 H,tp 8A,,,,,
4043 Htp 8AC,DVB-S15005/6,,(feeds),,,,,,DX Bozóth171123,4043 H,tp 8A,,,,,
4067 Htp 8AC,DVB-S2QPSK15005/6,,(feeds),,,,,,DX Bozóth150811,4067 H,tp 8A,,,,,
4094 Htp 8AC,DVB-S28PSK10803/4,,(feeds),,,,,,DX Bozóth200120,4094 H,tp 8A,,,,,
4096 Htp 8AC,DVB-S28PSK16003/4,,(feeds),,,,,,Anonymous191008,4096 H,tp 8A,,,,,
4098 Htp 8AC,DVB-S28PSK16005/6,,(feeds),,,,,,DX Bozóth171123,4098 H,tp 8A,,,,,
3774 Htp 2AC,DVB-S2QPSK18003/4,1,Yunnan Lancang-Mekong International Channel,,1-1MPEG-4/SD,256,4.0 258,,T Kameda200918,3774 H,tp 2A,,,,,
3836 Vtp 3BC,DVB-S28PSK23005/6,,(BBTV Channel 7 feeds),,,,,,Anonymous200209,3836 V,tp 3B,,,,,
4020 Vtp 7BC,DVB-S28PSK72003/4,,,,,,7.9,,N Stanislav231024,4020 V,tp 7B,,,,,
4020 Vtp 7BC,DVB-S28PSK72003/4,1,Polimer,,MPEG-4/SD,1001,2001 Tam,,,4020 V,tp 7B,,,,Polimer,https://www.lyngsat.com/tvchannels/in/Polimer.html
4020 Vtp 7BC,DVB-S28PSK72003/4,2,Polimer News,,MPEG-4/SD,1002,2002 Tam,,,4020 V,tp 7B,,,,Polimer News,https://www.lyngsat.com/tvchannels/in/Polimer-News.html
4020 Vtp 7BC,DVB-S28PSK72003/4,3,Jothi TV,,MPEG-4/SD,1003,2003 Tam,,,4020 V,tp 7B,,,,Jothi TV,https://www.lyngsat.com/tvchannels/in/Jothi-TV.html
4020 Vtp 7BC,DVB-S28PSK72003/4,4,Polimer Samachar,,MPEG-4/SD,1004,2004 Hin,,,4020 V,tp 7B,,,,Polimer Samachar,https://www.lyngsat.com/tvchannels/in/Polimer-Samachar.html
4027 Vtp 7BC,DVB-S2QPSK37503/4,,(NBT TV feeds),,,,,,Albert I200213,4027 V,tp 7B,,,,,
